id,age,toss,roll,spot
9539,18,101011100110,0512344011,7053618427
9540,21,001011110100,1504421532,5251843505
9541,28,000010110111,4342510443,0136718453
9542,40,001011010110,0412034551,0437284061
9543,21,001011110100,1504421532,5251843505
9544,29,000100111011,4055241502,5805735580
9545,22,001011011010,4251032150,2756834720
9546,34,010011011101,0421115340,3511224673
9547,25,001010110111,5240413154,1328084742
9548,28,100101110010,1530241135,0854723165
9549,39,001010100111,3243125503,1658042377
9550,39,000110011110,3155022415,1772411800
9551,28,001010011100,4324540141,3278454670
9552,29,001011101001,2451200352,4231776584
9553,37,011110000110,3412501432,0464785412
9554,35,001110100110,5132441324,0845123746
9555,33,000110110111,0414125310,0453412473
9556,40,110101100100,0542513104,0425137864
9557,26,001011010001,4205312003,0001402387
9558,46,001101001110,0143254141,4204176434
9559,24,101100001010,5430142445,4421874306
9560,30,111001001011,0140253043,1325706552
9561,26,000111111111,4133022255,4066715033
9562,34,000010001110,4432504132,3581302446
9563,47,011011000101,4212314520,8314682510
9564,41,011011101111,1524115402,5576052148
9565,30,000001011111,3345111225,4255551633
9566,43,001011101001,2044051035,4567145273
9567,39,001010111001,5013402145,0341702586
9568,40,111110100010,3104113240,4444432088
9569,32,100111000010,5340125540,2353884023
9570,36,111001100000,1321003141,5472045341
9571,23,000011011100,0521542423,0156663328
9572,30,011010010111,0441255510,0082554176
9573,33,000100110101,1315301412,5037023617
9574,49,111100000011,0444421553,3430061443
9575,38,011010011001,5014320114,1043258711
9576,38,001011101000,2305412304,4576330574
9577,21,001011110100,1504421532,5251843505
9578,36,100111011100,4011523411,1225332187
9579,56,001011011001,0542314101,2112101342
9580,31,000010001100,4333541541,3357425884
9581,37,000101100101,1005412134,0130564850
9582,22,010010101001,4325014235,5314280742
9583,29,101010100011,1441123350,1444531027
9584,43,000101011101,1030415514,0163584174
9585,27,011101101110,0042155422,4376711325
9586,29,010001100010,3341525051,2481730255
9587,37,001010011101,1340502413,0743265014
9588,25,011001000110,5142305142,0135278453
9589,33,001100101011,4144532041,2408457132
9590,30,100111001010,5043120414,2043165486
9591,44,001101100100,4215355042,0304286545
9592,22,000100101101,3351024103,2136745725
9593,24,111000101110,4100325543,0146743440
9594,33,010101010100,5123404123,0416478324
9595,28,001001101011,0325513425,6713252473
9596,25,111100011010,4430144543,2224588773
9597,30,001010010111,1113241504,8327345026
9598,29,001010011101,2301540032,0703521482
9599,19,011010011100,0421534113,0452136784
9600,20,001101001101,4052314255,4663627650
9601,30,001001000101,4203154441,6038445412
9602,29,001010111111,0001111423,0421485036
9603,44,111010100110,1002045432,4231078553
9604,27,101001101010,0423154204,4854774001
9605,29,001001011101,4244514430,4125744313
9606,32,010100011100,0413301545,4033862233
9607,45,011101001001,0415512430,5633721548
9608,42,101010101011,4002202432,0534766207
9609,28,000001010101,0431254103,1304888521
9610,43,111010010110,5410523410,2477312665
9611,28,010110100001,3540124143,3281144304
9612,48,110110010011,1550131405,2181346635
9613,47,110100010111,5132404215,5326807170
9614,22,010010110111,0412541524,0341745254
9615,30,100101100010,1154231404,3217562851
9616,35,101111001011,4233514231,5370748253
9617,35,010001101010,0431543015,4043173746
9618,33,000100110010,4134244051,0014783104
9619,25,111010010001,3154421204,3541644785
9620,36,001011011110,0241105235,2130871635
9621,29,001001011010,3140124510,1333334267
9622,35,110011010111,0140541024,5126108274
9623,42,111010010000,4115103244,7857585377
9624,29,110001010110,2431403454,6418324848
9625,43,010001010111,4053104514,3137532138
9626,34,110100000101,3053251400,6224714330
9627,37,111100111001,2521101324,2427044234
9628,33,010100101100,0412351542,0462875024
9629,30,010101101000,4151243104,0157324018
9630,37,001000101101,5404510253,4684213758
9631,19,110100010101,0431522041,7248063471
9632,23,010010010010,0414525514,3014528874
9633,29,001011000110,5424202033,7284750446
9634,47,001100110001,4325140234,3745620844
9635,35,101011100011,1345024132,5340168345
9636,26,101011110101,1314255114,1421178004
9637,55,000111011001,4052143251,3810417362
9638,30,110100001011,5320411320,0532614038
9639,22,000001101101,2243315241,4354478666
9640,39,001001101111,3531022314,0813816755
9641,26,110010111110,2053412401,2024165442
9642,33,111110110011,5505121444,2184560333
9643,42,101101001010,0341240155,0430708035
9644,33,001010000011,0143125540,4333366677
9645,36,010011101110,4134415000,1375208761
9646,36,000010110010,5223351040,0316347450
9647,43,011001000110,1341504321,1723306547
9648,31,010111011100,4104531112,3144510441
9649,27,001011100100,4005312155,0518824506
9650,28,000110111000,3324454130,8655042243
9651,25,001000001101,0443255554,4447802153
9652,37,010001101110,4245141031,5731404412
9653,28,111010101101,0314255032,0426857442
9654,22,110100010111,0542513441,0748364507
9655,36,010011100101,0425134140,2408517364
9656,24,011010111010,0421534042,2371237860
9657,36,000101101001,2451334122,0175645223
9658,23,111010000110,5502311222,2354441077
9659,26,010001111101,5510431240,2540678431
9660,28,011101000101,5042315414,0874625547
9661,29,010001101100,5322420514,3407765585
9662,36,011000101101,2421123545,1410018642
9663,46,001101101100,1431105224,0437236801
9664,35,011100101110,2351404112,2842015885
9665,35,000101110101,4110324510,4460327451
9666,36,001011101110,0454314344,0445152545
9667,21,000110101101,2414530423,2654241573
9668,29,010010101101,4224153300,4252163033
9669,30,100110100110,5431321011,2045862745
9670,42,001101011111,3142251011,6643104255
9671,34,110110011001,2421510341,1452634071
9672,37,111101100010,4413100052,0100704665
9673,35,001001110111,0000111222,1750832417
9674,25,110101110010,5531415324,8537542621
9675,23,010001001101,4223524533,6323705614
9676,47,001000110111,2240521302,2761401853
9677,26,000101111100,0433150423,0318745064
9678,41,010001110100,5413522143,4137850316
9679,26,100011011010,0143254012,3408335244
9680,28,010100010101,0415214333,4301765420
9681,48,110100110100,4231150321,0438261435
9682,24,110100010110,1350313320,0183267450
9683,30,101101011001,1345214130,0723456147
9684,39,001011011110,4121003544,7342147760
9685,35,001111010001,3214510445,7584431447
9686,28,110001000010,3113032544,1831564255
9687,24,110111001001,1405231400,0547174707
9688,23,111011101000,0423155202,0231350071
9689,38,001011011100,0141234310,3264084531
9690,23,000101100101,1435521344,4308564320
9691,30,010001011101,1134200514,1457430177
9692,32,111111111101,2310414130,4625071771
9693,35,111011001010,1521032051,8604371245
9694,32,000000100100,5023054235,5420202683
9695,29,100011100101,0431335041,3217038581
9696,43,100110001001,2155300153,0241576384
9697,40,110100011010,5514031025,2461010583
9698,43,001111100101,3245510542,1762835401
9699,33,001011011101,1502231412,3847271445
9700,23,001011000101,0431540143,0463324863
9701,33,001001110010,1514412053,3184124074
9702,51,111001011001,2412410125,0004337281
9703,27,111001100001,4223011230,3607810442
9704,31,001101011001,0545523334,4428864766
9705,31,010110010100,2542142225,6204205723
9706,34,010100101110,4320531402,0202164065
9707,31,011101000101,4320514325,3006635117
9708,27,100010111101,3143142220,5551734281
9709,38,101000100011,3111245304,2453687531
9710,33,000010000100,5514255155,0123456784
9711,27,011100111010,0050452401,5724634182
9712,37,110010001101,4215530152,4548537153
9713,29,000101101001,4203342514,2704826575
9714,28,010110001100,0314252143,3041278415
9715,28,000100111001,2154045114,2510784436
9716,30,000100110110,4432115042,4223146170
9717,39,001011101001,0530123541,0515682140
9718,23,101011100101,4010210001,0780504451
9719,39,001001110101,1340251423,1430865427
9720,32,110010000110,5123240020,1367508444
9721,33,001000111010,2445240132,0160843334
9722,33,110110000110,3315540013,7335144880
9723,38,001011100101,4233001544,2177405883
9724,22,111001011111,4053210440,7377554308
9725,31,000110101011,1501423512,8165271730
9726,26,011110010111,0322145004,0082777153
9727,42,010001101010,4320542503,0467320451
9728,22,000110001101,2014502354,5026325612
9729,17,001001100011,1110001105,8852481075
9730,31,001111101000,1242235140,2102225434
9731,39,011011101110,0241304032,1274870325
9732,35,010010101101,4231005123,0724356033
9733,24,001011101100,1542213034,4056338127
9734,33,011010001001,4020410332,0241412370
9735,33,110000000110,4550334250,0011114080
9736,40,101000010000,0502234124,0520835526
9737,36,000011011011,0411105213,5611081542
9738,37,001101001010,3201434440,8345143621
9739,25,010010110111,2404215512,4412458764
9740,33,011110011111,0431041325,0744366622
9741,33,110100010011,1152405423,2125624706
9742,26,001001110110,1424500432,5673834132
9743,45,001011101001,0425034210,0785143271
9744,28,010101101010,3405321350,6280746208
9745,36,000100011110,0400255034,2745515528
9746,51,011010100010,0412332045,5121538604
9747,40,110001100001,3153201024,7300246883
9748,41,000110110010,1140435144,1624408371
9749,31,001001000001,5114442335,0037845237
9750,42,000101010101,5421442513,6621887301
9751,30,001000001110,2302221511,0531862450
9752,66,110100010110,2244430115,7248311546
9753,33,001101101001,2401054230,4152380041
9754,31,001101001100,1435500142,1556614170
9755,26,010011001001,4012351423,7352144678
9756,13,001101110100,1531144032,2074225434
9757,29,011101101000,0413310542,0411476254
9758,44,100100110100,2311450041,3217644800
9759,31,000111100001,1304555142,4050250271
9760,26,000100110010,4053142440,6614327156
9761,25,001010111110,1552535001,6234307827
9762,33,001000000101,2404454222,0534111167
9763,42,001000110010,5144123140,2030481242
9764,38,000110011100,0531403342,5666101078
9766,25,000100110100,3503153120,4265314541
9767,33,001000110101,4244053124,0532644108
9768,28,001011101101,0135204135,5314532086
9769,33,110110100001,4033521542,1674878482
9770,26,000011011100,3225241155,0833255470
9771,45,110100110010,5001054123,0862310562
9772,57,010101010101,1414141414,7330000000
9773,33,000110100010,2003213305,5123104761
9774,43,000101001110,1341151020,0483240564
9775,34,010111101000,0413205143,0474123608
9776,40,001011010101,0314031422,1111255444
9777,24,000101101110,3542231441,0715344286
9778,32,001010001011,0534211320,4320817444
9779,32,000000000000,4023402513,0538621704
9780,15,000011110110,5134201351,1356742835
9781,43,110100110001,5252340251,5462034157
9782,25,010010100111,0413500421,0417563203
9783,18,010000110110,4112300541,2451483471
9784,23,010001011011,4054104230,4238044612
9785,31,011000110101,0122341442,0163001437
9786,36,101110010101,0324150412,0465813472
9787,35,011010011010,5140321504,2621425042
9788,22,010010101000,1244105310,1451505426
9789,33,110010111000,4313203102,0864231708
9790,33,011010000010,0322145552,5744636477
9791,25,001011101011,0042503132,5324116448
9792,29,011110100011,4251341245,1438264724
9793,27,110110001101,1451124433,3255785444
9794,36,111001011100,4010025534,4560002857
9795,29,000000000000,2410314033,2541036785
9796,28,011101001000,4420314050,0775480223
9797,50,001100011000,5452134120,3367444485
9798,19,001011011011,0451320514,0113546271
9799,40,001011110010,2415231014,5470274156
9800,31,001011010011,0352431532,0383558730
9801,26,001011110010,2204130225,6163047656
9802,33,000011011101,1443251440,3114778677
9803,51,101110010010,1325412405,2341140234
9804,27,001101011000,2311403355,4418655307
9805,48,001001011110,0515230520,2064583716
9806,31,010010101010,1452130242,1035873611
9807,33,011010000111,1413142514,1347432517
9808,33,011110100111,5141532510,2658723807
9809,28,010000100000,4555002014,5427845062
9810,32,110111010000,0131241104,1535264008
9811,35,010001001101,2415034125,0125874614
9812,114,000000000000,2414241424,4444444444
9813,32,010100010011,4033212155,1633672051
9814,35,001011010011,0425314042,4680445734
9815,45,000110111000,1433421055,8771364250
9816,44,111010010100,4403002551,3110667254
9817,29,000110111001,5514233005,2431408885
9818,40,000010011000,4341344435,0737776400
9819,56,010011111000,2124513241,2773460008
9820,37,010110100010,4305411552,4357881037
9821,20,001010011111,4215305211,0486134587
9822,30,000110110111,0221213515,4156832041
9823,28,000101110100,5144023451,1344106520
9824,35,001010110100,0512432451,4240146537
9825,33,001011010011,1320540124,0318574801
9826,37,000101110111,4255130331,6472548813
9827,41,110111001000,0552314022,7448875438
9828,32,000101001011,0412530412,0431257318
9829,30,011101000101,0134254130,6437584765
9830,35,001011101001,1250412304,1643721850
9831,49,110100111011,2454020344,5655013814
9832,45,111010010010,1324100325,2530458723
9834,35,000111010011,1320541230,4327610875
9835,40,010010110100,4252023134,1354218704
9836,35,000000000001,0000444521,0145222774
9837,30,010010111001,5244011231,0410357250
9838,24,011000101010,1534025431,4754304528
9839,37,010001101110,2300451432,2743611570
9840,34,001001101011,0450311042,0375441264
9841,20,001011001011,1342511044,0175416382
9842,37,011111011101,2034335052,4385067741
9843,32,111101001111,5154434401,1271228103
9844,29,000011000111,5132501403,0724225186
9845,33,001000011101,2011334313,2071143131
9846,27,011100011000,5214240444,8884823733
9847,23,001011011101,0341211010,2412355486
9848,28,001011010000,0524110334,5774148773
9849,27,101011000101,1432510425,2467474513
9850,28,110000101110,2051242215,6437615241
9851,46,100100101010,2043101220,0536112047
9852,28,001011010011,4215031420,5318470136
9853,35,000110111110,5144014301,1444521433
9854,23,110010101100,3440551140,1457404452
9855,38,001011101011,4133504210,3042750468
9856,35,000101110111,3413054213,1260453172
9857,26,000010111011,5412440322,0532285477
9858,26,010010001110,3143504211,1843056427
9859,26,001000011010,4304314503,5516834305
9860,31,011010110000,4134025532,4323432656
9862,32,000100110100,4220443520,3340526643
9863,37,001011000111,3351451240,0835241760
9864,38,001110110000,0304215424,1202878135
9865,24,101111010011,4054123221,1463254744
9866,37,101110011001,5424212351,7351532272
9867,32,001001110100,4212243050,8534016274
9868,29,011100110011,0143255411,0001667382
9869,18,001011110010,4155233304,3525078334
9870,28,100010011010,3034325145,2040381477
9871,50,000101101100,4113540231,3170462715
9872,33,001010000101,4301155423,0347685240
9873,29,010010111011,0414121131,1476304521
9874,31,010101010010,0042153402,0000108235
9875,34,111001010011,3010503030,1653225223
9876,34,010111010000,2103410325,1037524630
9877,29,110110001001,4201435042,6381047352
9878,24,000111010010,0411253312,0433755460
9879,50,001000010101,4215124222,1734444444
9880,32,010100110001,0143114521,2043165807
9881,36,111101100100,4013313541,4742340301
9882,28,011100101110,1105214304,4242563475
9883,31,010110110001,4410143545,4457441046
9884,37,001001110110,2152440431,6542577018
9885,28,011110100111,0225130414,0285122653
9886,39,011101001010,0542341451,7846140485
9887,31,111001011101,0424435015,3176342580
9888,25,000000000000,0000000000,4444444444
9889,34,100101101100,4215300145,6284502640
9890,29,011100110001,4203513042,1402543074
9891,31,001110111010,2351244013,5045733817
9892,26,001011011011,2351420524,2345762045
9893,43,010001101010,4035142034,3708526413
9894,52,011001010011,0431014452,4351743087
9895,24,000101110000,4300154330,0361352004
9896,31,101110001011,5321032104,0104338616
9897,40,101110100101,0400134021,0054171140
9898,25,010010011100,2415211305,0427508214
9899,27,110100001001,2331403432,7030842348
9900,35,111011100011,5512254003,3371442143
9901,49,111011000000,5153211541,3227143566
9902,25,010010111101,0412315410,5054713622
9903,32,110110010011,2030421543,2030481543
9904,28,101100101001,3425143112,0173002428
9905,27,001110010111,1411254321,0354281437
9906,34,001101010011,0240524154,0278341607
9907,29,010001110101,0413200154,0431621514
9908,25,111010001100,5013244105,0824566147
9909,26,111011101100,3432153204,4042514683
9910,30,001011010011,5555555555,4118423005
9911,45,110101100011,1343002503,3371626518
9912,31,001110001010,1544322144,7774444558
9913,36,010000001110,2430554253,4415761334
9914,23,000101110100,2412553430,0412526740
9915,27,111111010100,0123453130,4314534215
9916,35,001011110001,4314452034,7842206517
9917,62,001101011100,0143325104,4030170413
9918,39,011001110001,5004411250,8444621055
9919,21,000111001001,4510115410,3108642545
9920,29,110100111100,3501432551,4286147306
9921,29,100011010111,1534301005,4785236037
9922,34,111011001100,1452430142,4445214478
9923,42,110010110010,0135240531,0132087145
9924,36,010010001101,5132435501,7030288564
9925,31,001011001011,4022315400,2155104487
9926,34,000010111100,0125032044,0344034726
9927,19,110100011010,1452031524,1045873624
9928,46,110100010011,1434124302,2032853234
9929,43,001101011101,1510340502,0436725126
9930,39,001011000100,0543120453,0485326174
9931,35,101111111111,0314253142,7315402864
9932,39,011011010000,2321403251,3218564041
9933,37,001001011011,2415503412,0534726840
9934,31,111001111010,1124350114,8454516247
9935,38,001011011010,4344152034,3736452085
9936,30,110110010011,4015423115,8370226354
9937,36,101110101100,4231421542,1254810324
9938,29,101110001011,4233150244,5405622358
9939,27,010011000010,0142143111,0415212147
9940,33,010001001110,2303241341,1021375462
9941,31,111111000001,4411005141,1154455785
9942,47,100110000010,4022305132,6654440823
9943,61,110100100010,0413544210,0103475264
9944,28,001001111010,0432515522,3578255541
9945,32,100101111001,1324501442,2340165308
9946,30,001011000101,1542310111,2535740764
9947,50,000100111111,0302145500,0380564388
9948,30,111011001011,2525153402,4508324023
9949,28,001001110111,5142135302,2712603285
9950,37,000101000111,0421453334,0433111111
9951,35,111010110001,5013421505,0054442340
9952,19,001011000111,1320241534,0854721754
9953,27,001001011100,1443025110,0004881645
9954,23,001011100101,3150042351,6084312500
9955,29,000101101011,1322051400,0705483231
9956,26,001011000101,3211045231,3274410537
9957,32,000100110000,3130524112,3154441276
9958,25,111000100001,1154503012,0354822512
9959,36,111000001111,1322251033,4743333555
9960,37,110110011100,0132401053,2354714356
9961,42,111011101010,0413002504,2515470724
9962,33,111011000101,5144033152,1544286433
9963,32,000000101111,0445302151,5486320748
9964,34,011011100101,5114330102,0463152487
9965,40,001011011100,1503425441,0422842344
9966,28,000110111000,1154354122,0434623545
9967,20,110100011001,3122405401,6563100862
9968,22,011001011001,4021354214,3754113037
9969,34,010000010100,1143250412,3640157842
9970,53,110100110001,0314024014,3746312458
9971,28,000101110100,4213501324,5762438146
9972,57,010101010101,0421531245,0411375482
9973,23,001100110001,5134215134,4157325804
9974,35,100111010010,1152401354,1542287034
9975,35,001001101111,1334250143,2151473406
9976,53,100010011101,0114315214,0856231743
9977,26,001000111010,2431054213,1085243176
9978,30,100100101110,4241340550,6536417248
9979,38,111111111101,3521121114,3554455444
9980,28,110100011011,0154233401,2504184623
9981,23,011110101100,4215534155,4514660754
9982,28,100111000101,5112054150,5604121834
9983,25,001011000101,0553214005,0411538052
9984,32,110111110111,4325014231,2254252476
9985,26,101000100110,3412544452,4127635148
9986,68,110111010010,2454140531,3471544284
9987,39,101110100101,5125135413,2384152104
9988,47,111001001011,4204501531,2237406618
9989,28,000011001110,3550412004,3426077180
9990,34,110111010000,1353134123,3117447413
9991,24,000101100011,1132544115,6127166166
9992,31,001101100010,0324015314,2374432564
9993,30,001001011010,4231204513,4258783305
9994,26,011011000101,2215312405,0426208543
9995,25,000101101001,4012115304,0184367524
9996,32,001111010101,1325141240,7245714864
9997,31,010010111001,5015240152,1624556472
9998,43,001100001101,4132413350,8487255183
9999,32,000100100110,1323055134,2674062350
10000,27,100101110100,4012254132,4074536184
10001,40,000101110101,4142411133,4435414174
10002,34,110111101000,2122242305,1367508245
10003,35,000100111011,1335144130,5460847477
10004,38,110100011001,5104151340,6176485430
10005,30,010001010110,0452301435,0467841325
10006,24,000011101000,3540250231,8401727350
10007,38,001010011011,0411253141,3414707265
10008,32,001011101100,4014203501,1056248371
10009,30,000111100111,3432404530,3385875067
10010,36,000110010111,0013541344,5722022755
10011,32,000101100011,4021113500,4025320577
10012,29,001010011101,3140223515,4318670425
10013,38,110100100001,4420133312,2374001525
10014,22,010000101110,3444431250,0646324531
10015,34,111111111010,0444443125,5555555555
10016,26,001011110100,4205230142,3208415416
10017,28,010010101011,1420531340,2400832671
10018,88,000110011101,2101241031,2415412306
10019,34,010001001101,0544132241,0431766421
10020,27,111010011111,1452113401,0567730324
10021,34,101110010011,1425531112,0421377744
10022,34,010101100111,0425243101,1074138265
10023,34,001011100101,0432415041,0574238470
10024,35,010101010101,2222222555,2431576412
10025,37,011010011001,1430524315,2046570501
10026,55,001110010101,4142553105,8546102413
10027,32,001011110010,1322150413,5752134125
10028,21,000011010101,5435143251,4454328487
10029,28,110101101000,2431054531,0875621437
10030,34,000110101011,5311420315,6214508314
10031,51,111011010100,1251121420,0557235872
10032,33,000101111100,4035420145,2531846357
10033,38,010101000111,0310425431,3613248874
10034,28,110100001010,4351224031,7641238124
10035,27,110110100100,3104553403,2314700657
10036,29,001110100111,1521040331,1885307534
10037,63,001010101100,4254341532,0472514867
10038,37,000110010010,0411544430,3403436564
10039,32,110100110001,1352124045,5514620471
10040,31,011010000111,4230130330,0650301622
10041,25,000011000000,4133130433,8114333716
10042,25,001000110010,0325003140,1341285461
10043,42,001001110011,4224310423,1384250407
10044,25,000101100010,1214105343,7757105832
10045,24,001010010111,1320415220,0746481530
10046,30,110110010011,5310432034,2311574235
10047,24,001011110101,0131142510,1544527041
10048,49,110110000110,2523041443,2330413705
10049,31,010011100000,2541022554,2436854221
10050,25,110111001010,4231051224,1632547804
10051,33,001000111011,2541203402,2307865410
10052,33,001001111001,3410041423,6148630457
10053,30,110100100011,0205442350,0245634083
10054,24,001101100101,0312541120,0348502674
10055,26,110010100111,5135442022,8425370300
10056,31,100100011110,4123051442,1025444877
10057,54,000100111100,4231500423,5844168273
10058,19,001011010100,2353450231,5865748356
10059,28,010101010110,0405015015,3481834834
10060,40,001010011100,1250011111,0413678524
10062,33,010001001110,4325144302,4026734581
10063,25,000010010111,0145213444,0407850030
10064,26,010110011101,5202314204,2715248613
10065,49,110100111010,0530235144,8734027517
10066,32,100110000001,5344413310,5276340178
10067,22,101100100100,1113405402,4321462830
10068,37,010101010101,4125033052,0482461473
10069,34,001010111100,0415324144,0413548621
10070,37,001000111010,4540024134,0587332510
10071,21,001000100111,2030451542,8636427548
10072,41,000010101111,1405243055,2044431588
10073,25,110011010011,3543314025,4136874302
10074,28,010111010100,4215431525,5237640024
10075,40,101011011101,4310214340,4376800244
10076,32,110010001110,5242002314,2563214084
10077,52,000101011101,4333101122,6337773333
10078,36,001110001011,2414503214,0468341740
10079,37,011100110100,0444135500,0000000000
10080,29,110111001100,2405414343,2743115710
10081,28,000110010011,5415523010,0618332705
10082,27,111101001000,2504002353,8350717877
10083,27,001010001101,4321045514,0215872355
10084,32,001010111011,2415302255,0313124532
10085,32,001000111101,0444133040,0464610553
10086,23,010000110111,2222145300,0000001347
10087,30,100011000110,0241350132,3208350762
10088,27,110100100001,1132054233,0435616438
10089,38,000101111011,0135150200,0141453575
10090,33,001001111011,5251130042,3762854273
10091,23,001011101001,0413511032,0436672518
10092,25,001001110101,4204335415,7230347652
10093,30,000001110101,3300144253,7422166666
10094,59,001001011101,0421532401,0013854762
10095,28,011101100100,5341504415,0327163440
10096,25,010101000000,4120334444,0425361111
10097,28,001011010110,0041231352,1564072414
10098,32,110111000101,5412301403,2541587521
10099,32,000000000001,1444305111,2331754444
10100,26,010100101011,4215031401,4513241078
10101,43,000011001010,1450234154,7435476341
10102,27,111010010001,1450032311,4740018136
10103,39,011011000001,2053441054,0235681734
10104,43,111100111111,3222310004,5222666665
10105,41,000100111100,4141024100,0107525485
10106,30,000111100011,0142255331,5577444482
10107,28,110111001010,4002351422,4038456327
10108,29,110100001011,1033422410,3320255465
10109,32,001101011010,4032154131,6702435871
10110,30,111011000001,5513225441,2213088754
10111,44,001011011001,4135200351,0312457186
10112,27,000001000000,0005234440,8653274584
10113,31,100101101010,0015401545,0501751604
10114,38,101110010010,5242510310,2351740833
10115,31,010001010100,1432111415,7452103457
10116,35,000101011100,1243052254,0001258764
10117,36,111010011011,1425140330,1485241530
10118,40,110110100011,2154203521,2731864517
10119,38,110100010001,1330540241,6357411853
10120,30,001011101100,1443152543,4253467088
10121,31,000110111111,0425444221,0033667884
10122,30,001001111100,4002351134,0318046671
10123,33,011010001011,2414532044,5623113574
10124,36,100111011001,5254120435,3854064321
10125,37,011100101111,4550431552,2643554256
10126,29,110110100111,4201324513,6581025473
10127,32,000110011010,0104011154,0403247468
10128,35,001010111010,4022530044,8142312580
10129,20,101001010010,1423512403,0452167538
10130,25,001101011111,5124230413,2853714058
10131,44,111100100000,0005553405,0844411845
10132,27,001110111100,0334251433,0736371850
10133,33,001011100100,0441315021,1643154241
10134,24,001001011011,4020315041,0327150873
10135,35,000010011100,0445223155,6456664138
10136,58,110100100010,0214251003,0871534401
10137,28,000110100011,0024300554,0144038867
10138,42,001011100010,4243035152,3270445164
10139,27,011100101101,2315440132,3086547132
10140,34,000010001111,3110300142,2230101770
10141,43,011001001001,4151524330,0425413748
10142,30,001011011111,0423455152,0561482344
10143,25,010101000110,0331412045,1482451030
10144,37,100101111101,2304511235,6103877452
10145,37,001010100001,1135412010,1823141552
10146,31,001100011010,5513024514,0433218650
10147,42,101101001011,4153245244,4345082157
10148,30,000101100111,0322145003,0244577866
10149,34,001100010101,5321112153,6522163742
10150,39,000101100101,5211403204,4273422586
10151,28,010011101010,1305402231,0231640758
10152,48,110100110010,2401354210,5021536081
10153,28,001011000100,4422035540,0067448006
10154,30,001100010100,0351304215,0863072156
10155,30,000100001111,0241153011,2541670253
10156,26,110001100101,5024135124,4362350874
10157,28,010001101111,2405314250,0143265804
10158,30,000100110111,5540424430,1615003330
10159,30,001111101001,3043440123,1153466415
10160,30,000111010011,5521115430,5246705387
10161,36,110100101010,4125314025,4371468224
10162,31,000101001111,4232515224,0412587453
10163,48,001110110011,4213214250,6725304752
10164,34,011000111111,0451434452,0367477767
10165,25,000010011101,5025453142,2485316207
10166,39,001110011011,0321540231,0845742104
10167,30,011100110100,2441311014,5342550576
10168,32,000010110111,0544443500,2333183327
10169,28,110100011000,4214333425,3142072654
10170,41,001011101000,3241120552,4137584674
10171,26,010011010010,1320025314,0413264401
10172,25,000010110100,0340242510,0057728730
10173,37,001011101011,1344042512,0024152276
10174,22,001010011010,2405421530,0174335622
10175,23,001011010001,0421125043,0004214418
10176,33,101101011001,5321435040,2340718356
10177,55,010000111110,4512340124,0461342653
10178,28,001100111001,0253213501,2468758361
10179,33,001011011001,4200130351,0241830641
10180,30,001111101001,2351124250,2465613804
10181,68,011101000100,4125043251,1352741586
10182,48,001011101001,4254230301,0135171362
10183,28,001100101011,0321431125,0433127568
10184,29,001000101110,0320441335,3255168442
10185,35,001010001101,0542341055,0141257368
10186,46,001011101001,2520423143,8507423846
10187,20,101100010010,3150423145,3262670588
10188,30,110010111010,4241530053,5831762587
10189,21,000100100111,4122051123,0410037560
10190,31,010011010111,3204131504,7014382405
10191,37,110111001110,1214432051,1277340028
10192,43,011010010100,1142051320,8132540670
10193,28,110001011110,5424513044,2254371624
10194,32,110100111100,0301402235,4153718283
10195,33,000101001110,1153314521,0411754602
10196,26,010101010010,3250134342,0765162034
10197,31,001011101001,3252415043,3241765241
10198,42,001101011010,1504122443,0117527608
10199,42,011010101011,5150112342,1246750242
10200,34,101101000010,4431245450,0430154762
10201,32,000000000001,1034524130,1034678524
10202,19,011011000110,5320400214,2350108674
10203,27,010001010101,1314520144,4103224413
10204,26,011001011101,4214051342,4135402783
10205,38,001110000110,1401321403,3050418241
10206,38,011011100011,0413211251,0213425521
10207,38,011010000010,0430102443,0734625814
10208,20,010101010101,4021351351,2438057207
10209,22,001011011010,1320105324,2354807024
10210,25,001010100010,0014325551,0846002413
10211,32,100101111100,4415340021,1503208431
10213,29,000110011101,1104444520,3214477803
10214,37,101011011101,1422551155,4146344285
10215,32,001011010001,4101523114,3503478261
10216,25,111000101111,2344034424,0443752226
10217,32,010000001111,0034111150,1443334110
10218,34,100101001000,5144432004,0452217364
10219,28,010101001001,0003415540,7733182608
10220,37,001001011101,0444234052,3253740387
10221,30,010011010111,0420233102,7142670048
10222,51,101101000001,5142350421,2775304634
10223,32,001011000110,0421520352,0761845237
10224,22,110110010001,1340514212,0745214628
10225,27,011100100011,2344100525,5324840174
10226,33,000001011111,1211155405,0544120051
10227,23,010111001000,0421153024,0327425008
10228,40,001101111100,0435205105,3075454153
10229,27,001101011100,2300105402,4873267432
10230,29,010010110000,4213440005,0544136288
10231,25,100010011000,1452222553,0418124667
10232,35,100110100001,4250314543,0432875634
10233,52,111100111110,4533301321,4242666031
10234,36,011101000011,0431152054,0324730856
10235,22,001100001011,2332345111,1707243885
10236,28,110111100011,2351402541,0351471268
10237,50,000110011000,1551420232,5773201653
10238,34,010001000011,1450412354,1364413255
10239,38,110100010110,0221514301,0002542176
10240,40,001011101001,0042551302,1031047884
10241,29,101000110010,4523414430,4682453713
10242,31,001011000110,0413510421,0162347527
