bbrID,Date,Tm,Opp,TRB,AST,STL,BLK,PTS,GmSc,Year,Playoffs,GameIndex,GmScMovingZ,GmScMovingZTop2Delta,Date2,GmSc2,GmScMovingZ2
gulima01w,2019-08-13,ATL,LVA,12,2,0,2,15,17.8,2019,false,45,4.8,2.65,2019-09-05,9.3,2.15
gustame01w,2019-07-30,DAL,LVA,8,1,0,1,11,10.7,2019,false,10,2.48,0.01,2021-09-07,9.9,2.47
guytowa01w,1997-08-21,HOU,CLE,10,0,3,0,10,15.1,1997,false,23,2.58,0.13,1997-07-14,14.5,2.45
gwathja01w,2016-08-28,SAS,WAS,4,1,1,0,16,15.7,2016,false,12,3.56,1.05,2017-07-30,11.3,2.51
hagiwmi01w,1997-07-07,SAC,UTA,2,0,0,0,9,8.1,1997,false,6,2.95,0.91,1997-08-12,5.9,2.04
hallvi01w,2000-07-28,CLE,DET,6,2,0,1,19,15.4,2000,false,24,3.21,0.44,2000-07-03,14.4,2.77
hambyde01w,2018-06-03,LVA,CHI,6,2,0,3,24,23.8,2018,false,95,3.21,0.32,2019-07-23,26.4,2.89
hammobe01w,2001-06-21,NYL,PHO,4,3,1,0,21,21.9,2001,false,84,2.79,0.02,2011-09-06,30.6,2.77
hamptke01w,2017-07-18,CHI,SEA,1,0,1,0,14,11.7,2017,false,45,2.87,0.27,2016-09-16,9.9,2.6
hamptky01w,1997-08-24,NYL,CLE,6,5,3,1,21,20.2,1997,false,27,2.54,0.48,1999-07-29,15.2,2.06
hamsoje01w,2015-09-11,LAS,PHO,7,1,2,1,12,12.1,2015,false,24,2.99,0.52,2017-07-30,10.3,2.47
hardeal01w,2016-07-16,PHO,SAS,5,3,0,0,12,10.3,2016,false,53,3.83,0.71,2015-06-14,9.2,3.12
hardili01w,2016-07-16,PHO,SAS,3,3,1,0,16,14.7,2016,false,278,3.35,0.01,2013-06-23,27.9,3.34
harpela01w,2008-07-26,SAC,IND,5,0,3,0,11,13.0,2008,false,25,2.41,0.04,2009-08-28,12.6,2.37
harriam01w,2013-06-06,MIN,PHO,6,3,1,3,18,15.2,2013,false,65,3.98,1.43,2012-06-27,11.1,2.55
harrifr01w,1997-06-28,HOU,UTA,4,0,3,1,13,12.1,1997,false,3,2.53,0.23,1997-06-26,11.3,2.3
harriis01w,2017-08-12,SAS,ATL,7,4,2,2,23,25.5,2017,false,57,2.83,0.14,2017-06-15,22.0,2.69
harrili01w,2002-06-26,PHO,SEA,10,2,1,0,22,21.9,2002,false,107,3.85,0.62,1999-08-15,21.3,3.23
harrity01w,2022-08-04,DAL,LVA,0,6,1,0,15,16.0,2022,false,83,3.21,0.79,2021-06-01,14.2,2.42
harrokr01w,1999-07-17,PHO,LAS,6,5,2,0,20,20.2,1999,false,50,3.89,0.78,2005-06-26,15.3,3.11
hartlbr01w,2020-08-02,PHO,NYL,5,4,2,0,27,24.5,2020,false,182,3.41,0.33,2020-07-29,22.5,3.08
hawkiti01w,2013-06-22,SEA,TUL,4,0,1,0,17,13.9,2013,false,7,3.13,0.27,2021-06-17,16.9,2.86
haydeva01w,2006-07-28,MIN,CHI,8,3,0,1,18,17.1,2006,false,86,2.82,0.39,2004-09-11,16.0,2.43
hayesti01w,2014-07-31,ATL,TUL,3,1,2,0,27,23.4,2014,false,93,2.43,0.04,2016-06-30,25.6,2.39
haynikr01w,2008-07-05,ATL,CHI,2,11,2,0,11,19.6,2008,false,134,3.89,1.13,2006-09-09,14.0,2.76
headde01w,1998-08-04,UTA,HOU,2,3,1,0,10,11.2,1998,false,49,2.27,0.05,1997-08-02,12.9,2.22
hebarru01w,2020-09-11,CHI,DAL,8,2,1,2,22,22.4,2020,false,21,3.33,1.3,2021-06-19,14.3,2.03
hendetr01w,1999-07-16,CLE,SAC,4,1,2,1,7,8.1,1999,false,14,3,0.17,1999-06-26,7.9,2.83
henniso01w,2000-07-27,SEA,LAS,3,5,3,1,19,19.3,2000,false,62,3.21,0.05,2002-08-06,11.7,3.16
henryan01w,2013-10-06,ATL,MIN,14,1,1,2,14,18.0,2013,true,76,3.41,0.72,2015-07-21,13.5,2.69
herriam01w,2000-08-09,UTA,LAS,4,3,1,2,12,12.5,2000,false,24,2.71,0.41,2000-08-05,11.1,2.3
hicksje01w,2003-07-17,CON,SEA,8,1,1,1,12,15.4,2003,false,129,3.18,0.7,2001-06-25,12.3,2.48
hiedena01w,2021-05-19,CON,IND,3,6,3,0,19,16.8,2021,false,58,2.61,0.26,2022-05-26,18.7,2.35
hightal01w,2013-07-02,CON,TUL,2,6,1,0,18,19.2,2013,false,95,2.73,0.17,2013-07-14,18.3,2.56
hillta01w,2013-06-23,WAS,LAS,2,4,0,0,16,15.9,2013,false,7,2.54,0.37,2013-09-13,14.6,2.17
hinesmy01w,2018-05-27,WAS,MIN,13,0,1,1,15,17.4,2018,false,3,4.03,0.98,2020-08-21,31.9,3.05
hledeko01w,2000-07-14,UTA,PHO,3,4,1,0,20,18.4,2000,false,79,2.45,0.22,2000-07-01,17.2,2.23
hodgedo01w,2005-08-05,LAS,SAS,3,8,1,0,17,16.7,2005,false,48,3.2,0.23,2005-07-19,15.7,2.97
hodgero01w,2011-06-10,SAS,TUL,4,0,0,0,19,18.0,2011,false,177,3.05,0,2013-05-27,20.3,3.05
hoffmeb01w,2008-06-24,IND,SAC,13,3,4,1,23,25.5,2008,false,149,3.67,0.26,2011-07-26,22.7,3.41
holdsch01w,2000-07-20,WAS,IND,9,2,8,0,30,30.9,2000,false,52,2.97,0.48,2000-05-31,27.3,2.49
hollake01w,2001-06-21,SAC,UTA,5,3,2,2,26,25.7,2001,false,76,2.97,0.13,2001-07-03,25.1,2.84
holliqu01w,2009-08-01,MIN,PHO,6,0,0,1,17,13.7,2009,false,19,3.34,0.65,2009-09-11,11.1,2.69
hollira01w,2016-09-11,ATL,PHO,7,2,0,0,7,6.1,2016,false,28,2.82,1.32,2016-07-20,3.6,1.5
holmebr01w,2021-06-03,LAS,IND,7,3,2,0,14,14.9,2021,false,132,2.94,0.36,2016-09-21,18.2,2.58
holmejo02w,2020-09-05,NYL,PHO,13,0,0,0,13,9.0,2020,false,14,2.57,0.09,2022-06-08,8.7,2.48
holmese01w,2017-08-10,SAS,CHI,1,1,1,1,14,12.1,2017,false,52,2.94,0.05,2017-07-20,11.2,2.89
holtam01w,2008-06-24,CON,DET,8,2,0,0,19,20.0,2008,false,13,3.25,0.63,2010-05-25,18.4,2.62
hoopejo01w,2015-09-11,TUL,CHI,4,0,0,1,16,12.5,2015,false,66,2.74,0.04,2017-08-25,10.3,2.7
hornbal01w,2012-09-14,PHO,TUL,3,3,2,2,13,15.4,2012,false,169,3.1,0.77,2013-09-26,7.2,2.33
houstch01w,2012-07-01,PHO,WAS,3,2,2,1,26,18.5,2012,false,143,2.95,0.16,2009-06-07,26.5,2.79
howarna01w,2016-07-02,MIN,SAS,4,1,1,3,21,18.2,2016,false,93,3.22,0.23,2014-05-17,20.0,2.99
humphta01w,2008-06-14,DET,PHO,8,2,0,1,28,24.6,2008,false,6,3.46,0.28,2009-08-22,19.3,3.18
ionessa01w,2022-07-06,NYL,LVA,13,10,0,0,31,36.4,2022,false,54,2.81,0.72,2021-05-18,26.3,2.09
irvinsa01w,2011-07-20,ATL,WAS,11,1,1,1,8,11.9,2011,false,99,3.54,0.19,2005-08-19,12.3,3.35
ivanyda01w,2005-06-30,SAS,SEA,2,2,5,0,14,16.7,2005,false,56,4.22,1.34,2000-07-01,12.0,2.88
iveyni01w,2003-05-31,IND,WAS,1,6,4,0,14,15.8,2003,false,67,3.24,0.56,2003-06-28,13.9,2.68
jacksde01w,2003-07-05,CLE,MIN,1,0,0,0,30,21.1,2003,false,31,3.29,0.46,2003-06-14,18.6,2.83
jacksgw01w,2004-05-20,SAS,HOU,9,3,0,1,17,18.1,2004,false,33,3.34,0.82,2004-07-24,12.8,2.52
jacksla01w,2003-08-12,SEA,SAS,18,1,1,4,32,34.8,2003,false,85,2.86,0.23,2007-07-24,37.3,2.63
jacksta01w,2001-07-02,HOU,POR,9,4,1,0,8,13.0,2001,false,135,3.54,0.06,1999-09-05,14.6,3.48
jacksta02w,2002-07-19,POR,HOU,3,2,2,0,21,18.6,2002,false,70,2.49,0.1,2002-06-18,16.6,2.39
jacksti02w,2008-06-22,NYL,PHO,7,3,0,1,21,19.9,2008,false,47,3.45,0.72,2015-09-13,10.9,2.73
jacobam01w,2006-07-19,MIN,CHI,5,2,1,0,24,19.8,2006,false,87,3.17,0.13,2005-05-25,13.3,3.04
jamesta01w,2007-06-03,WAS,IND,4,4,5,0,17,17.0,2007,false,24,3.67,1.82,2007-05-30,10.0,1.85
januabr01w,2021-08-24,CON,LVA,2,3,3,0,19,18.1,2021,false,407,2.99,0.03,2019-07-10,19.8,2.96
jeffemo01w,2016-07-01,SAS,IND,4,3,5,0,31,29.1,2016,false,15,3.04,0.09,2022-06-19,24.1,2.95
jekaban01w,2009-09-04,CON,NYL,7,4,0,0,23,17.4,2009,false,24,2.83,0.74,2009-08-29,14.1,2.09
joensca01w,2007-07-27,CHI,PHO,4,5,1,0,21,19.6,2007,false,9,3.46,1.01,2007-07-08,15.2,2.45
johanma01w,2022-06-19,NYL,SEA,3,4,1,0,23,21.3,2022,false,22,2.37,0.35,2019-08-30,19.1,2.02
johnsad01w,2003-07-19,CON,PHO,3,0,1,0,15,14.3,2003,false,172,2.96,0.3,2000-08-06,17.8,2.66
johnsgl01w,2019-08-31,DAL,WAS,1,5,4,3,20,23.5,2019,false,202,3.11,0.13,2012-07-12,29.0,2.98
johnsla01w,1999-08-21,UTA,LAS,3,4,1,1,19,15.4,1999,false,58,2.94,0.04,2002-07-23,8.6,2.9
johnsni01w,2000-06-03,CHA,MIA,1,2,0,0,10,8.1,2000,false,36,2.36,0.25,2000-06-01,7.4,2.11
johnspo01w,2004-07-23,HOU,LAS,5,0,1,2,10,12.6,2004,false,131,3.34,0.66,1998-07-17,9.1,2.68
johnssh01w,1999-07-24,ORL,SAC,9,5,3,0,31,30.4,1999,false,18,3.13,0.03,2006-08-12,24.2,3.1
johnssh02w,2013-09-15,SAS,ATL,4,6,1,0,20,20.4,2013,false,68,2.77,0.37,2017-07-01,20.4,2.4
johnste01w,2015-06-23,LAS,WAS,4,10,0,0,17,18.3,2015,false,330,3.12,0.17,2005-06-18,19.5,2.95
johnsti01w,2000-07-21,HOU,DET,15,2,1,2,8,13.2,2000,false,29,2.8,0.43,2001-08-18,13.8,2.37
johnsvi01w,2005-06-01,NYL,WAS,10,6,2,0,23,27.0,2005,false,284,3.82,0.9,2003-07-18,24.5,2.92
jonesal01w,2017-08-18,MIN,IND,3,4,3,0,8,10.4,2017,false,21,2.83,0.78,2019-06-04,7.7,2.05
jonesas01w,2003-08-12,WAS,IND,6,2,1,1,17,20.0,2003,false,65,3.54,0.32,2008-06-27,29.9,3.22
jonesbr01w,2018-06-24,CON,IND,10,1,0,0,18,15.3,2018,false,32,3.65,0.67,2017-09-01,13.1,2.98
jonesch01w,2005-08-12,MIN,SEA,5,6,3,1,16,14.7,2005,false,58,2.91,0.02,2004-07-16,13.0,2.89
jonesja02w,2021-07-03,NYL,WAS,5,0,1,1,17,15.9,2021,false,37,2.17,0.03,2021-06-15,15.6,2.14
jonesjo01w,2018-08-14,CON,DAL,10,3,2,0,27,27.3,2018,false,100,2.42,0.06,2021-08-31,30.3,2.36
jonesma01w,2010-08-21,TUL,CHI,6,2,1,1,14,13.9,2010,false,32,3.32,0.39,2010-07-20,12.5,2.93
jonesme01w,2002-06-15,CLE,IND,5,0,2,0,27,25.4,2002,false,169,3.12,0.68,2002-07-25,19.8,2.44
kellycr01w,2010-08-08,SAS,LAS,3,0,2,0,15,11.9,2010,false,92,3.66,1.04,2008-09-20,15.7,2.62
kiesebr01w,2015-09-13,TUL,PHO,0,5,4,0,28,21.6,2015,false,33,4.71,2.25,2015-09-03,12.1,2.46
kingija01w,2001-06-29,DET,PHO,2,4,2,0,25,22.0,2001,false,10,3.5,0.62,2001-08-10,16.5,2.88
kizerly01w,2015-07-08,IND,SEA,6,0,2,1,17,16.7,2015,false,101,3.3,0.06,2012-09-14,14.1,3.24
kobryew01w,2012-08-23,SEA,IND,2,2,1,1,10,11.3,2012,false,41,2.82,0.28,2014-09-12,9.4,2.54
koehnla01w,2008-05-25,WAS,HOU,0,0,0,0,12,9.0,2008,false,93,3.17,0.27,2005-08-27,10.1,2.9
kraayca01w,2006-07-25,NYL,CHI,10,2,1,0,22,22.2,2006,false,43,2.91,0.02,2011-06-11,18.0,2.89
kuieraw01w,2021-09-07,DAL,CON,8,2,1,5,10,14.7,2021,false,12,3.83,2.21,2022-06-10,7.6,1.62
kukloan01w,1998-07-15,PHO,DET,2,3,0,2,9,7.7,1998,false,13,2.21,0.14,1998-06-21,7.3,2.07
lacyje01w,2013-09-14,TUL,SEA,3,1,0,1,21,15.4,2013,false,236,3.71,0.03,2015-08-23,22.5,3.68
lacyna01w,2011-07-18,LAS,SAS,5,7,3,1,14,14.8,2011,false,27,2.27,0.22,2012-06-01,11.8,2.05
lambesh01w,2004-07-15,HOU,DET,1,4,3,0,19,16.1,2004,false,57,3.46,0.41,2003-07-06,13.8,3.05
lambmo01w,1998-08-02,HOU,SAC,8,1,2,1,16,18.5,1998,false,22,3.1,0.52,1998-07-21,16.0,2.58
laneybe01w,2015-06-19,CHI,ATL,2,2,3,2,10,13.1,2015,false,3,3.1,0.45,2015-08-04,11.4,2.65
langhcr01w,2015-08-08,SEA,SAS,4,1,2,1,29,26.3,2015,false,260,2.98,0.04,2019-07-14,13.9,2.94
larkier01w,2012-08-16,IND,WAS,7,1,3,0,16,19.4,2012,false,68,2.9,0.11,2008-09-09,11.9,2.79
lassiam01w,2001-07-06,HOU,IND,4,2,1,0,15,16.1,2001,false,13,3.25,0.45,2006-07-09,16.6,2.8
lattaiv01w,2008-06-22,ATL,DET,3,10,1,0,26,26.0,2008,false,53,3.32,0.44,2015-08-28,24.7,2.88
lavenja01w,2018-07-20,LAS,IND,6,3,0,0,23,22.3,2018,false,283,3.37,0.23,2011-08-12,21.1,3.14
lawsoed01w,2009-09-05,SAS,LAS,5,11,5,0,11,21.1,2009,false,113,3.12,0.63,2010-06-11,18.8,2.49
lawsoka01w,2004-07-09,SAC,CON,2,4,1,0,21,22.6,2004,false,55,3.16,0.02,2015-07-19,24.5,3.14
lehnish01w,2010-06-15,ATL,CHI,2,9,1,0,10,12.9,2010,false,45,2.06,0.03,2010-08-27,11.9,2.03
lennobe01w,2008-06-27,ATL,CON,9,7,3,0,44,36.6,2008,false,268,3.54,0.79,2005-06-22,21.7,2.75
leslili01w,2006-06-25,LAS,SAS,13,3,3,1,41,39.8,2006,false,321,3.59,0.19,2004-09-09,35.9,3.4
leuchye01w,2010-06-29,ATL,PHO,9,1,0,0,13,12.2,2010,false,23,2.84,0.46,2010-07-27,10.0,2.38
lewisty01w,2004-07-08,CHA,SEA,2,3,2,0,19,18.7,2004,false,88,3.48,1.09,2001-07-06,8.4,2.39
littlca01w,2017-09-17,PHO,LAS,8,4,1,1,18,20.3,2017,true,399,3.76,0.31,2019-07-17,12.7,3.45
lloydan01w,1999-07-01,MIN,LAS,7,6,3,1,11,16.6,1999,false,7,2.31,0.33,1999-06-22,15.0,1.98
lobore01w,1997-08-19,NYL,UTA,9,1,1,5,27,23.9,1997,false,24,3.1,0.49,2002-08-13,8.1,2.61
lovelst01w,2005-08-09,MIN,SAS,6,1,2,1,17,19.2,2005,false,107,3.17,0.36,2001-05-31,13.5,2.81
loydje01w,2016-06-03,SEA,PHO,9,3,2,0,32,30.6,2016,false,40,3.06,0.21,2020-08-20,31.4,2.85
lucasma01w,2015-06-19,IND,NYL,2,2,0,0,23,19.0,2015,false,41,3.9,1.06,2014-08-17,15.0,2.84
luzhe01w,2002-08-24,WAS,NYL,1,3,0,0,16,15.9,2002,true,66,3.05,0.73,2001-06-05,17.0,2.32
lyttlsa01w,2005-08-27,HOU,LAS,8,0,3,0,11,13.9,2005,false,32,3.23,0.26,2016-07-05,25.1,2.97
mabikmw01w,2006-06-18,LAS,SAC,1,1,1,0,27,20.9,2006,false,297,2.57,0.07,2007-07-20,16.8,2.5
mabrema01w,2019-06-06,LAS,CON,2,2,2,1,14,11.9,2019,false,3,2.67,0.5,2022-08-02,20.2,2.17
macchla01w,2004-07-21,LAS,WAS,13,0,2,1,16,14.3,2004,false,21,2.41,0.13,2004-07-31,13.7,2.28
machacl01w,2001-06-02,CHA,LAS,9,4,4,0,10,14.0,2001,false,64,2.8,0.36,2002-07-25,11.3,2.44
magbeez01w,2022-05-18,SEA,CHI,6,4,0,2,21,20.1,2022,false,63,2.24,0.13,2021-08-15,18.7,2.11
mahonme01w,2006-07-22,CON,SAS,6,0,1,0,8,7.1,2006,false,21,2.25,0.11,2007-08-25,6.9,2.14
maigaha01w,2009-08-28,SAC,MIN,2,3,4,0,20,21.0,2009,false,262,3.99,0.22,2004-07-03,15.4,3.77
malcona01w,2001-06-16,IND,MIN,4,1,1,0,25,20.7,2001,false,6,3.2,0.91,2001-07-09,15.6,2.29
malotal01w,2015-06-19,WAS,TUL,5,2,2,0,13,11.5,2015,false,3,2.91,0.51,2016-06-05,9.4,2.4
mannish01w,1998-07-04,CHA,PHO,8,0,0,1,14,14.5,1998,false,38,2.61,0.35,1999-08-07,12.0,2.26
mannkr01w,2006-05-31,MIN,LAS,3,5,0,0,18,19.1,2006,false,27,3.06,0.24,2006-08-01,19.1,2.82
mapprh01w,2003-07-15,LAS,PHO,10,2,2,0,12,15.0,2003,false,163,3.5,0.46,2000-07-29,25.9,3.04
marcimi01w,2002-06-27,SEA,ORL,3,3,1,0,18,15.9,2002,false,64,2.93,0.19,2001-08-08,15.0,2.74
martima01w,2000-06-22,MIN,UTA,7,0,1,1,14,14.2,2000,false,8,3.37,1.22,2001-06-02,9.2,2.15
mascira01w,2005-08-31,LAS,SAC,2,3,1,0,11,10.4,2005,true,51,2.55,0.31,2008-05-31,9.5,2.24
matteka01w,2006-08-12,SAS,PHO,13,0,0,2,24,22.1,2006,false,67,3.22,0.4,2008-07-13,17.2,2.82
mavunst01w,2019-07-12,IND,LAS,5,1,0,1,10,10.7,2019,false,36,2.58,0.01,2019-08-03,10.9,2.57
maxwemo01w,2000-06-28,IND,LAS,7,0,2,0,29,21.3,2000,false,31,2.86,0.39,2000-07-22,18.4,2.47
mazzake01w,2006-08-05,CHA,SEA,4,2,3,2,16,19.1,2006,false,91,3.04,0.22,2004-06-03,9.2,2.82
mcbrika01w,2017-09-02,SAS,IND,11,6,1,0,28,29.3,2017,false,109,2.67,0.03,2016-05-21,26.6,2.64
mccaiti01w,2001-06-16,ORL,PHO,2,5,0,0,13,10.7,2001,false,33,3.59,1.1,2000-07-01,7.7,2.49
mccaler01w,2020-08-05,MIN,NYL,3,2,2,1,10,10.5,2020,false,81,2.88,0.13,2017-08-12,8.8,2.75
mccanra01w,2010-05-27,MIN,CON,7,2,1,0,16,14.1,2010,false,38,2.68,0.37,2010-05-29,12.6,2.31
mccarja01w,2005-06-28,CHA,WAS,7,0,2,1,11,15.1,2005,false,6,4.16,1.41,2007-07-26,25.7,2.75
mccarst01w,2000-06-05,IND,MIA,3,4,5,0,15,18.9,2000,false,32,2.61,0.14,2004-07-14,15.8,2.47
mcconsu01w,1998-08-15,CLE,WAS,5,6,1,0,19,19.2,1998,false,26,2.86,0.39,1998-08-14,17.4,2.47
mccouan01w,2010-09-07,ATL,NYL,3,4,5,1,42,36.2,2010,true,73,2.95,0.06,2013-08-16,34.8,2.89
mccowte01w,2019-08-27,IND,LVA,17,1,0,5,24,25.9,2019,false,29,2.71,0.42,2022-07-28,25.0,2.29
mccrada01w,2011-07-17,CON,IND,1,1,0,0,22,17.4,2011,false,12,2.93,0.49,2012-09-02,12.3,2.44
mccrani01w,2002-06-20,IND,POR,1,1,2,1,30,24.2,2002,false,136,3.32,0.63,2006-05-20,7.9,2.69
mccrini01w,2003-07-24,LAS,PHO,0,0,2,0,12,9.4,2003,false,130,3.21,0.31,2001-08-06,10.6,2.9
mcculda01w,2000-07-15,IND,CLE,3,3,3,0,17,12.7,2000,false,16,2.11,0.08,2000-07-20,12.3,2.03
mcdonaa01w,2022-06-15,ATL,CON,1,5,3,0,19,19.2,2022,false,43,2.69,0.99,2022-06-17,14.4,1.7
mcgeepa01w,1997-06-26,SAC,CHA,7,2,2,0,23,22.6,1997,false,2,3.02,0.8,1998-07-29,15.6,2.22
mcgheca01w,2000-07-06,ORL,IND,3,1,1,0,9,6.7,2000,false,46,2.57,0.17,2000-08-13,6.8,2.4
mckenna01w,2013-08-06,WAS,NYL,1,3,1,0,9,10.1,2013,false,19,2.67,0.13,2013-07-16,9.7,2.54
mckivte01w,2003-06-28,CHA,CON,9,0,0,2,14,16.2,2003,false,11,3.37,0.89,2005-05-28,11.1,2.48
mcwilta01w,2008-06-24,WAS,PHO,8,2,3,0,31,27.8,2008,false,312,2.96,0.37,2008-06-11,25.9,2.59
meessem01w,2014-06-27,WAS,CON,13,2,3,2,22,27.3,2014,false,52,2.93,0.53,2017-07-30,26.2,2.4
melvich01w,2007-08-07,CHI,IND,10,3,1,4,26,26.1,2007,false,305,3.41,0.03,2002-06-21,26.5,3.38
milleco01w,2009-06-07,ATL,WAS,5,2,0,0,17,15.8,2009,false,261,3.32,0.22,2007-08-14,16.2,3.1
milleke01w,2002-06-01,CHA,LAS,7,3,0,0,23,21.6,2002,false,28,3.67,0.58,2011-06-11,16.9,3.09
millsta01w,2000-08-04,WAS,DET,6,0,0,1,17,16.2,2000,false,27,3.92,1.33,2000-07-08,12.0,2.59
miltode01w,2008-07-17,LAS,PHO,6,4,2,1,38,29.5,2008,false,319,3.55,0.16,1999-06-26,24.4,3.39
mitchke01w,2019-09-08,IND,CON,1,2,1,0,38,27.3,2019,false,67,3.06,0.84,2022-07-24,28.0,2.22
mitchle01w,2008-06-06,NYL,HOU,3,7,0,0,18,18.8,2008,false,5,3.49,0.54,2013-06-14,21.5,2.95
mitchti01w,2017-06-18,IND,CHI,4,5,2,0,19,19.9,2017,false,46,2.94,0.38,2016-06-05,19.3,2.56
moeggli01w,2006-07-16,CHI,WAS,4,1,2,1,8,9.0,2006,false,13,2.91,0.14,2006-07-22,8.6,2.77
moisead01w,2002-06-14,PHO,SEA,3,4,1,0,20,18.1,2002,false,12,3.25,1.07,2002-08-04,13.2,2.18
momprbe01w,2021-09-07,CON,DAL,4,1,2,0,6,8.6,2021,false,55,2.76,0.3,2020-08-30,7.6,2.46
montgal01w,2013-06-05,NYL,IND,7,0,2,1,13,13.5,2013,false,62,3.12,0.38,2013-08-06,13.6,2.74
montgre01w,2015-06-06,SEA,LAS,3,5,0,0,19,18.4,2015,false,199,3.07,0.15,2018-08-12,26.6,2.92
mooreje01w,2009-08-08,IND,PHO,8,0,0,0,19,17.0,2009,false,139,4.39,1.02,2007-08-19,12.9,3.37
mooreli01w,2014-05-18,MIN,CON,0,3,2,0,4,5.2,2014,false,29,2.71,0.18,2013-09-12,4.9,2.53
moorelo01w,2009-08-01,NYL,ATL,7,5,4,1,14,18.7,2009,false,148,2.77,0.24,2007-06-03,21.9,2.53
moorema01w,2018-08-09,MIN,LVA,4,5,2,1,34,32.3,2018,false,321,2.85,0.06,2011-08-09,27.4,2.79
moorepe01w,1998-07-21,WAS,CHA,11,5,5,2,17,18.0,1998,false,45,3.13,1.44,1998-06-21,10.8,1.69
mooreta01w,2004-06-18,PHO,LAS,3,4,2,1,9,13.1,2004,false,65,3.14,0.09,2002-05-28,19.5,3.05
mooreyo01w,1998-08-22,HOU,CHA,6,0,0,0,10,11.1,1998,true,44,2.97,0.34,1998-08-17,9.9,2.63
mosbybe01w,2007-06-20,WAS,PHO,13,0,1,3,13,13.5,2007,false,9,3.16,0.64,2009-07-07,9.2,2.52
mosquka01w,2019-06-01,SEA,CHI,1,4,2,0,16,15.4,2019,false,121,3.65,0.62,2019-07-12,11.4,3.03
murphsh01w,2010-05-22,IND,CHI,10,6,1,0,20,20.8,2010,false,79,3.64,0.43,2012-09-16,22.7,3.21
nagyan01w,2002-06-25,SAC,WAS,4,9,1,1,9,11.2,2002,false,90,3.88,1.54,2002-06-27,7.0,2.34
ndiayas01w,2006-07-30,HOU,PHO,8,3,0,0,13,14.3,2006,false,155,3.31,1.28,2001-06-14,19.1,2.03
ndouras01w,2016-06-11,SAS,NYL,9,1,1,5,18,21.3,2016,false,14,3.28,0.53,2016-09-13,16.2,2.75
nemcoev01w,1997-07-23,CLE,LAS,5,3,2,0,23,22.5,1997,false,13,2.4,0.16,1997-08-17,20.8,2.24
nevescl01w,2001-06-23,DET,IND,1,0,3,0,16,13.0,2001,false,69,2.68,0.07,2000-06-21,13.0,2.61
newtoch01w,2008-07-12,SAC,PHO,3,0,2,0,18,15.8,2008,false,122,4.02,0.34,2007-06-16,18.3,3.68
ngoyibe01w,2006-08-12,CHI,CHA,10,0,0,0,23,16.7,2006,false,64,2.73,0.73,2005-08-09,13.1,2
nolande01w,2004-06-09,DET,IND,6,3,6,0,29,29.5,2004,false,104,3.32,0.46,2008-06-20,33.8,2.86
nurseki01w,2018-06-02,NYL,IND,9,4,2,1,34,30.2,2018,false,3,3.36,0.51,2021-07-11,20.8,2.85
nygaava01w,2000-07-28,POR,IND,9,2,1,1,17,16.8,2000,false,29,3.14,0.08,2003-08-08,12.5,3.06
odomle01w,2020-09-13,NYL,DAL,1,1,3,1,20,19.9,2020,false,21,4.04,2.53,2021-06-29,9.6,1.51
ogunbar01w,2020-09-06,DAL,WAS,3,4,1,0,39,31.7,2020,false,51,2.6,0.29,2022-05-19,29.2,2.31
ogwumch01w,2016-07-20,CON,DAL,15,1,4,7,26,32.6,2016,false,52,3.25,1.04,2019-06-15,24.6,2.21
ogwumnn01w,2019-07-07,LAS,WAS,10,1,1,2,31,29.6,2019,false,260,3.02,0.16,2016-06-30,38.7,2.86
oheaje01w,2012-09-04,LAS,MIN,2,4,1,0,15,15.4,2012,false,32,3.38,0.54,2014-06-27,14.1,2.84
ohldeni01w,2007-07-06,MIN,SAC,8,0,1,1,21,21.7,2007,false,121,2.96,0.12,2010-08-14,14.1,2.84
onyenmi01w,2021-05-29,NYL,ATL,5,2,1,0,29,20.9,2021,false,6,3.65,1.34,2022-07-14,9.7,2.31
pagemu01w,2000-08-04,WAS,DET,9,2,4,3,20,25.5,2000,false,90,3.33,0.74,2004-07-17,14.4,2.59
palmewe01w,2000-06-28,DET,SEA,12,1,2,0,32,27.6,2000,false,100,3.28,0.44,2004-06-04,18.9,2.84
parisco01w,2009-08-07,SAC,NYL,5,2,1,1,19,19.8,2009,false,20,3.6,1.01,2018-08-19,8.9,2.59
parkeca01w,2008-07-09,LAS,HOU,16,6,2,5,40,39.2,2008,false,17,3.13,0.46,2018-07-15,32.5,2.67
parkech01w,2016-07-17,CHI,SEA,10,0,0,0,15,13.6,2016,false,47,2.95,0.06,2016-08-26,13.6,2.89
parkji01w,2021-06-17,LVA,NYL,8,3,0,3,7,11.4,2021,false,71,4.3,1.05,2018-06-19,10.9,3.25
payeka01w,2001-06-23,MIN,UTA,2,4,2,0,11,13.1,2001,false,35,3.58,1.14,2001-06-28,9.4,2.44
peddysh01w,2021-09-08,PHO,ATL,3,3,2,1,18,17.4,2021,false,62,2.31,0.22,2020-09-15,13.1,2.09
pederka01w,2012-06-29,TUL,ATL,8,4,2,0,14,14.7,2012,false,46,2.93,0.05,2015-07-12,10.4,2.88
penicti01w,2011-08-09,LAS,TUL,7,7,2,0,23,26.0,2011,false,464,3.35,0.07,2007-07-24,23.0,3.28
perkiji01w,2015-08-08,SAS,SEA,2,5,2,0,32,28.5,2015,false,344,3.52,0.16,2007-06-29,35.2,3.36
