ogArtist,songName,badword,count,category,year,isCensored,isPresent,ogLyric,kbLyric
Macklemore & Ryan Lewis,thrift shop,man,1,identity,2013,1,1,"Bummy and grungy, fuck it man, I am stunting and flossin'","Bummy and grungy, wear it man, I am stunting and flossing"
Macklemore & Ryan Lewis,thrift shop,man,2,identity,2013,1,1,"Hello, hello, my ace man, my mellow","Hello, hello, my ace man, my fellow"
Macklemore & Ryan Lewis,thrift shop,man,3,identity,2013,1,1,"Man, you hella won't! Man, you hella won't!","Man you really won’t, man you really won't"
Macklemore & Ryan Lewis,thrift shop,piss,1,profanity,2013,1,1,Piss...,(Ewwwwww...)
Macklemore & Ryan Lewis,thrift shop,shit,1,profanity,2013,1,1,"Nah, I'm just pumped, I bought some shit from a thrift shop","I'm so pumped, I bought some clothes from the thrift shop"
Macklemore & Ryan Lewis,thrift shop,shit,2,profanity,2013,1,1,"But shit, it was 99 cents!","But hey, it was 99 cents!"
Macklemore & Ryan Lewis,thrift shop,shit,3,profanity,2013,1,1,"50 dollars for a T-shirt, that's just some ignorant bitch shit","Fifty dollars for a t-shirt, that’s just silly overpriced"
Macklemore & Ryan Lewis,thrift shop,shit,4,profanity,2013,1,1,I call that getting-swindled-and-pimped shit,"I call that getting swindled and tricked, yeah"
Madonna,4 minutes,hell,1,profanity,2008,1,1,"The road to hell is paved with good intentions, yeah","The road to heaven paved with good intentions, yeah"
MAGIC!,rude,die,1,violence,2015,1,1,You say I'll never get your blessin' till the day I die,You say I'll never get your blessing till the day I fly
MAGIC!,rude,die,2,violence,2015,1,1,You say I'll never get your blessin' till the day I die,You say I'll never get your blessing till the day I fly
MAGIC!,rude,die,3,violence,2015,1,1,You say I'll never get your blessin' till the day I die,You say I'll never get your blessing till the day I fly
Major Lazer,lean on,blow,2,alcohol & drugs,2015,1,1,"Blow a kiss, fire a gun","Blow a kiss, you're the one"
Major Lazer,lean on,blow,3,alcohol & drugs,2015,1,1,"Blow a kiss, fire a gun","Blow a kiss, you're the one"
Major Lazer,lean on,blow,4,alcohol & drugs,2015,1,1,"Blow a kiss, fire a gun","Blow a kiss, you're the one"
Major Lazer,lean on,blow,5,alcohol & drugs,2015,1,1,"Blow a kiss, fire a gun","Blow a kiss, you're the one"
Major Lazer,lean on,blow,7,alcohol & drugs,2015,1,1,"Blow a kiss, fire a gun","Blow a kiss, you're the one"
Major Lazer,lean on,blow,8,alcohol & drugs,2015,1,1,"Blow a kiss, fire a gun","Blow a kiss, you're the one"
Major Lazer,lean on,blow,9,alcohol & drugs,2015,1,1,"Blow a kiss, fire a gun","Blow a kiss, you're the one"
Major Lazer,lean on,blow,10,alcohol & drugs,2015,1,1,"Blow a kiss, fire a gun","Blow a kiss, you're the one"
Major Lazer,lean on,blow,11,alcohol & drugs,2015,1,1,"Blow a kiss, fire a gun","Blow a kiss, you're the one"
Major Lazer,lean on,blow,12,alcohol & drugs,2015,1,1,"Blow a kiss, fire a gun","Blow a kiss, you're the one"
Major Lazer,lean on,blow,13,alcohol & drugs,2015,1,1,"Blow a kiss, fire a gun","Blow a kiss, you're the one"
Major Lazer,lean on,blow,14,alcohol & drugs,2015,1,1,"Blow a kiss, fire a gun","Blow a kiss, you're the one"
Major Lazer,lean on,gun,1,violence,2015,1,1,"Blow a kiss, fire a gun","Blow a kiss, you're the one"
Major Lazer,lean on,gun,2,violence,2015,1,1,"Blow a kiss, fire a gun","Blow a kiss, you're the one"
Major Lazer,lean on,gun,3,violence,2015,1,1,"Blow a kiss, fire a gun","Blow a kiss, you're the one"
Major Lazer,lean on,gun,4,violence,2015,1,1,"Blow a kiss, fire a gun","Blow a kiss, you're the one"
Major Lazer,lean on,gun,5,violence,2015,1,1,"Blow a kiss, fire a gun","Blow a kiss, you're the one"
Major Lazer,lean on,gun,6,violence,2015,1,1,"Blow a kiss, fire a gun","Blow a kiss, you're the one"
Major Lazer,lean on,gun,7,violence,2015,1,1,"Blow a kiss, fire a gun","Blow a kiss, you're the one"
Major Lazer,lean on,gun,8,violence,2015,1,1,"Blow a kiss, fire a gun","Blow a kiss, you're the one"
Major Lazer,lean on,gun,9,violence,2015,1,1,"Blow a kiss, fire a gun","Blow a kiss, you're the one"
Major Lazer,lean on,gun,10,violence,2015,1,1,"Blow a kiss, fire a gun","Blow a kiss, you're the one"
Major Lazer,lean on,gun,11,violence,2015,1,1,"Blow a kiss, fire a gun","Blow a kiss, you're the one"
Major Lazer,lean on,gun,12,violence,2015,1,1,"Blow a kiss, fire a gun","Blow a kiss, you're the one"
Major Lazer,lean on,kiss,1,sexual,2015,1,1,"Blow a kiss, fire a gun","Blow a kiss, you're the one"
Major Lazer,lean on,kiss,2,sexual,2015,1,1,"Blow a kiss, fire a gun","Blow a kiss, you're the one"
Major Lazer,lean on,kiss,3,sexual,2015,1,1,"Blow a kiss, fire a gun","Blow a kiss, you're the one"
Major Lazer,lean on,kiss,4,sexual,2015,1,1,"Blow a kiss, fire a gun","Blow a kiss, you're the one"
Major Lazer,lean on,kiss,5,sexual,2015,1,1,"Blow a kiss, fire a gun","Blow a kiss, you're the one"
Major Lazer,lean on,kiss,6,sexual,2015,1,1,"Blow a kiss, fire a gun","Blow a kiss, you're the one"
Major Lazer,lean on,kiss,7,sexual,2015,1,1,"Blow a kiss, fire a gun","Blow a kiss, you're the one"
Major Lazer,lean on,kiss,8,sexual,2015,1,1,"Blow a kiss, fire a gun","Blow a kiss, you're the one"
Major Lazer,lean on,kiss,9,sexual,2015,1,1,"Blow a kiss, fire a gun","Blow a kiss, you're the one"
Major Lazer,lean on,kiss,10,sexual,2015,1,1,"Blow a kiss, fire a gun","Blow a kiss, you're the one"
Major Lazer,lean on,kiss,11,sexual,2015,1,1,"Blow a kiss, fire a gun","Blow a kiss, you're the one"
Major Lazer,lean on,kiss,12,sexual,2015,1,1,"Blow a kiss, fire a gun","Blow a kiss, you're the one"
Mark Ronson,uptown funk,bitch,1,profanity,2015,1,1,"Bitch, say my name you know who I am",Say my name you know who I am
Mark Ronson,uptown funk,damn,1,profanity,2015,1,1,I'm too hot (Hot damn),I'm too hot (hot yeah)
Mark Ronson,uptown funk,damn,2,profanity,2015,1,1,I'm too hot (Hot damn),I'm too hot (hot yeah)
Mark Ronson,uptown funk,damn,3,profanity,2015,1,1,I'm too hot  (Hot damn),I'm too hot (hot yeah)
Mark Ronson,uptown funk,damn,4,profanity,2015,1,1,I'm too hot (Hot damn),I'm too hot (hot yeah)
Mark Ronson,uptown funk,damn,5,profanity,2015,1,1,I'm too hot (Hot damn),I'm too hot (hot yeah)
Mark Ronson,uptown funk,damn,6,profanity,2015,1,1,I'm too hot (Hot damn),I'm too hot (hot yeah)
Mark Ronson,uptown funk,damn,7,profanity,2015,1,1,I'm too hot (Hot damn),I'm too hot (hot yeah)
Mark Ronson,uptown funk,damn,8,profanity,2015,1,1,I'm too hot (Hot damn),I'm too hot (hot yeah)
Mark Ronson,uptown funk,freak,1,sexual,2015,1,1,"If you freaky then own it (Doh, doh, doh, doh, doh, doh, doh, doh)",cuts verse
Mark Ronson,uptown funk,liquor,1,alcohol & drugs,2015,1,1,"Fill my cup, put some liquor in it","Fill my cup, put some water in it"
Mark Ronson,uptown funk,sex,1,sexual,2015,1,1,"If you sexy then flaunt it (Doh, doh, doh, doh, doh, doh, doh, doh)",cuts verse
Mark Ronson,uptown funk,sex,2,sexual,2015,1,1,"If you sexy then flaunt it (Doh, doh, doh, doh, doh, doh, doh, doh)",cuts verse
Maroon 5,cold,cut,1,violence,2017,1,1,"Now you tryna cut me off like a light switch, yeah",cuts verse
Maroon 5,cold,fuck,1,profanity,2017,1,1,You know how to fuck with me,You know how to confuse me
Maroon 5,cold,kiss,1,sexual,2017,1,1,"Distant, when we're kissing","Distant, how we're living"
Maroon 5,cold,kiss,2,sexual,2017,1,1,"Distant (Oh), when we're kissing (Yeah)","Distant, how we're living"
Maroon 5,cold,sleep,1,sexual,2017,1,1,Sleeping up under the covers,"Slippin' up, you're undiscovered"
Maroon 5,cold,sleep,2,sexual,2017,1,1,Sleeping up under the covers,"Slippin' up, you're undiscovered"
Maroon 5,cold,sleep,3,sexual,2017,1,1,Thinking that I'm sleeping on the four-letter word,cuts verse
Maroon 5,cold,sleep,4,sexual,2017,1,1,But the four-letter word don't sleep,cuts verse
Maroon 5,don't wanna know,bed,1,sexual,2017,1,1,"Even in my head, you're still in my bed",Even in my head all the things you said
Maroon 5,don't wanna know,drink,1,alcohol & drugs,2017,1,1,"And the more I drink, the more I think about you",And the more I think the more I think about you
Maroon 5,don't wanna know,touch,1,sexual,2017,1,1,"Do he lay it down for you, touch your poona like this?",cuts verse
Maroon 5,girls like you,drunk,1,alcohol & drugs,2018,1,1,Maybe I know that I'm drunk,Maybe I know that I'm done
Maroon 5,girls like you,shit,1,profanity,2018,1,1,Maybe you've taken my shit for the last time (yeah),"Maybe you've taken my stuff for the last time, yeah"
Maroon 5,love somebody,pill,1,alcohol & drugs,2014,1,1,"And it's a hard pill for you to swallow, yeah","And it's a hard fact for you to swallow, yeah"
Maroon 5,love somebody,touch,1,sexual,2014,1,1,I really wanna touch somebody,I really wanna love somebody
Maroon 5,love somebody,touch,2,sexual,2014,1,1,I really wanna touch somebody,I really wanna love somebody
Maroon 5,love somebody,touch,3,sexual,2014,1,1,I really wanna touch somebody,I really wanna love somebody
Maroon 5,makes me wonder,damn,1,profanity,2007,1,1,God damn my spinning head,Can't stop my spinning head
Maroon 5,makes me wonder,fuck,1,profanity,2007,1,1,And it really makes me wonder if I ever gave a fuck about you,"And it really makes me wonder, if I ever gave a thought about you"
Maroon 5,makes me wonder,fuck,2,profanity,2007,1,1,And it really makes me wonder if I ever gave a fuck about you,"And it really makes me wonder, if I ever gave a thought about you"
Maroon 5,makes me wonder,fuck,3,profanity,2007,1,1,And it really makes me wonder if I ever gave a fuck about you and I,"And it really makes me wonder, if I ever gave a thought about you"
Maroon 5,makes me wonder,god,1,other,2007,1,1,God damn my spinning head,Can't stop my spinning head
Maroon 5,makes me wonder,thigh,1,sexual,2007,1,1,The way it felt between your thighs,Way it felt to hearing lies
Maroon 5,moves like jagger,drunk,1,alcohol & drugs,2012,1,1,Kiss me till you're drunk and I'll show you,"Dance until were done, and I'll show you"
Maroon 5,moves like jagger,drunk,2,alcohol & drugs,2012,1,1,Kiss me till you're drunk and I'll show you,"Dance until were done, and I'll show you"
Maroon 5,moves like jagger,drunk,3,alcohol & drugs,2012,1,1,"Kiss me till you're drunk and I'll show you (Yeah, yeah)","Dance until were done, and I'll show you"
Maroon 5,moves like jagger,kiss,1,sexual,2012,1,1,Kiss me till you're drunk and I'll show you,"Dance until were done, and I'll show you"
Maroon 5,moves like jagger,kiss,2,sexual,2012,1,1,Kiss me till you're drunk and I'll show you,"Dance until were done, and I'll show you"
Maroon 5,moves like jagger,kiss,3,sexual,2012,1,1,"Kiss me till you're drunk and I'll show you (Yeah, yeah)","Dance until were done, and I'll show you"
Maroon 5,moves like jagger,naked,1,sexual,2012,1,1,"I put on a show, now I'm naked","I put on a show, now we're Jayden"
Maroon 5,moves like jagger,shit,1,profanity,2012,1,1,I don't give a shit,I don't even care
Maroon 5,moves like jagger,tongue,1,sexual,2012,1,1,Take me by the tongue and I'll know you (Uh),"Take me by the hand, and I'll know you"
Maroon 5,moves like jagger,tongue,2,sexual,2012,1,1,Take me by the tongue and I'll know you (Uh),"Take me by the hand, and I'll know you"
Maroon 5,moves like jagger,tongue,3,sexual,2012,1,1,Take me by the tongue and I'll know you (Take me by the tongue),"Take me by the hand, and I'll know you"
Maroon 5,payphone,ball,1,other,2012,1,1,"Don't need my name on my shirt, you can tell that I'm ballin'",cuts verse
Maroon 5,payphone,ballin,1,other,2012,1,1,"Don't need my name on my shirt, you can tell that I'm ballin'",cuts verse
Maroon 5,payphone,blew,1,sexual,2012,1,1,Telling me I changed since I blew up or whatever you call it,cuts verse
Maroon 5,payphone,fuck,1,profanity,2012,1,1,"One more fucking love song, I'll be sick, oh",One more love song I'll be sick
Maroon 5,payphone,fuck,2,profanity,2012,1,1,"One more fucking love song, I'll be sick",One more love song I'll be sick
Maroon 5,payphone,fuck,3,profanity,2012,1,1,"Man, fuck that shit",cuts verse
Maroon 5,payphone,fuck,4,profanity,2012,1,1,"One more fucking love song, I'll be sick",One more love song I'll be sick
Maroon 5,payphone,man,1,identity,2012,1,1,"Man, fuck that shit",cuts verse
Maroon 5,payphone,shit,1,profanity,2012,1,1,All those fairytales are full of shit,All those fairytales are full of air
Maroon 5,payphone,shit,2,profanity,2012,1,1,And all those fairytales are full of shit,All those fairytales are full of air
Maroon 5,payphone,shit,3,profanity,2012,1,1,"Man, fuck that shit",cuts verse
Maroon 5,payphone,shit,4,profanity,2012,1,1,So you can go take that little piece of shit with you,cuts verse
Maroon 5,payphone,shit,5,profanity,2012,1,1,And all these fairytales are full of shit,All those fairytales are full of air
Marshmello & Anne-Marie,friends,shit,1,profanity,2018,1,1,"Don't mess it up, talking that shit","Don't mess it up, talking like this"
Marshmello & Anne-Marie,friends,shit,2,profanity,2018,1,1,"Don't mess it up, talking that shit","Don't mess it up, talking like this"
Marshmello & Anne-Marie,friends,shit,3,profanity,2018,1,1,Get that shit inside your head,cuts verse
Mary J. Blige,be without you,shit,1,profanity,2006,1,1,(Yes) We got real shit,"Yes, we got real, yeah, yes"
Mary J. Blige,family affair,ass,1,profanity,2003,1,1,So grab somebody and get your ass on the dance floor,"So grab somebody and get yourself on the dance floor (Dance, dance)"
Meghan Trainor,all about that bass,bitch,1,profanity,2015,1,1,Go ahead and tell them skinny bitches that,Go ahead and tell them skinny ladies that
Meghan Trainor,all about that bass,booty,1,sexual,2015,1,1,"She says, boys like a little more booty to hold at night","She says, ""Don't let it keep you at home in your room at night."""
Meghan Trainor,all about that bass,booty,2,sexual,2015,1,1,"(That booty, booty, uh, that booty booty)",cuts verse
Meghan Trainor,all about that bass,booty,3,sexual,2015,1,1,"Hey, I'm bringing booty back",Hey! I'm bringing it all back
Meghan Trainor,all about that bass,booty,4,sexual,2015,1,1,"She says, boys like a little more booty to hold at night","She says, ""Don't let it keep you at home in your room at night."""
Meghan Trainor,all about that bass,booty,5,sexual,2015,1,1,"(That booty, booty, uh, that booty booty)",cuts verse
Meghan Trainor,all about that bass,shit,1,profanity,2015,1,1,"We know that shit ain't real, come on now, make it stop","We know that it ain't real, c'mon now, make it stop"
Meghan Trainor,me too,drink,1,alcohol & drugs,2016,1,1,I never pay for my drinks,I never pay for a thing
Meghan Trainor,me too,neck,1,sexual,2016,1,1,What's that icy thang hangin' 'round my neck? Mmm,What's that icy thing hangin' 'round my neck?
Meghan Trainor,me too,sex,1,sexual,2016,1,1,Who's that sexy thang I see over there?,Who's that pretty girl I see over there?
Meghan Trainor,no,hips,1,sexual,2016,1,1,Lick your lips and swing your hips,"Move your lips, say it how it is"
Meghan Trainor,no,hips,2,sexual,2016,1,1,"Lick your lips and swing your hips (Hey, hey, let's go!)","Move your lips, say it how it is"
Meghan Trainor,no,hips,3,sexual,2016,1,1,"Lick your lips and swing your hips (No, no)","Move your lips, say it how it is"
Meghan Trainor,no,man,1,identity,2016,1,1,"If I want a man, then I'ma get a man","If I wanna dance, then I'mma go dance"
Mike Posner,cooler than me,shit,1,profanity,2011,1,1,And you wear 'em around like it ain't shit,And you wear them around like it ain't it
Mike Posner,please don't go,bed,1,sexual,2011,1,1,From my bed and start another day,From my head and start another day
Mike Posner,please don't go,lips,1,sexual,2011,1,1,We'll just keep running from tomorrow with our lips locked,We'll just keep running from tomorrow with our hearts locked
Miley Cyrus,the climb,faith,3,other,2009,1,1,"Keep your faith, keep your faith",cuts verse
Nelly,just a dream,woman,1,identity,2011,1,1,"My woman, oh I miss her, when will I learn?","No more will I miss her, when will I learn?"
Neon Trees,animal,kill,1,violence,2011,1,1,You're killin' me now,You're losing me now
Neon Trees,everybody talks,drug,1,alcohol & drugs,2013,1,1,Hey honey you could be my drug,cuts verse
Neon Trees,everybody talks,lips,1,sexual,2013,1,1,And then she made my lips hurt,And then she made my heart hurt
Neon Trees,everybody talks,lips,2,sexual,2013,1,1,And then she made my lips hurt,And then she made my heart hurt
Neon Trees,everybody talks,lips,3,sexual,2013,1,1,And then she made my lips hurt,And then she made my heart hurt
Neon Trees,everybody talks,overdose,1,alcohol & drugs,2013,1,1,Too much could be an overdose,cuts verse
Neon Trees,everybody talks,shit,1,profanity,2013,1,1,"Oh my, my shit",Oh my my sugar
Nick Jonas,jealous,hellish,1,profanity,2015,1,1,It's my right to be hellish,It's my right to be jealous
Nick Jonas,jealous,hellish,2,profanity,2015,1,1,It's my right to be hellish,It's my right to be jealous
Nick Jonas,jealous,hellish,3,profanity,2015,1,1,It's my right to be hellish,It's my right to be jealous
Nick Jonas,jealous,puff,1,alcohol & drugs,2015,1,1,And I'm puffing my chest,And I'm buffing my chest
Nick Jonas,jealous,puff,2,alcohol & drugs,2015,1,1,And I'm puffing my chest,And I'm buffing my chest
Nick Jonas,jealous,puff,3,alcohol & drugs,2015,1,1,And I'm puffing my chest,And I'm buffing my chest
Nick Jonas,jealous,sex,1,sexual,2015,1,1,Cause you're too sexy beautiful,"Cause you're too pretty, beautiful"
Nick Jonas,jealous,sex,2,sexual,2015,1,1,Cause you're too sexy beautiful,"Cause you're too pretty, beautiful"
Nick Jonas,jealous,sex,3,sexual,2015,1,1,Cause you're too sexy beautiful,"Cause you're too pretty, beautiful"
Nick Jonas,jealous,sex,4,sexual,2015,1,1,Cause you're too sexy beautiful,"Cause you're too pretty, beautiful"
Nick Jonas,jealous,sex,5,sexual,2015,1,1,Cause you're too sexy beautiful,"Cause you're too pretty, beautiful"
Nick Jonas,jealous,sex,6,sexual,2015,1,1,Cause you're too sexy beautiful (Beautiful),"Cause you're too pretty, beautiful"
Nickelback,far away,hell,1,profanity,2007,1,1,All of Hell to hold your hand,All of it to hold your hand
Nickelback,gotta be somebody,dammit,1,profanity,2009,1,1,"And dammit, this feels too right",And you know this feels too right
Omarion,ice box,bitch,1,profanity,2007,1,1,"Omarion, bitch",cuts verse
Omarion,ice box,damn,1,profanity,2007,1,1,"Damn these memories (Uh), and it's crazy (Uh)",That means memories and it's crazy
Omarion,ice box,damn,2,profanity,2007,1,1,"I said I really wanna work this out, damn girl I'm trying (I'm trying, yeah)","I said, I really wanna work this out, yo girl, I'm tryin'"
Omarion,ice box,damn,3,profanity,2007,1,1,"I said I really wanna work this out, damn girl I'm trying","I said, I really wanna work this out, yo girl, I'm tryin'"
Omarion,ice box,damn,4,profanity,2007,1,1,"I said I really wanna work this out, damn girl I'm trying (Yeah)","I said, I really wanna work this out, yo girl, I'm tryin'"
Omarion,ice box,ice,1,alcohol & drugs,2007,1,1,I got this ice box where my heart used to be (But I got this),But I got this ice box where my heart used to be
Omarion,ice box,nigga,1,profanity,2007,1,1,"Good with ma, good with pa, cool with all my niggas (My niggas)","Good with ma, good with pa, cool with all my friends"
One Direction,best song ever,dirty,1,sexual,2014,1,1,Said I had a dirty mouth,Said I had a crooked smile
One Direction,best song ever,kiss,1,sexual,2014,1,1,But she kissed me like she meant it,But she said it like she meant it
One Direction,drag me down,man,1,identity,2016,1,1,The shell of a man who could never be his best,The shell of a guy who could never be his best
One Direction,story of my life,die,1,violence,2014,1,1,It seems to me that when I die,It seems to me that when I go
OneRepublic,all the right moves,dead,1,violence,2010,1,1,Over the world that's dead,Over the world that's lead
OneRepublic,stop and stare,kill,1,violence,2008,1,1,And every glance is killing me,And every glance is hurting me
P!nk,don't let me get me,damn,1,profanity,2003,1,1,Tired of being compared to damn Britney Spears,Tired of being compared to darn Britney Spears
P!nk,get the party started,ass,1,profanity,2002,1,1,"I'll be burning rubber, you'll be kissing my ass","I'll be burnin' rubber, you'll be watchin' me pass"
P!nk,get the party started,kiss,1,sexual,2002,1,1,"I'll be burning rubber, you'll be kissing my ass","I'll be burnin' rubber, you'll be watchin' me pass"
P!nk,just give me a reason,sleep,1,sexual,2013,1,1,Now you've been talking in your sleep,Now you've been talking out to me
P!nk,just give me a reason,victim,1,violence,2013,1,1,And I your willing victim,And I your willing person
P!nk,please don't leave me,cut,1,violence,2009,1,1,I can cut you into pieces,I could break your heart in pieces
P!nk,please don't leave me,punch,1,violence,2009,1,1,You're my perfect little punching bag,You're the perfect one I wanna see
P!nk,so what,drink,1,alcohol & drugs,2009,1,1,"So I'm gonna drink my money, I'm not gonna pay his rent (Nope!)","So I'm gonna spend my money, I'm not gonna pay his rent"
P!nk,so what,shit,1,profanity,2009,1,1,And gave it to Jessica Simps (Shit!),And gave it to Jessica Simps
P!nk,who knew,punch,1,violence,2008,1,1,I'd stand up and punch them out,I'd stand up and call them loud
P!nk,who knew,punch,2,violence,2008,1,1,I'd stand up and punch them out,I'd stand up and call them loud
Panic! at the Disco,"hey look ma, i made it",pimp,1,sexual,2019,1,1,And my pimp's a record label,And I'm on a record label
Panic! at the Disco,high hopes,kill,1,violence,2019,1,1,Shooting for the stars when I couldn't make a killing,Shooting for the stars when you knew that I was willing
Panic! at the Disco,high hopes,kill,2,violence,2019,1,1,Shooting for the stars when I couldn't make a killing,Shooting for the stars when you knew that I was willing
Panic! at the Disco,high hopes,kill,3,violence,2019,1,1,Shooting for the stars when I couldn't make a killing,Shooting for the stars when you knew that I was willing
Panic! at the Disco,high hopes,kill,4,violence,2019,1,1,Shooting for the stars when I couldn't make a killing,Shooting for the stars when you knew that I was willing
Pitbull,feel this moment,christian,1,other,2013,1,1,"Christian Gris, nice to meet ya","Meet and greet, nice to meet ya"
Pitbull & Kesha,timber,bless,1,other,2014,1,1,"Blessed to say, money ain't a thing",cuts verse
Pitbull & Kesha,timber,booty,1,sexual,2014,1,1,"Face down, booty up (Timber)",cuts verse
Pitbull & Kesha,timber,bras,1,sexual,2014,1,1,Twerking in their bras and thongs (Timber),cuts verse
Pitbull & Kesha,timber,clothes,1,sexual,2014,1,1,"I have ‘em like Miley Cyrus, clothes off",cuts verse
Pitbull & Kesha,timber,club,1,other,2014,1,1,"Club jumping like Lebron, now Voli",cuts verse
Pitbull & Kesha,timber,damn,1,profanity,2014,1,1,"Nah, it's just me, ain't a damn thing changed",cuts verse
Post Malone,better now,drink,1,alcohol & drugs,2018,1,1,Drinkin' Henny and I'm tryna forget,Thinkin' heavy and I'm tryna forget
Post Malone,better now,henny,1,alcohol & drugs,2018,1,1,Drinkin' Henny and I'm tryna forget,Thinkin' heavy and I'm tryna forget
Post Malone,better now,shit,1,profanity,2018,1,1,But I can't get this shit outta my head,But I can't get this stuff outta my head
Post Malone,congratulations,addict,1,alcohol & drugs,2017,1,1,"I be itching like a addict, yeah","I be itching gotta have it, yeah"
Post Malone,congratulations,ball,1,other,2017,1,1,"Everyone countin' on me, drop the ball, yuh (Yeah-yeah-yeah, yeah-yeah-yeah)",cuts verse
Post Malone,congratulations,ball,3,other,2017,1,1,"I pick up the rock and I ball, baby (Ball)",cuts verse
Post Malone,congratulations,ball,4,other,2017,1,1,My life is like a ball game (Ball game),cuts verse
Post Malone,congratulations,bitch,1,profanity,2017,1,1,"I'm surrounded, twenty bad bitches, yeah","I'm surrounded by all my friends, yeah"
Post Malone,congratulations,champagne,1,alcohol & drugs,2017,1,1,"Big rings (Ooh), champagne (Champagne)",cuts verse
Post Malone,congratulations,fuck,1,profanity,2017,1,1,"If you fuck with winning, put your lighters to the sky","If you go with winning, put your hands up in the sky"
Post Malone,congratulations,lighter,1,alcohol & drugs,2017,1,1,"If you fuck with winning, put your lighters to the sky","If you go with winning, put your hands up in the sky"
Post Malone,congratulations,lighters,1,alcohol & drugs,2017,1,1,"If you fuck with winning, put your lighters to the sky","If you go with winning, put your hands up in the sky"
Post Malone,congratulations,nigga,1,profanity,2017,1,1,"Young nigga, young nigga, graduation (Yeah)",cuts verse
Post Malone,congratulations,pot,1,alcohol & drugs,2017,1,1,"Pot so big, call it Super Bowl (Super Bowl)",cuts verse
Post Malone,congratulations,shit,1,profanity,2017,1,1,Said shit done changed ever since we was on,Said things done changed ever since we was on
Post Malone,congratulations,shit,2,profanity,2017,1,1,Said shit done changed ever since we was on,Said things done changed ever since we was on
Post Malone,congratulations,shit,3,profanity,2017,1,1,Said shit done changed ever since we was on,Said things done changed ever since we was on
Rihanna,diamonds,ecstasy,1,alcohol & drugs,2013,1,1,A vision of ecstasy,A vision of learning
Rihanna,diamonds,ecstasy,2,alcohol & drugs,2013,1,1,A vision of ecstasy,A vision of learning
Rihanna,diamonds,molly,1,alcohol & drugs,2013,1,1,As we moonshine and molly,As we sing in melodey
Rihanna,diamonds,moonshine,1,alcohol & drugs,2013,1,1,As we moonshine and molly,As we sing in melodey
Rihanna,disturbia,crazy,1,other,2009,1,1,(I'm goin' crazy now),cuts verse
Rihanna,disturbia,shit,1,profanity,2009,1,1,"I gotta get out, or figure this shit out",I gotta get out or figure this thing out
Rihanna,hate that i love you,touch,1,sexual,2008,1,1,You know exactly how to touch,You know exactly what to say
Rihanna,love on the brain,fuck,1,profanity,2017,1,1,It beats me black and blue but it fucks me so good,"It makes me feel it's true, but it tricks me so good"
Rihanna,love on the brain,fuck,2,profanity,2017,1,1,What do I gotta do to get in your motherfuckin’ heart?,cuts verse
Rihanna,love on the brain,fuck,3,profanity,2017,1,1,It beats me black and blue but it fucks me so good,"It makes me feel it's true, but it tricks me so good"
Rihanna,sos,die,1,violence,2006,1,1,"Take me on, I could just die up in your arms tonight","Take me, I'ma put the fire in your heart tonight"
Rihanna,sos,sleep,1,sexual,2006,1,1,"You got me tossin' and turnin', can't sleep at night",I can't take it see it don't feel right
Rihanna,sos,sleep,2,sexual,2006,1,1,"You got me tossin' and turnin', can't sleep at night",I can't take it see it don't feel right
Rihanna,sos,sleep,3,sexual,2006,1,1,"You got me tossing and turning, can't sleep at night",I can't take it see it don't feel right
Rihanna,take a bow,clothes,1,sexual,2009,1,1,Grab your clothes and get gone (Get gone),Grab your stuff and get gone
Rihanna,umbrella,man,1,identity,2007,1,1,Jay—Rain Man is back,cuts verse
Rihanna,umbrella,pour,2,alcohol & drugs,2007,1,1,It's pourin' rain,cuts verse
Rihanna,umbrella,pour,3,alcohol & drugs,2007,1,1,It's pourin' rain,cuts verse
Rihanna,umbrella,pour,4,alcohol & drugs,2007,1,1,It's pourin' rain,cuts verse
Rihanna,umbrella,pour,5,alcohol & drugs,2007,1,1,It's pourin' rain,cuts verse
Rihanna,work,nigga,1,profanity,2016,1,1,"I got niggas tryna end me, oh",cuts verse
Sam Smith,how do you sleep? (sam smith),crazy,1,other,2019,1,1,"I am not this desperate, not this crazy","I am not this desperate, not, so ain't me"
Sara Bareilles,brave,drug,1,alcohol & drugs,2014,1,1,You can turn a phrase into a weapon or a drug,You can turn a phrase into a put-down or a hug
Sara Bareilles,brave,weapon,1,violence,2014,1,1,You can turn a phrase into a weapon or a drug,You can turn a phrase into a put-down or a hug
Sean Kingston,beautiful girls,crime,1,violence,2008,1,1,"Oh, when I went away for doin' my first crime","Oh, when I went away I was gone a long time"
Sean Kingston,beautiful girls,damn,1,profanity,2008,1,1,"Damn, all these beautiful girls","Hey, all these beautiful girls"
Sean Kingston,beautiful girls,damn,2,profanity,2008,1,1,"Damn, all these beautiful girls","Hey, all these beautiful girls"
Sean Kingston,beautiful girls,damn,3,profanity,2008,1,1,"Damn, all these beautiful girls","Hey, all these beautiful girls"
Sean Kingston,beautiful girls,damn,4,profanity,2008,1,1,"Damn, all these beautiful girls","Hey, all these beautiful girls"
Sean Kingston,beautiful girls,suicidal,1,other,2008,1,1,"You'll have me suicidal, suicidal","You'll have me in denial, in denial"
Sean Kingston,beautiful girls,suicidal,2,other,2008,1,1,"They'll have you suicidal, suicidal","They'll have me in denial, in denial"
