ogArtist,songName,badword,count,category,year,isCensored,isPresent,ogLyric,kbLyric
Cascada,evacuate the dance floor,kill,2,violence,2010,1,1,"Oh, oh, stop, this beat is killing me","Oh, oh, stop, this beat is moving me"
Cascada,evacuate the dance floor,kill,3,violence,2010,1,1,"Oh, oh, stop, this beat is killing me","Oh, oh, stop, this beat is moving me"
Cascada,evacuate the dance floor,kill,5,violence,2010,1,1,"Oh, oh, stop, this beat is killing me","Oh, oh, stop, this beat is moving me"
Cascada,evacuate the dance floor,kill,6,violence,2010,1,1,"Oh, oh, stop, this beat is killing me","Oh, oh, stop, this beat is moving me"
Cascada,evacuate the dance floor,kill,9,violence,2010,1,1,"Oh, oh, stop, this beat is killing me","Oh, oh, stop, this beat is moving me"
Cascada,evacuate the dance floor,overdose,1,alcohol & drugs,2010,1,1,"Wrap it up, you can't stop 'cause it feels like an overdose","Wrap it up, can't stop cause it feels like it's really close"
Cascada,evacuate the dance floor,overdose,2,alcohol & drugs,2010,1,1,"(Feels like an overdose, like an overdose)",(Feels like it's really close)
Cascada,evacuate the dance floor,overdose,3,alcohol & drugs,2010,1,1,"Wrap it up, you can't stop 'cause it feels like an overdose","Wrap it up, can't stop cause it feels like it's really close"
Cascada,evacuate the dance floor,overdose,4,alcohol & drugs,2010,1,1,"(Feels like an overdose, like an overdose)",(Feels like it's really close)
Charlie Puth,attention,dress,1,sexual,2017,1,1,"I know that dress is karma, perfume regret","I know that dress is karma, filled with regret"
Charlie Puth,attention,dress,2,sexual,2017,1,1,"I know that dress is karma (Dress is karma), perfume regret, yeah","I know that dress is karma, filled with regret"
Charlie Puth,attention,dress,3,sexual,2017,1,1,"I know that dress is karma, perfume regret","I know that dress is karma, filled with regret"
Charlie Puth,how long,drunk,1,alcohol & drugs,2018,1,1,"I was drunk, I was gone, that don't make it right, but","I was lost, I was gone, that don't make it right, but"
Charlie Puth,we don't talk anymore,dress,1,sexual,2017,1,1,What kind of dress you're wearing tonight,"Girl, look you're wearing tonight"
Charlie Puth,we don't talk anymore,dress,2,sexual,2017,1,1,What kind of dress you're wearing tonight,"Girl, look you're wearing tonight"
Charlie Puth,we don't talk anymore,dress,3,sexual,2017,1,1,(What kind of dress you're wearing tonight),"Girl, look you're wearing tonight"
Charlie Puth,we don't talk anymore,overdose,1,alcohol & drugs,2017,1,1,I overdosed,I overlooked
Charlie Puth,we don't talk anymore,overdose,2,alcohol & drugs,2017,1,1,I overdosed,I overlooked
Charlie Puth,we don't talk anymore,overdose,3,alcohol & drugs,2017,1,1,I overdosed,I overlooked
Cheat Codes,no promises,cuttin,1,violence,2018,1,1,"Cutting me up like a knife and I feel it, deep in my bones","Cut me right up in my love and I feel it, deep in my bones"
Cheat Codes,no promises,knife,1,violence,2018,1,1,"Cutting me up like a knife and I feel it, deep in my bones","Cut me right up in my love and I feel it, deep in my bones"
Chris Brown,forever,high,1,alcohol & drugs,2009,1,1,"It's a long way down, we so high off the ground",cuts verse
Christina Aguilera,what a girl wants,sex,1,sexual,2001,1,1,"Sexy, cool, like you",cuts verse
Cobra Starship,you make me feel...,man,1,identity,2012,1,1,"Well, then I'm your man",Then grab my hand
Danity Kane,damaged,pray,1,other,2008,1,1,"(That makes you pray, makes you cry)",cuts verse
Daughtry,it's not over,dead,1,violence,2007,1,1,Cause a part of me is dead and in the ground,Cause a part of me is standing on the ground
Daughtry,it's not over,dead,2,violence,2007,1,1,Cause a part of me is dead and in the ground,Cause a part of me is standing on the ground
Daughtry,it's not over,dead,3,violence,2007,1,1,Cause a part of me is dead and in the ground,Cause a part of me is standing on the ground
Daughtry,it's not over,kill,1,violence,2007,1,1,"This love is killing me, but you're the only one",This love is hurting me but you are the only one
Daughtry,it's not over,kill,2,violence,2007,1,1,"This love is killing me, but you're the only one",This love is hurting me but you are the only one
Daughtry,it's not over,kill,3,violence,2007,1,1,"This love is killing me, but you're the only one",This love is hurting me but you are the only one
Daughtry,it's not over,kill,4,violence,2007,1,1,"This love is killing me, but you're the only one",This love is hurting me but you are the only one
David Guetta,hey mama,bitch,1,profanity,2015,1,1,"None of them bitches ain't taking you, just tell them to make a U",cuts verse
David Guetta,hey mama,dick,1,sexual,2015,1,1,"Whole crew got the juice, yo' dick game the truth",cuts verse
David Guetta,hey mama,freak,1,sexual,2015,1,1,"Keep him pleased, rub him down, be a lady and a freak, oh",cuts verse
David Guetta,hey mama,fuck,1,profanity,2015,1,1,"It ain't nothin' new, I been fuckin' with you",cuts verse
David Guetta,hey mama,juice,1,alcohol & drugs,2015,1,1,"Whole crew got the juice, yo' dick game the truth",cuts verse
David Guetta,hey mama,man,1,identity,2015,1,1,"Be my woman, girl, I'll be your man","Be my only girl I'll, be your one"
David Guetta,hey mama,man,2,identity,2015,1,1,"Be my woman, girl, I'll be your man","Be my only girl I'll, be your one"
David Guetta,hey mama,man,3,identity,2015,1,1,"Be my woman, girl, I'll be your man","Be my only girl I'll, be your one"
David Guetta,hey mama,man,4,identity,2015,1,1,"Be my woman, girl, I'll be your man","Be my only girl I'll, be your one"
David Guetta,hey mama,man,5,identity,2015,1,1,"Be my woman, girl, I'll be your man","Be my only girl I'll, be your one"
David Guetta,hey mama,man,6,identity,2015,1,1,"Be my woman, girl, I'll be your man","Be my only girl I'll, be your one"
David Guetta,hey mama,man,7,identity,2015,1,1,"Be my woman, girl, I'll be your man","Be my only girl I'll, be your one"
David Guetta,hey mama,man,8,identity,2015,1,1,"Be my woman, girl, I'll be your man","Be my only girl I'll, be your one"
David Guetta,hey mama,woman,1,identity,2015,1,1,"Be my woman, girl, I'll be your man","Be my only girl I'll, be your one"
David Guetta,hey mama,woman,2,identity,2015,1,1,"Be my woman, girl, I'll be your man","Be my only girl I'll, be your one"
David Guetta,hey mama,woman,3,identity,2015,1,1,"Yes, I'll be your woman, yes, I'll be your baby","Be my only girl I'll, be your one"
David Guetta,hey mama,woman,4,identity,2015,1,1,"Be my woman, girl, I'll be your man","Be my only girl I'll, be your one"
David Guetta,hey mama,woman,5,identity,2015,1,1,"Be my woman, girl, I'll be your man","Be my only girl I'll, be your one"
David Guetta,hey mama,woman,6,identity,2015,1,1,"Be my woman, girl, I'll be your man","Be my only girl I'll, be your one"
David Guetta,hey mama,woman,7,identity,2015,1,1,"Be my woman, girl, I'll be your man","Be my only girl I'll, be your one"
David Guetta,hey mama,woman,8,identity,2015,1,1,"Be my woman, girl, I'll be your man","Be my only girl I'll, be your one"
David Guetta,hey mama,woman,9,identity,2015,1,1,"Be my woman, girl, I'll be your man","Be my only girl I'll, be your one"
David Guetta,without you,sleep,1,sexual,2012,1,1,I can't take one more sleepless night,I can't take one more lonely day
Daya,hide away,kiss,1,sexual,2016,1,1,Boys seem to like the girls who like to kiss and tell,Boys seem to like the girls who answer on their cell
Daya,hide away,undress,1,sexual,2016,1,1,The ones who get undressed before the second date,The ones who get impressed before the second date
Demi Lovato,confident,bitch,1,profanity,2016,1,1,"Bitch, I run this show",Yeah I run this show
Demi Lovato,confident,freak,1,sexual,2016,1,1,"I used to hold my freak back, now I'm letting go","I used to hold myself back, now I'm letting go"
Demi Lovato,sorry not sorry,bitch,1,profanity,2017,1,1,Payback is a bad bitch,Payback's gonna happen
Demi Lovato,sorry not sorry,bitch,2,profanity,2017,1,1,"Now, payback is a bad bitch","Now, paybacks I'm havin'"
Demi Lovato,sorry not sorry,bitch,3,profanity,2017,1,1,"Now, payback is a bad bitch","Now, paybacks I'm havin'"
Demi Lovato,sorry not sorry,bitch,4,profanity,2017,1,1,Payback is a bad bitch,Payback's gonna happen
Demi Lovato,sorry not sorry,fuck,1,profanity,2017,1,1,You fuckin' with a savage,You dealin' with a savage
Demi Lovato,sorry not sorry,fuck,2,profanity,2017,1,1,You fuckin' with a savage,You dealin' with a savage
Destiny’s Child,survivor,booty,1,sexual,2002,1,1,I will survive being bootylicious,cuts verse
Destiny’s Child,survivor,sex,1,sexual,2002,1,1,I will survive being sexy,cuts verse
Disclosure,latch,touch,1,sexual,2015,1,1,"I'm so encaptured, got me wrapped up in your touch","I’m so en-captured, got me wrapped up in you so much"
DJ Khaled,i'm the one,bed,1,sexual,2017,1,1,"She don't got no bed frame, she don't got no tables",cuts verse
DJ Khaled,i'm the one,bitch,1,profanity,2017,1,1,"Baby, that's only me, bitch, it okay with me",cuts verse
DJ Khaled,i'm the one,bitch,2,profanity,2017,1,1,"Well, bitch, you're lookin' at the one","Well, yeah, you're lookin' at the one"
DJ Khaled,i'm the one,bitch,3,profanity,2017,1,1,"Bitch, you blow my high",Yeah you blow my mind
DJ Khaled,i'm the one,body,1,sexual,2017,1,1,Not just any fuckin' body,Not just any somebody
DJ Khaled,i'm the one,booty,1,sexual,2017,1,1,Then she went and put that booty on that Gucci belt,cuts verse
DJ Khaled,i'm the one,bottle,1,alcohol & drugs,2017,1,1,"She say she want bottles, she ain't got no table",cuts verse
DJ Khaled,i'm the one,club,1,other,2017,1,1,When I met her in the club I asked her who she felt,cuts verse
DJ Khaled,i'm the one,coochie,1,sexual,2017,1,1,"She like the price, she see the ice, it make her coochie melt",cuts verse
DJ Khaled,i'm the one,fuck,1,profanity,2017,1,1,Not just any fuckin' body,Not just any somebody
DJ Khaled,i'm the one,gang,1,violence,2017,1,1,"Mula Gang, winnin' record","With my friends, winnin' record"
DJ Khaled,i'm the one,god,1,other,2017,1,1,"Oh my God, she hit me up all day, get no response","Oh my gosh, she hit me up all day, get no response"
DJ Khaled,i'm the one,god,2,other,2017,1,1,"God, forgive me! Tunechi F finessin', I'm a legend","Please forgive me! Listening and dancing', I'm a legend"
DJ Khaled,i'm the one,god,3,other,2017,1,1,"I'm just flexin' on my exes, oh God",I'm just flexin' on my exes
DJ Khaled,i'm the one,high,1,alcohol & drugs,2017,1,1,"Bitch, you blow my high",Yeah you blow my mind
DJ Khaled,i'm the one,ice,1,alcohol & drugs,2017,1,1,"She like the price, she see the ice, it make her coochie melt",cuts verse
DJ Khaled,i'm the one,molly,1,alcohol & drugs,2017,1,1,"And when she on the molly, she a zombie",And when she hear this song she dances crazy
DJ Khaled,i'm the one,nigga,1,profanity,2017,1,1,She want a nigga that pull her hair and hold the door for her,cuts verse
DJ Khaled,no brainer,bitch,1,profanity,2018,1,1,"But we in this bitch, bitch, I'm not no lame",cuts verse
DJ Khaled,no brainer,blow,1,alcohol & drugs,2018,1,1,I blow the brains outta your mind (Ooh),We'll make you feel outta your mind (Ooh)
DJ Khaled,no brainer,damn,1,profanity,2018,1,1,I'll be your excuse (Damn right),I'll be your excuse (Yeah right)
DJ Khaled,no brainer,god,1,other,2018,1,1,She told me that she love that I make music for God,cuts verse
DJ Khaled,no brainer,high,13,alcohol & drugs,2018,1,1,Way high,cuts verse
DNCE,cake by the ocean,damn,1,profanity,2016,1,1,"Ah, ya, ya, ya, ya I keep on hopin' we'll eat cake by the ocean (I keep on hopin', hot damn)",Ah ya ya ya ya I keep on hoping we'll eat cake by the ocean
DNCE,cake by the ocean,fuck,1,profanity,2016,1,1,Let's lose our minds and go fucking crazy,Let's lose our minds and go crazy crazy
DNCE,cake by the ocean,fuck,2,profanity,2016,1,1,Let's lose our minds and go fucking crazy,Let's lose our minds and go crazy crazy
DNCE,cake by the ocean,fuck,3,profanity,2016,1,1,Let's lose our minds and go fucking crazy (Ahh!),Let's lose our minds and go crazy crazy
DNCE,cake by the ocean,fuck,4,profanity,2016,1,1,Let's lose our minds and go fucking crazy,Let's lose our minds and go crazy crazy
DNCE,cake by the ocean,fuck,5,profanity,2016,1,1,"You're fucking delicious, haha",Hey!
DNCE,cake by the ocean,fuck,6,profanity,2016,1,1,Let's lose our minds and go fucking crazy,Let's lose our minds and go crazy crazy
DNCE,cake by the ocean,fuck,7,profanity,2016,1,1,Let's lose our minds and go (And go what?) fucking crazy (That's right),Let's lose our minds and go crazy crazy
DNCE,cake by the ocean,god,1,other,2016,1,1,Goddamn,Oh yeah
Drake,god's plan,die,1,violence,2018,1,1,I don't wanna die for them to miss me,I don't wanna go for them to miss me
Drake,god's plan,god,2,other,2018,1,1,"Might go down a G.O.D., yeah, wait","Might go down that way with me, yeah, wait"
Drake,god's plan,god,4,other,2018,1,1,"Might go down as G.O.D., yeah, wait","Might go down that way with me, yeah, wait"
Drake,god's plan,shit,1,profanity,2018,1,1,"They gon' tell the story, shit was different with me","They gon' tell the story, that was different with me"
Drake,god's plan,shit,2,profanity,2018,1,1,"Someone watchin' this shit close, yep, close","Someone watchin' this stuff close, yeah, close"
Drake,hotline bling,champagne,1,alcohol & drugs,2016,1,1,Glasses of champagne out on the dance floor,Dancing your heart out there on the dance floor
Drake,hotline bling,touch,1,sexual,2016,1,1,Why you always touching road?,cuts verse
Drake,in my feelings,ass,1,profanity,2018,1,1,"Bring that ass, bring that ass, bring that ass back!",cuts verse
Drake,in my feelings,ass,2,profanity,2018,1,1,"B-bring that ass, bring that ass, bring that ass back!",cuts verse
Drake,in my feelings,ass,3,profanity,2018,1,1,"Clap that ass, you're the only one I love",cuts verse
Drake,in my feelings,ass,4,profanity,2018,1,1,"Clap that ass, clap-clap that ass!",cuts verse
Drake,in my feelings,ass,5,profanity,2018,1,1,Bring that ass back!,cuts verse
Drake,in my feelings,ass,6,profanity,2018,1,1,"Clap-clap-clap that ass, you're the only one I love",cuts verse
Drake,in my feelings,ass,7,profanity,2018,1,1,Bring that ass back!,cuts verse
Drake,in my feelings,bitch,1,profanity,2018,1,1,Two bad bitches and we kissin' in the Wraith,"All of us kids, and we hangin' in the Wraith"
Drake,in my feelings,champagne,1,alcohol & drugs,2018,1,1,I buy you Champagne but you love some Henny,I buy you somethin' cost more than a penny
Drake,in my feelings,fuck,1,profanity,2018,1,1,Fuck that Netflix and chill—what's your net-net-net worth?,cuts verse
Drake,in my feelings,fuck,2,profanity,2018,1,1,Because my Instagram is weak as fuck,cuts verse
Drake,in my feelings,henny,1,alcohol & drugs,2018,1,1,I buy you Champagne but you love some Henny,I buy you somethin' cost more than a penny
Drake,in my feelings,kill,1,violence,2018,1,1,I swear you gotta feel me before they try and kill me,I swear you gotta feel me before they try and throw me
Drake,in my feelings,kiss,1,sexual,2018,1,1,Two bad bitches and we kissin' in the Wraith,"All of us kids, and we hangin' in the Wraith"
Drake,in my feelings,kiss,2,sexual,2018,1,1,"Kissin'-kissin' in the Wraith, kiss-kissin' in the Wraith","Hangin'-hangin' in the Wraith, hangin'-hangin' in the Wraith"
Drake,in my feelings,neck,1,sexual,2018,1,1,I show him how that neck work,cuts verse
Drake,in my feelings,nigga,1,profanity,2018,1,1,"I got a new boy, and that nigga trade!",cuts verse
Drake,in my feelings,nigga,2,profanity,2018,1,1,Shawty say the nigga that she with can't hit,cuts verse
Drake,in my feelings,shit,1,profanity,2018,1,1,This shit got me in my feelings,I buy you somethin' cost more than a penny
Drake,in my feelings,shit,2,profanity,2018,1,1,This shit got me in my feelings,This song got me in my feelings
Drake,in my feelings,shit,3,profanity,2018,1,1,"I'm just being real, my shit, look,–",cuts verse
Drake,in my feelings,smoke,1,alcohol & drugs,2018,1,1,Skate and Smoke and Rap,cuts verse
Drake,one dance,hennessy,1,alcohol & drugs,2016,1,1,Got a Hennessy in my hand,Got both of your hands in my hands
Drake,one dance,hennessy,2,alcohol & drugs,2016,1,1,Got a Hennessy in my hand,Got both of your hands in my hands
Drake,one dance,hennessy,3,alcohol & drugs,2016,1,1,Got a Hennessy in my hand,Got both of your hands in my hands
Drake,one dance,hennessy,4,alcohol & drugs,2016,1,1,Got a Hennessy in my hand,Got both of your hands in my hands
Drake,one dance,hennessy,5,alcohol & drugs,2016,1,1,Got a Hennessy in my hand,Got both of your hands in my hands
Drake,one dance,hennessy,6,alcohol & drugs,2016,1,1,Got a Hennessy in my hand,Got both of your hands in my hands
Drake,one dance,wine,1,alcohol & drugs,2016,1,1,"Wine it, wine it, very long time","Love me, love me, very long time"
Drake,one dance,wine,2,alcohol & drugs,2016,1,1,"Back up, back up, back up and wine it","Get up, get up, get up and sing it"
Drake,one dance,wine,3,alcohol & drugs,2016,1,1,"Back up, back up and wine it, girl","Get up, get up, get up and sing it, girl"
Drake,one dance,wine,4,alcohol & drugs,2016,1,1,"Back up, back up, back up and wine it","Get up, get up, get up and sing it"
Drake,one dance,wine,5,alcohol & drugs,2016,1,1,"Back, up, back up and wine it, girl","Get up, get up, get up and sing it, girl"
Drake,one dance,wine,6,alcohol & drugs,2016,1,1,"Back, up, back up and wine it, girl","Get up, get up, get up and sing it, girl"
Dream (Girl Group),he loves u not,kiss,2,sexual,2002,1,1,(Sweet kiss),cuts verse
Dream (Girl Group),he loves u not,kiss,4,sexual,2002,1,1,(Sweet kiss),cuts verse
Dua Lipa,new rules,bed,1,sexual,2018,1,1,You know you're gonna wake up in his bed in the morning,You know you're gonna meet up with your friends in the morning
Dua Lipa,new rules,bed,2,sexual,2018,1,1,You know you're gonna wake up in his bed in the morning,You know you're gonna meet up with your friends in the morning
Dua Lipa,new rules,bed,3,sexual,2018,1,1,You know you're gonna wake up in his bed in the morning,You know you're gonna meet up with your friends in the morning
Dua Lipa,new rules,drunk,1,alcohol & drugs,2018,1,1,You know he's only callin' 'cause he's drunk and alone,You know he's only callin' 'cause he's sad and alone
Dua Lipa,new rules,drunk,2,alcohol & drugs,2018,1,1,You know he's only callin' 'cause he's drunk and alone,You know he's only callin' 'cause he's sad and alone
Dua Lipa,new rules,drunk,3,alcohol & drugs,2018,1,1,You know he's only callin' 'cause he's drunk and alone (alone),You know you're gonna meet up with your friends in the morning
Dua Lipa,new rules,sleep,2,sexual,2018,1,1,"Eat, sleep, and breathe it",cuts verse
Ed Sheeran,beautiful people,champagne,1,alcohol & drugs,2019,1,1,Champagne and rolled-up notes,In pain and no one knows
Ed Sheeran,beautiful people,champagne,2,alcohol & drugs,2019,1,1,Champagne and rolled-up notes,In pain and no one knows
Ed Sheeran,castle on the hill,cigarette,1,alcohol & drugs,2017,1,1,Fifteen years old and smoking hand-rolled cigarettes,"Once we got older, hoping the fun never ends"
Ed Sheeran,castle on the hill,clothes,1,sexual,2017,1,1,One friend left to sell clothes,cuts verse
Ed Sheeran,castle on the hill,drink,1,alcohol & drugs,2017,1,1,We'd buy cheap spirits and drink them straight,We'd buy cheap toys and then they'd break
Ed Sheeran,castle on the hill,drunk,1,alcohol & drugs,2017,1,1,Running from the law through the backfields and getting drunk with my friends,Running down the road through the back fields and hanging out with my friends
Ed Sheeran,castle on the hill,kiss,1,sexual,2017,1,1,"Had my first kiss on a Friday night, I don't reckon that I did it right","Had my first job on a Friday night, I don't reckon I did it right"
Ed Sheeran,castle on the hill,overdose,1,alcohol & drugs,2017,1,1,One's brother overdosed,cuts verse
Ed Sheeran,castle on the hill,smoking,1,alcohol & drugs,2017,1,1,Fifteen years old and smoking hand-rolled cigarettes,"Once we got older, hoping the fun never ends"
Ed Sheeran,castle on the hill,spirits,1,alcohol & drugs,2017,1,1,We'd buy cheap spirits and drink them straight,We'd buy cheap toys and then they'd break
Ed Sheeran,galway girl,bar,1,alcohol & drugs,2019,1,1,I met her on Grafton street right outside of the bar,I met her on Grafton Street right outside of the store
Ed Sheeran,galway girl,bar,2,alcohol & drugs,2019,1,1,"Chatted some more, one more drink at the bar","Chatted some more, one more song on guitar"
Ed Sheeran,galway girl,bar,3,alcohol & drugs,2019,1,1,A cappella in the bar using her feet for a beat,A cappella in the back using her feet for a beat
Ed Sheeran,galway girl,bottle,1,alcohol & drugs,2019,1,1,To finish some Doritos and another bottle of wine,cuts verse
Ed Sheeran,galway girl,cigarette,1,alcohol & drugs,2019,1,1,She shared a cigarette with me while her brother played the guitar,She sang a song and taught me while her brother played the guitar
Ed Sheeran,galway girl,drink,1,alcohol & drugs,2019,1,1,"Said it was one of my friend's songs, do you want to drink on?","Said, ""It was one of my friend's songs, do you want to sing on?"""
Ed Sheeran,galway girl,drink,2,alcohol & drugs,2019,1,1,"Chatted some more, one more drink at the bar","Chatted some more, one more song on guitar"
Ed Sheeran,galway girl,ink,1,other,2019,1,1,"She asked me what does it mean, the Gaelic ink on your arm?","She asked me, ""What does it mean, the Gaelic thing on your arm?"""
Ed Sheeran,galway girl,jack,1,alcohol & drugs,2019,1,1,"She took Jamie as a chaser, Jack for the fun",She took me out to a party just for the fun
Ed Sheeran,galway girl,kiss,1,sexual,2019,1,1,Kissed her on the neck and then I took her by the hand,Kissed her on the cheek and then I took her by the hand
Ed Sheeran,galway girl,kiss,2,sexual,2019,1,1,Kissed her on the neck and then I took her by the hand,Kissed her on the cheek and then I took her by the hand
Ed Sheeran,galway girl,kiss,3,sexual,2019,1,1,And then she kissed me like there was nobody else in the room,And she looked at me like there was nobody else in the room
Ed Sheeran,galway girl,kiss,4,sexual,2019,1,1,Kissed her on the neck and then I took her by the hand,Kissed her on the cheek and then I took her by the hand
Ed Sheeran,galway girl,kiss,5,sexual,2019,1,1,Kissed her on the neck and then I took her by the hand,Kissed her on the cheek and then I took her by the hand
Ed Sheeran,galway girl,man,1,identity,2019,1,1,But she fell in love with an English man,But she fell in love with an English friend
Ed Sheeran,galway girl,man,2,identity,2019,1,1,But she fell in love with an English man,But she fell in love with an English friend
Ed Sheeran,galway girl,man,3,identity,2019,1,1,But she fell in love with an English man,But she fell in love with an English friend
Ed Sheeran,galway girl,man,4,identity,2019,1,1,But she fell in love with an English man,But she fell in love with an English friend
Ed Sheeran,galway girl,neck,1,sexual,2019,1,1,Kissed her on the neck and then I took her by the hand,Kissed her on the cheek and then I took her by the hand
Ed Sheeran,galway girl,neck,2,sexual,2019,1,1,Kissed her on the neck and then I took her by the hand,Kissed her on the cheek and then I took her by the hand
Ed Sheeran,galway girl,neck,3,sexual,2019,1,1,Kissed her on the neck and then I took her by the hand,Kissed her on the cheek and then I took her by the hand
Ed Sheeran,galway girl,neck,4,sexual,2019,1,1,Kissed her on the neck and then I took her by the hand,Kissed her on the cheek and then I took her by the hand
Ed Sheeran,galway girl,smoke,1,alcohol & drugs,2019,1,1,"Our coats both smell of smoke, whisky and wine",cuts verse
Ed Sheeran,galway girl,wine,1,alcohol & drugs,2019,1,1,"Our coats both smell of smoke, whisky and wine",cuts verse
Ed Sheeran,galway girl,wine,2,alcohol & drugs,2019,1,1,To finish some Doritos and another bottle of wine,cuts verse
Ed Sheeran,perfect (2017),dress,1,sexual,2018,1,1,"When I saw you in that dress, looking so beautiful","When you said you looked a mess, I whispered underneath my breath"
Ed Sheeran,perfect (2017),kiss,1,sexual,2018,1,1,"But darling, just kiss me slow, your heart is all I own","But darling, just take it slow, your heart is all I own"
Ed Sheeran,perfect (2017),man,1,identity,2018,1,1,"Be my girl, I'll be your man","Be my girl, I'll be the one"
Ed Sheeran,perfect (2017),woman,1,identity,2018,1,1,"Well I found a woman, stronger than anyone I know","Well I found the one, stronger than anyone I know"
Ed Sheeran,sing! (ft. pharrell williams),body,1,sexual,2014,1,1,To hold your body close,So everybody knows
Ed Sheeran,sing! (ft. pharrell williams),bottle,1,alcohol & drugs,2014,1,1,Then she handed me a bottle of water filled with tequila,"Then she handed me of a bottle of water, said nice to meet ya"
Ed Sheeran,sing! (ft. pharrell williams),drink,1,alcohol & drugs,2014,1,1,But somethin' to drink and maybe somethin' to smoke,But something to sing and maybe to joke
Ed Sheeran,sing! (ft. pharrell williams),drunk,1,alcohol & drugs,2014,1,1,I meant to drive home but I drunk all of it now,"I meant to drive home, but I've sung all of it"
Ed Sheeran,sing! (ft. pharrell williams),kiss,1,sexual,2014,1,1,"One thing led to another, now she's kissin' my mouth",One thing led to another now I'm running my mouth
Ed Sheeran,sing! (ft. pharrell williams),shit,1,profanity,2014,1,1,Deep shit if anybody finds out,Deep If anybody finds out
Ed Sheeran,sing! (ft. pharrell williams),smoke,1,alcohol & drugs,2014,1,1,But somethin' to drink and maybe somethin' to smoke,But something to sing and maybe to joke
Ed Sheeran,sing! (ft. pharrell williams),sober,1,alcohol & drugs,2014,1,1,"Not soberin' up, we just sit on the couch","Now, waiting it out, I just sit on the couch"
Ed Sheeran,sing! (ft. pharrell williams),tequila,1,alcohol & drugs,2014,1,1,Then she handed me a bottle of water filled with tequila,"Then she handed me of a bottle of water, said nice to meet ya"
Ed Sheeran & Justin Bieber,i don't care,hell,1,profanity,2019,1,1,"Finish my drink, say, ""Shall we dance?"" (Hell, yeah)","Finish my drink, say, ""Shall we dance?"" Oh yeah"
Ed Sheeran & Justin Bieber,i don't care,kiss,1,sexual,2019,1,1,"Read your lips, I'd rather kiss 'em right back","Move your lips, I'd rather say it right back"
Ellie Goulding,on my mind,pour,1,alcohol & drugs,2016,1,1,"Poured it down, so I poured it down",Kept it down so I kept it down
Ellie Goulding,on my mind,pour,2,alcohol & drugs,2016,1,1,"Poured it down, so I poured it down",Kept it down so I kept it down
Ellie Goulding,on my mind,pour,3,alcohol & drugs,2016,1,1,"So I poured it down, so I poured it down",Kept it down so I kept it down
Ellie Goulding,on my mind,tattoo,1,other,2016,1,1,You wanted my heart but I just liked your tattoos,"You wanted my heart, and I just felt so confused"
Ellie Goulding & Diplo,close to me,bitch,1,profanity,2019,1,1,"I had to cut my bitch off, she bein' stubborn (Stubborn)","I had to cut my words off, I'm bein' stubborn (Stubborn)"
Ellie Goulding & Diplo,close to me,body,1,sexual,2019,1,1,And I don't wanna be somebody without your body,And I don't wanna be somebody without somebody
Ellie Goulding & Diplo,close to me,body,2,sexual,2019,1,1,And I don't wanna be somebody without your body,And I don't wanna be somebody without somebody
Ellie Goulding & Diplo,close to me,body,4,sexual,2019,1,1,And I don't wanna be somebody without your body,And I don't wanna be somebody without somebody
Ellie Goulding & Diplo,close to me,body,5,sexual,2019,1,1,And I don't wanna be somebody without your body,And I don't wanna be somebody without somebody
Ellie Goulding & Diplo,close to me,body,6,sexual,2019,1,1,And I don't wanna be somebody without your body (Yeah),And I don't wanna be somebody without somebody
Ellie Goulding & Diplo,close to me,body,7,sexual,2019,1,1,And I don't wanna be somebody without your body,And I don't wanna be somebody without somebody
Ellie Goulding & Diplo,close to me,fuck,1,profanity,2019,1,1,"I make it known I fuck with you, not undercover ('Cover)","I make it known I hang with you, not undercover ('Cover)"
Estelle,american boy,clothes,2,sexual,2009,1,1,Am I shallow ‘cause all my clothes designer?,cuts verse
Estelle,american boy,crazy,1,other,2009,1,1,"He crazy, I know what you thinking",cuts verse
Estelle,american boy,drink,1,alcohol & drugs,2009,1,1,"Ribena, I know what you're drinking",cuts verse
Estelle,american boy,fuck,1,profanity,2009,1,1,"Reluctantly, because most of this press don't fuck with me",cuts verse
Estelle,american boy,hell,1,profanity,2009,1,1,So to hell with all that rubbish,cuts verse
Estelle,american boy,kill,1,violence,2009,1,1,Who killing them in the UK?,cuts verse
Evan & Jaron,crazy for this girl,crazy,2,other,2002,1,1,"Yeah, I'm crazy for this girl",cuts verse
Evan & Jaron,crazy for this girl,crazy,4,other,2002,1,1,"Yeah, I'm crazy for this girl",cuts verse
Evan & Jaron,crazy for this girl,crazy,6,other,2002,1,1,"Yeah, I'm crazy for this girl",cuts verse
Evan & Jaron,crazy for this girl,crazy,8,other,2002,1,1,"Yeah, I'm crazy for this girl",cuts verse
Fall Out Boy,uma thurman,blood,1,violence,2015,1,1,"The blood, the blood, the blood of the lamb","The love, the love, the love of a lamb"
Fall Out Boy,uma thurman,death,1,violence,2015,1,1,May nothing but death do us part,May nothing but this do us part
Fall Out Boy,uma thurman,death,2,violence,2015,1,1,May nothing but death do us part,May nothing but this do us part
Fall Out Boy,uma thurman,death,3,violence,2015,1,1,May nothing but death do us part,May nothing but this do us part
Fall Out Boy,uma thurman,death,4,violence,2015,1,1,And may death find you alive,And may love find you alive
Fall Out Boy,uma thurman,death,5,violence,2015,1,1,And may death find you alive,And may love find you alive
Fall Out Boy,uma thurman,death,6,violence,2015,1,1,May nothing but death do us apart,May nothing but this do us part
