"name","college","link","smallMult","rank","draft_year","draft_rd","draft_pk","recruit_year","avgRank","top","highSchool","coll","draft","rookie","valid_seasons","allstar","bad","good","great","highest"
"Draymond Green","Michigan State University","/players/g/greendr01.html",1,95,2012,2,35,2008,21.8,1,1,1,1,1,5,1,,,,"allstar"
"Devoe Joseph","University of Oregon","https://www.sports-reference.com/cbb/players/devoe-joseph-1.html",0,98,,,,2008,,1,1,0,,,,,,,,"college"
"Roscoe Davis","","",0,99,,,,2008,,1,0,,,,,,,,,"highSchool"
"Delwan Graham","Jacksonville University","https://www.sports-reference.com/cbb/players/delwan-graham-1.html",0,100,,,,2008,,1,1,0,,,,,,,,"college"
"Jared Berggren","University of Wisconsin","https://www.sports-reference.com/cbb/players/jared-berggren-1.html",0,100,,,,2008,,1,1,0,,,,,,,,"college"
"Anthony Crater","University of South Florida","https://www.sports-reference.com/cbb/players/anthony-crater-1.html",0,100,,,,2008,,1,1,0,,,,,,,,"college"
"Derrick Favors","Georgia Institute of Technology","/players/f/favorde01.html",1,1,2010,1,3,2009,63.8,1,1,1,1,1,7,,,1,,"good"
"John Wall","University of Kentucky","/players/w/walljo01.html",1,2,2010,1,1,2009,25.2,1,1,1,1,1,7,1,,,,"allstar"
"DeMarcus Cousins","University of Kentucky","/players/c/couside01.html",1,3,2010,1,5,2009,28.3,1,1,1,1,1,8,1,,,,"allstar"
"Avery Bradley","University of Texas at Austin","/players/b/bradlav01.html",1,4,2010,1,19,2009,125.9,1,1,1,1,1,5,,1,,,"bad"
"John Henson","University of North Carolina","/players/h/hensojo01.html",1,5,2012,1,14,2009,106.75,1,1,1,1,1,2,,,1,,"good"
"Xavier Henry","University of Kansas","/players/h/henryxa01.html",1,6,2010,1,12,2009,,1,1,1,1,1,0,,1,,,"bad"
"Renardo Sidney","Mississippi State University","https://www.sports-reference.com/cbb/players/renardo-sidney-1.html",0,7,,,,2009,,1,1,0,,,,,,,,"college"
"Lance Stephenson","University of Cincinnati","/players/s/stephla01.html",0,8,2010,2,40,2009,110.125,1,1,1,1,1,4,,,1,,"good"
"Kenny Boynton","University of Florida","https://www.sports-reference.com/cbb/players/kenny-boynton-1.html",1,9,,,,2009,,1,1,0,,,,,,,,"college"
"Tiny Gallon","University of Oklahoma","https://www.sports-reference.com/cbb/players/tiny-gallon-1.html",0,10,2010,,,2009,,1,1,1,0,,,,,,,"draft"
"Abdul Gaddy","University of Washington","/players/g/gaddyab01.html",0,11,,,,2009,,1,1,0,,,0,,,,,"college"
"Mouphtaou Yarou","Villanova University","https://www.sports-reference.com/cbb/players/mouphtaou-yarou-1.html",1,12,,,,2009,,1,1,0,,,,,,,,"college"
"Dante Taylor","University of Pittsburgh","https://www.sports-reference.com/cbb/players/dante-taylor-1.html",0,13,,,,2009,,1,1,0,,,,,,,,"college"
"Ryan Kelly","Duke University","/players/k/kellyry01.html",1,14,2013,2,48,2009,,1,1,1,1,1,0,,1,,,"bad"
"Wally Judge","Rutgers University","https://www.sports-reference.com/cbb/players/wally-judge-1.html",0,15,,,,2009,,1,1,0,,,,,,,,"college"
"Alex Oriakhi","University of Missouri","/players/o/oriakal01.html",0,16,2013,2,57,2009,,1,1,1,0,,0,,,,,"draft"
"Michael Snaer","Florida State University","/players/s/snaermi01.html",1,17,,,,2009,,1,1,0,,,0,,,,,"college"
"Mason Plumlee","Duke University","/players/p/plumlma01.html",1,18,2013,1,22,2009,74,1,1,1,1,1,3,,,1,,"good"
"Dominic Cheek","Villanova University","https://www.sports-reference.com/cbb/players/dominic-cheek-1.html",1,19,,,,2009,,1,1,0,,,,,,,,"college"
"Daniel Orton","University of Kentucky","/players/o/ortonda01.html",1,19,2010,1,29,2009,,1,1,1,1,1,0,,1,,,"bad"
"Milton Jennings","Clemson University","https://www.sports-reference.com/cbb/players/milton-jennings-1.html",0,21,,,,2009,,1,1,0,,,,,,,,"college"
"Jordan Hamilton","University of Texas at Austin","/players/h/hamiljo02.html",1,22,2011,1,26,2009,,1,1,1,1,1,0,,1,,,"bad"
"Maalik Wayns","Villanova University","/players/w/waynsma01.html",1,23,,,,2009,,1,1,0,,,0,,,,,"college"
"Dexter Strickland","University of North Carolina","/players/s/stricde01.html",1,24,,,,2009,,1,1,0,,,0,,,,,"college"
"Elijah Johnson","University of Kansas","https://www.sports-reference.com/cbb/players/elijah-johnson-1.html",1,25,,,,2009,,1,1,0,,,,,,,,"college"
"Lorenzo Brown","North Carolina State University","/players/b/brownlo01.html",1,26,2013,2,52,2009,,1,1,1,1,1,0,,1,,,"bad"
"Peyton Siva","University of Louisville","/players/s/sivape01.html",1,27,2013,2,56,2009,,1,1,1,1,0,0,,,,,"rookie"
"Thomas Robinson","University of Kansas","/players/r/robinth01.html",1,28,2012,1,5,2009,,1,1,1,1,1,0,,1,,,"bad"
"John Jenkins","Vanderbilt University","/players/j/jenkijo01.html",0,29,2012,1,23,2009,,1,1,1,1,1,0,,1,,,"bad"
"Tommy Mason-Griffin","University of Oklahoma","https://www.sports-reference.com/cbb/players/tommy-mason-griffin-1.html",0,30,,,,2009,,1,1,0,,,,,,,,"college"
"Royce White","Iowa State University","/players/w/whitero03.html",0,31,2012,1,16,2009,,1,1,1,1,0,0,,,,,"rookie"
"Tyler Honeycutt","University of California, Los Angeles","/players/h/honeyty01.html",1,32,2011,2,35,2009,,1,1,1,1,1,0,,1,,,"bad"
"Durand Scott","University of Miami","/players/s/scottdu01.html",0,33,,,,2009,,1,1,0,,,0,,,,,"college"
"Mfon Udofia","Georgia Institute of Technology","https://www.sports-reference.com/cbb/players/mfon-udofia-1.html",1,34,,,,2009,,1,1,0,,,,,,,,"college"
"D.J. Richardson","University of Illinois at Urbana-Champaign","https://www.sports-reference.com/cbb/players/dj-richardson-1.html",0,35,,,,2009,,1,1,0,,,,,,,,"college"
"Aaric Murray","Texas Southern University","https://www.sports-reference.com/cbb/players/aaric-murray-1.html",0,36,,,,2009,,1,1,0,,,,,,,,"college"
"David Wear","University of California, Los Angeles","/players/w/wearda01.html",1,37,,,,2009,,1,1,0,,,0,,,,,"college"
"Travis Wear","University of California, Los Angeles","/players/w/weartr01.html",1,38,,,,2009,,1,1,0,,,0,,,,,"college"
"Ari Stewart","University of Southern California","https://www.sports-reference.com/cbb/players/ari-stewart-1.html",1,39,,,,2009,,1,1,0,,,,,,,,"college"
"Jamil Wilson","Marquette University","https://www.sports-reference.com/cbb/players/jamil-wilson-1.html",0,40,,,,2009,,1,1,0,,,,,,,,"college"
"Nolan Dennis","Baylor University","https://www.sports-reference.com/cbb/players/nolan-dennis-1.html",0,41,,,,2009,,1,1,0,,,,,,,,"college"
"Noel Johnson","Auburn University","https://www.sports-reference.com/cbb/players/noel-johnson-1.html",0,42,,,,2009,,1,1,0,,,,,,,,"college"
"Erik Murphy","University of Florida","/players/m/murpher01.html",1,43,2013,2,49,2009,,1,1,1,1,0,0,,,,,"rookie"
"Leslie McDonald","University of North Carolina","https://www.sports-reference.com/cbb/players/leslie-mcdonald-1.html",1,44,,,,2009,,1,1,0,,,,,,,,"college"
"Christian Watford","Indiana University","/players/w/watfoch01.html",0,45,,,,2009,,1,1,0,,,0,,,,,"college"
"Rodney Williams","University of Minnesota","/players/w/williro03.html",0,46,,,,2009,,1,1,0,,,0,,,,,"college"
"Junior Cadougan","Marquette University","https://www.sports-reference.com/cbb/players/junior-cadougan-1.html",0,47,,,,2009,,1,1,0,,,,,,,,"college"
"Kawhi Leonard","San Diego State University","/players/l/leonaka01.html",0,48,2011,1,15,2009,12.1,1,1,1,1,1,6,1,,,,"allstar"
"Brandon Paul","University of Illinois at Urbana-Champaign","/players/p/paulbr01.html",0,49,,,,2009,,1,1,0,,,0,,,,,"college"
"Jamal Coombs-McDaniel","University of Connecticut","https://www.sports-reference.com/cbb/players/jamal-coombs-mcdaniel-1.html",1,50,,,,2009,,1,1,0,,,,,,,,"college"
"Ray Penn","Texas Southern University","https://www.sports-reference.com/cbb/players/ray-penn-1.html",0,51,,,,2009,,1,1,0,,,,,,,,"college"
"Eric Bledsoe","University of Kentucky","/players/b/bledser01.html",1,52,2010,1,18,2009,71.1,1,1,1,1,1,5,,,1,,"good"
"Kyryl Natyazhko","University of Arizona","https://www.sports-reference.com/cbb/players/kyryl-natyazhko-1.html",1,53,,,,2009,,1,1,0,,,,,,,,"college"
"Rakeem Buckles","Florida International University","https://www.sports-reference.com/cbb/players/rakeem-buckles-1.html",0,54,,,,2009,,1,1,0,,,,,,,,"college"
"Shawn Williams","Southern Methodist University","https://www.sports-reference.com/cbb/players/shawn-williams-2.html",0,55,,,,2009,,1,1,0,,,,,,,,"college"
"Solomon Hill","University of Arizona","/players/h/hillso01.html",1,56,2013,1,23,2009,120.75,1,1,1,1,1,2,,1,,,"bad"
"Mike Moser","University of Oregon","https://www.sports-reference.com/cbb/players/mike-moser-1.html",0,57,,,,2009,,1,1,0,,,,,,,,"college"
"Maurice Creek","George Washington University","https://www.sports-reference.com/cbb/players/maurice-creek-1.html",0,58,,,,2009,,1,1,0,,,,,,,,"college"
"Terrell Vinson","University of Massachusetts Amherst","https://www.sports-reference.com/cbb/players/terrell-vinson-1.html",0,59,,,,2009,,1,1,0,,,,,,,,"college"
"Richard Howell","North Carolina State University","/players/h/howelri01.html",1,60,,,,2009,,1,1,0,,,0,,,,,"college"
"Zeke Marshall","University of Akron","https://www.sports-reference.com/cbb/players/zeke-marshall-1.html",0,61,,,,2009,,1,1,0,,,,,,,,"college"
"Kenny Hall","University of Tennessee","https://www.sports-reference.com/cbb/players/kenny-hall-1.html",1,62,,,,2009,,1,1,0,,,,,,,,"college"
"Karron Johnson","","",0,63,,,,2009,,1,0,,,,,,,,,"highSchool"
"Jon Hood","University of Kentucky","https://www.sports-reference.com/cbb/players/jon-hood-1.html",1,64,,,,2009,,1,1,0,,,,,,,,"college"
"Brendan Lane","Pepperdine University","https://www.sports-reference.com/cbb/players/brendan-lane-1.html",0,65,,,,2009,,1,1,0,,,,,,,,"college"
"Isaiah Armwood","George Washington University","https://www.sports-reference.com/cbb/players/isaiah-armwood-1.html",0,66,,,,2009,,1,1,0,,,,,,,,"college"
"Erik Williams","Sam Houston State University","https://www.sports-reference.com/cbb/players/erik-williams-1.html",0,67,,,,2009,,1,1,0,,,,,,,,"college"
"Tristan Spurlock","University of Central Florida","https://www.sports-reference.com/cbb/players/tristan-spurlock-1.html",0,67,,,,2009,,1,1,0,,,,,,,,"college"
"Roberto Nelson","Oregon State University","https://www.sports-reference.com/cbb/players/roberto-nelson-1.html",0,69,,,,2009,,1,1,0,,,,,,,,"college"
"Reginald Buckner","University of Mississippi","https://www.sports-reference.com/cbb/players/reginald-buckner-1.html",0,70,,,,2009,,1,1,0,,,,,,,,"college"
"Roger Franklin","University of North Texas","https://www.sports-reference.com/cbb/players/roger-franklin-1.html",0,71,,,,2009,,1,1,0,,,,,,,,"college"
"Marshawn Powell","University of Arkansas","https://www.sports-reference.com/cbb/players/marshawn-powell-1.html",0,72,,,,2009,,1,1,0,,,,,,,,"college"
"Jeronne Maymon","University of Tennessee","https://www.sports-reference.com/cbb/players/jeronne-maymon-1.html",1,73,,,,2009,,1,1,0,,,,,,,,"college"
"Jordan Hulls","Indiana University","https://www.sports-reference.com/cbb/players/jordan-hulls-1.html",0,74,,,,2009,,1,1,0,,,,,,,,"college"
"Lakeem Jackson","University of South Carolina","https://www.sports-reference.com/cbb/players/lakeem-jackson-1.html",0,74,,,,2009,,1,1,0,,,,,,,,"college"
"Hollis Thompson","Georgetown University","/players/t/thompho01.html",1,76,,,,2009,,1,1,0,,,0,,,,,"college"
"Dalton Pepper","Temple University","https://www.sports-reference.com/cbb/players/dalton-pepper-1.html",0,77,,,,2009,,1,1,0,,,,,,,,"college"
"Kammeon Holsey","Georgia Institute of Technology","https://www.sports-reference.com/cbb/players/kammeon-holsey-1.html",1,78,,,,2009,,1,1,0,,,,,,,,"college"
"Deshawn Painter","Old Dominion University","https://www.sports-reference.com/cbb/players/deshawn-painter-1.html",0,80,,,,2009,,1,1,0,,,,,,,,"college"
"Andrew Fitzgerald","University of Oklahoma","https://www.sports-reference.com/cbb/players/andrew-fitzgerald-1.html",0,81,,,,2009,,1,1,0,,,,,,,,"college"
"Anthony Marshall","University of Nevada, Las Vegas","https://www.sports-reference.com/cbb/players/anthony-marshall-2.html",0,82,,,,2009,,1,1,0,,,,,,,,"college"
"MoMo Jones","Iona College","https://www.sports-reference.com/cbb/players/lamont-jones-1.html",0,84,,,,2009,,1,1,0,,,,,,,,"college"
"DaShonte Riley","Eastern Michigan University","https://www.sports-reference.com/cbb/players/dashonte-riley-1.html",0,85,,,,2009,,1,1,0,,,,,,,,"college"
"Devin Booker","Clemson University","/players/b/bookede02.html",0,86,,,,2009,,1,1,0,,,0,,,,,"college"
"Talib Zanna","University of Pittsburgh","/players/z/zannata01.html",0,87,,,,2009,,1,1,0,,,0,,,,,"college"
"Derrick Nix","Michigan State University","https://www.sports-reference.com/cbb/players/derrick-nix-1.html",1,88,,,,2009,,1,1,0,,,,,,,,"college"
"Keith Clanton","University of Central Florida","https://www.sports-reference.com/cbb/players/keith-clanton-1.html",0,89,,,,2009,,1,1,0,,,,,,,,"college"
"Donnavan Kirk","University of Miami","https://www.sports-reference.com/cbb/players/donnavan-kirk-1.html",0,89,,,,2009,,1,1,0,,,,,,,,"college"
"Glen Rice","Georgia Institute of Technology","/players/r/ricegl02.html",1,91,2013,2,35,2009,,1,1,1,1,1,0,,1,,,"bad"
"Cory Jefferson","Baylor University","/players/j/jeffeco01.html",0,92,2014,2,60,2009,,1,1,1,1,1,0,,1,,,"bad"
"Clarence Trent","Seattle University","https://www.sports-reference.com/cbb/players/clarence-trent-1.html",0,94,,,,2009,,1,1,0,,,,,,,,"college"
"Cadarian Raines","Virginia Polytechnic Institute and State University","https://www.sports-reference.com/cbb/players/cadarian-raines-1.html",0,95,,,,2009,,1,1,0,,,,,,,,"college"
"Chris Colvin","Arizona State University","https://www.sports-reference.com/cbb/players/chris-colvin-1.html",0,97,,,,2009,,1,1,0,,,,,,,,"college"
"Aaron Dotson","University of Utah","https://www.sports-reference.com/cbb/players/aaron-dotson-1.html",0,98,,,,2009,,1,1,0,,,,,,,,"college"
"Khris Middleton","Texas A&M University","/players/m/middlkh01.html",0,99,2012,2,39,2009,67.125,1,1,1,1,1,4,,,1,,"good"
"Derrick Williams","University of Arizona","/players/w/willide02.html",1,100,2011,1,2,2009,172.166666666667,1,1,1,1,1,3,,1,,,"bad"
"Harrison Barnes","University of North Carolina","/players/b/barneha02.html",1,1,2012,1,7,2010,121.6,1,1,1,1,1,6,,1,,,"bad"
"Kyrie Irving","Duke University","/players/i/irvinky01.html",1,2,2011,1,1,2010,32.4,1,1,1,1,1,7,,,,1,"great"
"Jared Sullinger","Ohio State University","/players/s/sullija01.html",1,2,2012,1,21,2010,84.8333333333333,1,1,1,1,1,3,,,1,,"good"
"Brandon Knight","University of Kentucky","/players/k/knighbr03.html",1,4,2011,1,8,2010,134.5,1,1,1,1,1,5,,1,,,"bad"
"Tobias Harris","University of Tennessee","/players/h/harrito02.html",1,5,2011,1,19,2010,91.6,1,1,1,1,1,5,,,1,,"good"
"Josh Selby","University of Kansas","/players/s/selbyjo01.html",1,6,2011,2,49,2010,,1,1,1,1,1,0,,1,,,"bad"
"Enes Kanter","","/players/k/kanteen01.html",0,7,2011,1,3,2010,143.9,1,1,1,1,1,5,,1,,,"bad"
"Perry Jones","Baylor University","/players/j/jonespe01.html",0,8,2012,1,28,2010,,1,1,1,1,1,0,,1,,,"bad"
"Tristan Thompson","University of Texas at Austin","/players/t/thomptr01.html",1,9,2011,1,4,2010,92.8,1,1,1,1,1,6,,,1,,"good"
"Will Barton","University of Memphis","/players/b/bartowi01.html",1,10,2012,2,40,2010,103,1,1,1,1,1,3,,,1,,"good"
"Terrence Jones","University of Kentucky","/players/j/joneste01.html",1,11,2012,1,18,2010,64.5,1,1,1,1,1,1,,,1,,"good"
"C.J. Leslie","North Carolina State University","/players/l/leslicj01.html",1,12,,,,2010,,1,1,0,,,0,,,,,"college"
"Cory Joseph","University of Texas at Austin","/players/j/josepco01.html",1,13,2011,1,29,2010,132.5,1,1,1,1,1,3,,1,,,"bad"
"Fab Melo","Syracuse University","/players/m/melofa01.html",1,14,2012,1,22,2010,,1,1,1,1,0,0,,,,,"rookie"
"Reggie Bullock","University of North Carolina","/players/b/bullore01.html",1,15,2013,1,25,2010,97,1,1,1,1,1,1,,,1,,"good"
"Joe Jackson","University of Memphis","https://www.sports-reference.com/cbb/players/joe-jackson-1.html",1,16,,,,2010,,1,1,0,,,,,,,,"college"
"Deshaun Thomas","Ohio State University","/players/t/thomade01.html",1,17,2013,2,58,2010,,1,1,1,0,,0,,,,,"draft"
"Joshua Smith","Georgetown University","/players/s/smithjo04.html",1,18,,,,2010,,1,1,0,,,0,,,,,"college"
"Patric Young","University of Florida","/players/y/youngpa01.html",1,19,,,,2010,,1,1,0,,,0,,,,,"college"
"Tony Mitchell","University of North Texas","/players/m/mitchto02.html",0,20,2013,2,37,2010,,1,1,1,1,0,0,,,,,"rookie"
"Jelan Kendrick","University of Nevada, Las Vegas","https://www.sports-reference.com/cbb/players/jelan-kendrick-1.html",0,21,,,,2010,,1,1,0,,,,,,,,"college"
"Ryan Harrow","Georgia State University","https://www.sports-reference.com/cbb/players/ryan-harrow-1.html",0,22,,,,2010,,1,1,0,,,,,,,,"college"
"Ray McCallum","University of Detroit Mercy","/players/m/mccalra01.html",0,22,2013,2,36,2010,,1,1,1,1,1,0,,1,,,"bad"
"Jereme Richmond","University of Illinois at Urbana-Champaign","https://www.sports-reference.com/cbb/players/jereme-richmond-1.html",0,24,,,,2010,,1,1,0,,,,,,,,"college"
"Kendall Marshall","University of North Carolina","/players/m/marshke01.html",1,25,2012,1,13,2010,167,1,1,1,1,1,1,,1,,,"bad"
"Doron Lamb","University of Kentucky","/players/l/lambdo01.html",1,26,2012,2,42,2010,,1,1,1,1,1,0,,1,,,"bad"
"Adreian Payne","Michigan State University","/players/p/paynead01.html",1,27,2014,1,15,2010,,1,1,1,1,1,0,,1,,,"bad"
"Roscoe Smith","University of Nevada, Las Vegas","/players/s/smithro02.html",0,28,,,,2010,,1,1,0,,,0,,,,,"college"
"Meyers Leonard","University of Illinois at Urbana-Champaign","/players/l/leoname01.html",0,29,2012,1,11,2010,,1,1,1,1,1,0,,1,,,"bad"
"Trey Zeigler","Texas Christian University","https://www.sports-reference.com/cbb/players/trey-zeigler-1.html",0,29,,,,2010,,1,1,0,,,,,,,,"college"
"Dion Waiters","Syracuse University","/players/w/waitedi01.html",1,31,2012,1,4,2010,159.375,1,1,1,1,1,4,,1,,,"bad"
"Josh Hairston","Duke University","https://www.sports-reference.com/cbb/players/josh-hairston-1.html",1,32,,,,2010,,1,1,0,,,,,,,,"college"
"Terrence Ross","University of Washington","/players/r/rosste01.html",0,33,2012,1,8,2010,112.5,1,1,1,1,1,4,,,1,,"good"
"Keith Appling","Michigan State University","/players/a/applike01.html",1,34,,,,2010,,1,1,0,,,0,,,,,"college"
"Ian Miller","Florida State University","https://www.sports-reference.com/cbb/players/ian-miller-1.html",1,35,,,,2010,,1,1,0,,,,,,,,"college"
"Cameron Clark","University of Oklahoma","https://www.sports-reference.com/cbb/players/cameron-clark-1.html",0,36,,,,2010,,1,1,0,,,,,,,,"college"
"Justin Coleman","Marshall University","https://www.sports-reference.com/cbb/players/justin-coleman-1.html",0,37,,,,2010,,1,1,0,,,,,,,,"college"
"Dwight Powell","Stanford University","/players/p/poweldw01.html",0,38,2014,2,45,2010,60.5,1,1,1,1,1,1,,,1,,"good"
"Tyler Lamb","University of California, Los Angeles","https://www.sports-reference.com/cbb/players/tyler-lamb-1.html",1,39,,,,2010,,1,1,0,,,,,,,,"college"
"Jordan McRae","University of Tennessee","/players/m/mcraejo01.html",1,40,2014,2,58,2010,,1,1,1,1,1,0,,1,,,"bad"
"Phil Pressey","University of Missouri","/players/p/pressph01.html",0,41,,,,2010,,1,1,0,,,0,,,,,"college"
"Nate Lubick","Georgetown University","https://www.sports-reference.com/cbb/players/nate-lubick-1.html",1,42,,,,2010,,1,1,0,,,,,,,,"college"
"Okaro White","Florida State University","/players/w/whiteok01.html",1,43,,,,2010,,1,1,0,,,0,,,,,"college"
"Dominique Ferguson","Florida International University","https://www.sports-reference.com/cbb/players/dominique-ferguson-1.html",0,44,,,,2010,,1,1,0,,,,,,,,"college"
