"schoolName","state","item","type","prohibited"
"LOMPOC HIGH","CA","neat","rationale",NA
"LOMPOC HIGH","CA","interrupts the instructional process","rationale",NA
"EASTERN HIGH SCHOOL","MI","appropriate/inappropriate","rationale",NA
"EASTERN HIGH SCHOOL","MI","health","rationale",NA
"EASTERN HIGH SCHOOL","MI","safe/safety","rationale",NA
"EASTERN HIGH SCHOOL","MI","disruption/distraction","rationale",NA
"EASTERN HIGH SCHOOL","MI","respect/disrespect","rationale",NA
"EASTERN HIGH SCHOOL","MI","decency","rationale",NA
"SHELBY CO HIGH SCH","AL","modest/modesty","rationale",NA
"SHELBY CO HIGH SCH","AL","appropriate/inappropriate","rationale",NA
"SHELBY CO HIGH SCH","AL","disruption/distraction","rationale",NA
"SHELBY CO HIGH SCH","AL","clean","rationale",NA
"SHELBY CO HIGH SCH","AL","proper","rationale",NA
"CALHOUN HIGH SCHOOL","GA","safe/safety","rationale",NA
"CALHOUN HIGH SCHOOL","GA","disruption/distraction","rationale",NA
"CALHOUN HIGH SCHOOL","GA","conducive to learning","rationale",NA
"ALONSO HIGH SCHOOL","FL","appropriate/inappropriate","rationale",NA
"ALONSO HIGH SCHOOL","FL","health","rationale",NA
"ALONSO HIGH SCHOOL","FL","safe/safety","rationale",NA
"ALONSO HIGH SCHOOL","FL","disruption/distraction","rationale",NA
"MIRA MESA HIGH","CA","appropriate/inappropriate","rationale",NA
"MIRA MESA HIGH","CA","disruption/distraction","rationale",NA
"MIRA MESA HIGH","CA","professional/business","rationale",NA
"INDEPENDENCE HIGH SCHOOL","MS","proper","rationale",NA
"INDEPENDENCE HIGH SCHOOL","MS","best environment for learning","rationale",NA
"SOMERSET HIGH","WI","modest/modesty","rationale",NA
"SOMERSET HIGH","WI","safe/safety","rationale",NA
"SOMERSET HIGH","WI","disruption/distraction","rationale",NA
"SOMERSET HIGH","WI","good taste","rationale",NA
"SOMERSET HIGH","WI","attracts attention","rationale",NA
"BLUE RIDGE H S","TX","safe/safety","rationale",NA
"BLUE RIDGE H S","TX","disruption/distraction","rationale",NA
"BLUE RIDGE H S","TX","teach grooming and hygiene","rationale",NA
"KALKASKA HIGH SCHOOL","MI","appropriate/inappropriate","rationale",NA
"KALKASKA HIGH SCHOOL","MI","safe/safety","rationale",NA
"KALKASKA HIGH SCHOOL","MI","disruption/distraction","rationale",NA
"KALKASKA HIGH SCHOOL","MI","neat","rationale",NA
"KALKASKA HIGH SCHOOL","MI","clean","rationale",NA
"KALKASKA HIGH SCHOOL","MI","good taste","rationale",NA
"LA JOLLA HIGH","CA","appropriate/inappropriate","rationale",NA
"LA JOLLA HIGH","CA","disruption/distraction","rationale",NA
"LA JOLLA HIGH","CA","professional/business","rationale",NA
"WEST GRAND HIGH SCHOOL","CO","appropriate/inappropriate","rationale",NA
"WEST GRAND HIGH SCHOOL","CO","safe/safety","rationale",NA
"WEST GRAND HIGH SCHOOL","CO","disruption/distraction","rationale",NA
"WEST GRAND HIGH SCHOOL","CO","discipline","rationale",NA
"WEST GRAND HIGH SCHOOL","CO","school order","rationale",NA
"PARK HILL HIGH","MO","appropriate/inappropriate","rationale",NA
"PARK HILL HIGH","MO","health","rationale",NA
"PARK HILL HIGH","MO","safe/safety","rationale",NA
"PARK HILL HIGH","MO","disruption/distraction","rationale",NA
"PARK HILL HIGH","MO","good taste","rationale",NA
"PARK HILL HIGH","MO","detriment","rationale",NA
"NORTH HS","OK","appropriate/inappropriate","rationale",NA
"NORTH HS","OK","safe/safety","rationale",NA
"NORTH HS","OK","disruption/distraction","rationale",NA
"NORTH HS","OK","decency","rationale",NA
"NORTH HS","OK","proper","rationale",NA
"THUNDER RIDGE HIGH SCHOOL","KS","health","rationale",NA
"THUNDER RIDGE HIGH SCHOOL","KS","safe/safety","rationale",NA
"THUNDER RIDGE HIGH SCHOOL","KS","disruption/distraction","rationale",NA
"THUNDER RIDGE HIGH SCHOOL","KS","respect/disrespect","rationale",NA
"THUNDER RIDGE HIGH SCHOOL","KS","pride","rationale",NA
"THUNDER RIDGE HIGH SCHOOL","KS","decency","rationale",NA
"THUNDER RIDGE HIGH SCHOOL","KS","good taste","rationale",NA
"THUNDER RIDGE HIGH SCHOOL","KS","clean","rationale",NA
"THUNDER RIDGE HIGH SCHOOL","KS","neat","rationale",NA
"CALERA HIGH SCH","AL","appropriate/inappropriate","rationale",NA
"CALERA HIGH SCH","AL","disruption/distraction","rationale",NA
"PEKIN COMMUNITY HIGH SCHOOL","IA","modest/modesty","rationale",NA
"PEKIN COMMUNITY HIGH SCHOOL","IA","appropriate/inappropriate","rationale",NA
"PEKIN COMMUNITY HIGH SCHOOL","IA","health","rationale",NA
"PEKIN COMMUNITY HIGH SCHOOL","IA","safe/safety","rationale",NA
"PEKIN COMMUNITY HIGH SCHOOL","IA","disruption/distraction","rationale",NA
"PEKIN COMMUNITY HIGH SCHOOL","IA","clean","rationale",NA
"PEKIN COMMUNITY HIGH SCHOOL","IA","proper","rationale",NA
"PEKIN COMMUNITY HIGH SCHOOL","IA","academic performance","rationale",NA
"PEKIN COMMUNITY HIGH SCHOOL","IA","neat","rationale",NA
"PEKIN COMMUNITY HIGH SCHOOL","IA","student conduct","rationale",NA
"BRINDLEE MT HIGH SCH","AL","appropriate/inappropriate","rationale",NA
"BRINDLEE MT HIGH SCH","AL","safe/safety","rationale",NA
"BRINDLEE MT HIGH SCH","AL","respect/disrespect","rationale",NA
"BRINDLEE MT HIGH SCH","AL","decency","rationale",NA
"BRINDLEE MT HIGH SCH","AL","clean","rationale",NA
"BRINDLEE MT HIGH SCH","AL","neat","rationale",NA
"WESTON HIGH","MA","respect/disrespect","rationale",NA
"WESTON HIGH","MA","clean","rationale",NA
"WESTON HIGH","MA","decency","rationale",NA
"SOROCO HIGH SCHOOL","CO","appropriate/inappropriate","rationale",NA
"WACONIA SENIOR HIGH","MN","appropriate/inappropriate","rationale",NA
"WACONIA SENIOR HIGH","MN","health","rationale",NA
"WACONIA SENIOR HIGH","MN","safe/safety","rationale",NA
"WACONIA SENIOR HIGH","MN","disruption/distraction","rationale",NA
"WACONIA SENIOR HIGH","MN","respect/disrespect","rationale",NA
"WACONIA SENIOR HIGH","MN","interfere with learning","rationale",NA
"SAN JON HIGH","NM","appropriate/inappropriate","rationale",NA
"SAN JON HIGH","NM","health","rationale",NA
"SAN JON HIGH","NM","safe/safety","rationale",NA
"SAN JON HIGH","NM","disruption/distraction","rationale",NA
"SAN JON HIGH","NM","interfere with learning","rationale",NA
"SAN JON HIGH","NM","disorder","rationale",NA
"JOSEPH CASE HIGH","MA","appropriate/inappropriate","rationale",NA
"JOSEPH CASE HIGH","MA","health","rationale",NA
"JOSEPH CASE HIGH","MA","safe/safety","rationale",NA
"JOSEPH CASE HIGH","MA","disruption/distraction","rationale",NA
"JOSEPH CASE HIGH","MA","interfere with learning","rationale",NA
"WHARTON H S","TX","appropriate/inappropriate","rationale",NA
"WHARTON H S","TX","safe/safety","rationale",NA
"WHARTON H S","TX","disruption/distraction","rationale",NA
"WHARTON H S","TX","respect/disrespect","rationale",NA
"WHARTON H S","TX","teach grooming and hygiene","rationale",NA
"WHARTON H S","TX","positive self-image","rationale",NA
"WHARTON H S","TX","clean","rationale",NA
"WHARTON H S","TX","neat","rationale",NA
"WHARTON H S","TX","proper","rationale",NA
"LEAVENWORTH SR HIGH","KS","modest/modesty","rationale",NA
"LEAVENWORTH SR HIGH","KS","appropriate/inappropriate","rationale",NA
"LEAVENWORTH SR HIGH","KS","health","rationale",NA
"LEAVENWORTH SR HIGH","KS","safe/safety","rationale",NA
"LEAVENWORTH SR HIGH","KS","disruption/distraction","rationale",NA
"LEAVENWORTH SR HIGH","KS","conducive to learning","rationale",NA
"LEAVENWORTH SR HIGH","KS","wholesome","rationale",NA
"LEAVENWORTH SR HIGH","KS","clean","rationale",NA
"LEAVENWORTH SR HIGH","KS","neat","rationale",NA
"LEAVENWORTH SR HIGH","KS","common sense","rationale",NA
"LEAVENWORTH SR HIGH","KS","good taste","rationale",NA
"LEAVENWORTH SR HIGH","KS","decency","rationale",NA
"ILLINOIS VALLEY HIGH SCHOOL","OR","modest/modesty","rationale",NA
"ILLINOIS VALLEY HIGH SCHOOL","OR","disruption/distraction","rationale",NA
"ILLINOIS VALLEY HIGH SCHOOL","OR","dress for success","rationale",NA
"ILLINOIS VALLEY HIGH SCHOOL","OR","positive school climate","rationale",NA
"GRIFFIN HIGH SCHOOL","GA","appropriate/inappropriate","rationale",NA
"GRIFFIN HIGH SCHOOL","GA","disruption/distraction","rationale",NA
"GRIFFIN HIGH SCHOOL","GA","professional/business","rationale",NA
"GRIFFIN HIGH SCHOOL","GA","interfere with learning","rationale",NA
"GRIFFIN HIGH SCHOOL","GA","reasonable","rationale",NA
"GRIFFIN HIGH SCHOOL","GA","neat","rationale",NA
"GRIFFIN HIGH SCHOOL","GA","clean","rationale",NA
"GRIFFIN HIGH SCHOOL","GA","conducive to learning","rationale",NA
"GRIFFIN HIGH SCHOOL","GA","proper","rationale",NA
"GRIFFIN HIGH SCHOOL","GA","judge","rationale",NA
"GRIFFIN HIGH SCHOOL","GA","impressions","rationale",NA
"COLCHESTER HIGH SCHOOL","VT","appropriate/inappropriate","rationale",NA
"COLCHESTER HIGH SCHOOL","VT","health","rationale",NA
"COLCHESTER HIGH SCHOOL","VT","safe/safety","rationale",NA
"COLCHESTER HIGH SCHOOL","VT","disruption/distraction","rationale",NA
"COLCHESTER HIGH SCHOOL","VT","interfere with learning","rationale",NA
"COLCHESTER HIGH SCHOOL","VT","professional/business","rationale",NA
"COLCHESTER HIGH SCHOOL","VT","productivity","rationale",NA
"COLCHESTER HIGH SCHOOL","VT","sound judgment","rationale",NA
"COLCHESTER HIGH SCHOOL","VT","decency","rationale",NA
"WEST HEMPSTEAD HIGH SCHOOL","NY","appropriate/inappropriate","rationale",NA
"WEST HEMPSTEAD HIGH SCHOOL","NY","safe/safety","rationale",NA
"WEST HEMPSTEAD HIGH SCHOOL","NY","disruption/distraction","rationale",NA
"WEST HEMPSTEAD HIGH SCHOOL","NY","interfere with learning","rationale",NA
"MONTE VISTA HIGH","CA","appropriate/inappropriate","rationale",NA
"MONTE VISTA HIGH","CA","safe/safety","rationale",NA
"MONTE VISTA HIGH","CA","disruption/distraction","rationale",NA
"MONTE VISTA HIGH","CA","positive","rationale",NA
"MONTE VISTA HIGH","CA","neat","rationale",NA
"MONTE VISTA HIGH","CA","clean","rationale",NA
"MONTE VISTA HIGH","CA","good taste","rationale",NA
"CENTURY HIGH","MD","health","rationale",NA
"CENTURY HIGH","MD","safe/safety","rationale",NA
"CENTURY HIGH","MD","disruption/distraction","rationale",NA
"CENTURY HIGH","MD","interfere with learning","rationale",NA
"OLTON H S","TX","health","rationale",NA
"OLTON H S","TX","safe/safety","rationale",NA
"OLTON H S","TX","disruption/distraction","rationale",NA
"OLTON H S","TX","interfere with learning","rationale",NA
"OLTON H S","TX","teach grooming and hygiene","rationale",NA
"OLTON H S","TX","clean","rationale",NA
"OLTON H S","TX","neat","rationale",NA
"OLTON H S","TX","decency","rationale",NA
"OLTON H S","TX","attracts attention","rationale",NA
"OLTON H S","TX","proper decorum","rationale",NA
"LITTLE MIAMI HIGH SCHOOL","OH","appropriate/inappropriate","rationale",NA
"LITTLE MIAMI HIGH SCHOOL","OH","safe/safety","rationale",NA
"LITTLE MIAMI HIGH SCHOOL","OH","good taste","rationale",NA
"LITTLE MIAMI HIGH SCHOOL","OH","neat","rationale",NA
"LITTLE MIAMI HIGH SCHOOL","OH","clean","rationale",NA
"LITTLE MIAMI HIGH SCHOOL","OH","life after graduation","rationale",NA
"JEFFERSON HIGH","WI","appropriate/inappropriate","rationale",NA
"CEDAR GROVE-BELGIUM HIGH","WI","appropriate/inappropriate","rationale",NA
"CEDAR GROVE-BELGIUM HIGH","WI","disruption/distraction","rationale",NA
"CEDAR GROVE-BELGIUM HIGH","WI","respect/disrespect","rationale",NA
"CEDAR GROVE-BELGIUM HIGH","WI","professional/business","rationale",NA
"CEDAR GROVE-BELGIUM HIGH","WI","neat","rationale",NA
"CEDAR GROVE-BELGIUM HIGH","WI","clean","rationale",NA
"CEDAR GROVE-BELGIUM HIGH","WI","good taste","rationale",NA
"CEDAR GROVE-BELGIUM HIGH","WI","common sense","rationale",NA
"HOMINY HS","OK","pride","rationale",NA
"HOMINY HS","OK","clean","rationale",NA
"HOMINY HS","OK","neat","rationale",NA
"HOMINY HS","OK","interrupts classes","rationale",NA
"HOMINY HS","OK","draws undue attention","rationale",NA
"GLEN ROSE H S","TX","modest/modesty","rationale",NA
"GLEN ROSE H S","TX","appropriate/inappropriate","rationale",NA
"GLEN ROSE H S","TX","safe/safety","rationale",NA
"GLEN ROSE H S","TX","disruption/distraction","rationale",NA
"GLEN ROSE H S","TX","teach grooming and hygiene","rationale",NA
"MONROE-WOODBURY HIGH SCHOOL","NY","appropriate/inappropriate","rationale",NA
"MONROE-WOODBURY HIGH SCHOOL","NY","safe/safety","rationale",NA
"MONROE-WOODBURY HIGH SCHOOL","NY","disruption/distraction","rationale",NA
"MONROE-WOODBURY HIGH SCHOOL","NY","interfere with learning","rationale",NA
"MONROE-WOODBURY HIGH SCHOOL","NY","clean","rationale",NA
"LOVELL HIGH SCHOOL","WY","appropriate/inappropriate","rationale",NA
"LOVELL HIGH SCHOOL","WY","safe/safety","rationale",NA
"LOVELL HIGH SCHOOL","WY","disruption/distraction","rationale",NA
"LOVELL HIGH SCHOOL","WY","conducive to learning","rationale",NA
"SAUK PRAIRIE HIGH","WI","appropriate/inappropriate","rationale",NA
"SAUK PRAIRIE HIGH","WI","health","rationale",NA
"SAUK PRAIRIE HIGH","WI","safe/safety","rationale",NA
"SAUK PRAIRIE HIGH","WI","disruption/distraction","rationale",NA
"SAUK PRAIRIE HIGH","WI","clean","rationale",NA
"BARABOO HIGH","WI","appropriate/inappropriate","rationale",NA
"BARABOO HIGH","WI","safe/safety","rationale",NA
"BARABOO HIGH","WI","equitable educational access","rationale",NA
"BARABOO HIGH","WI","reinforce gender stereotypes","rationale",NA
"DEXTER HIGH","MO","modest/modesty","rationale",NA
"DEXTER HIGH","MO","health","rationale",NA
"DEXTER HIGH","MO","safe/safety","rationale",NA
"DEXTER HIGH","MO","disruption/distraction","rationale",NA
"DEXTER HIGH","MO","neat","rationale",NA
"DEXTER HIGH","MO","clean","rationale",NA
"DEXTER HIGH","MO","community standards","rationale",NA
"PERRY CENTRAL HIGH SCHOOL","MS","appropriate/inappropriate","rationale",NA
"PERRY CENTRAL HIGH SCHOOL","MS","disruption/distraction","rationale",NA
"PERRY CENTRAL HIGH SCHOOL","MS","neat","rationale",NA
"KETCHUM HS","OK","appropriate/inappropriate","rationale",NA
"KETCHUM HS","OK","disruption/distraction","rationale",NA
"KETCHUM HS","OK","high standards","rationale",NA
"LEOMINSTER HIGH SCHOOL","MA","health","rationale",NA
"LEOMINSTER HIGH SCHOOL","MA","safe/safety","rationale",NA
"LEOMINSTER HIGH SCHOOL","MA","disruption/distraction","rationale",NA
"LEOMINSTER HIGH SCHOOL","MA","reasonable","rationale",NA
"LEOMINSTER HIGH SCHOOL","MA","conducive to learning","rationale",NA
"MADRAS HIGH SCHOOL","OR","appropriate/inappropriate","rationale",NA
"MADRAS HIGH SCHOOL","OR","health","rationale",NA
"MADRAS HIGH SCHOOL","OR","safe/safety","rationale",NA
"MADRAS HIGH SCHOOL","OR","disruption/distraction","rationale",NA
"MADRAS HIGH SCHOOL","OR","interfere with learning","rationale",NA
"CHRISTIANSBURG HIGH","VA","appropriate/inappropriate","rationale",NA
"CHRISTIANSBURG HIGH","VA","professional business","rationale",NA
"LEBANON HIGH SCHOOL","OR","appropriate/inappropriate","rationale",NA
"LEBANON HIGH SCHOOL","OR","safe/safety","rationale",NA
"LEBANON HIGH SCHOOL","OR","disruption/distraction","rationale",NA
"MILLER PLACE HIGH SCHOOL","NY","appropriate/inappropriate","rationale",NA
"MILLER PLACE HIGH SCHOOL","NY","safe/safety","rationale",NA
"MILLER PLACE HIGH SCHOOL","NY","disruption/distraction","rationale",NA
"MILLER PLACE HIGH SCHOOL","NY","interfere with learning","rationale",NA
"LEHIGH SENIOR HIGH SCHOOL","FL","disruption/distraction","rationale",NA
"LEHIGH SENIOR HIGH SCHOOL","FL","unsuitable","rationale",NA
"LEHIGH SENIOR HIGH SCHOOL","FL","clean","rationale",NA
"LEHIGH SENIOR HIGH SCHOOL","FL","order","rationale",NA
"SUTTON HIGH SCHOOL","MA","health","rationale",NA
"SUTTON HIGH SCHOOL","MA","safe/safety","rationale",NA
"SUTTON HIGH SCHOOL","MA","disruption/distraction","rationale",NA
"SUTTON HIGH SCHOOL","MA","offensive","rationale",NA
"SPAULDING UHSD #41","VT","respect/disrespect","rationale",NA
"TIPTON HIGH SCHOOL","IA","appropriate/inappropriate","rationale",NA
"TIPTON HIGH SCHOOL","IA","disruption/distraction","rationale",NA
"BIG PINEY HIGH SCHOOL","WY","modest/modesty","rationale",NA
"BIG PINEY HIGH SCHOOL","WY","appropriate/inappropriate","rationale",NA
"BIG PINEY HIGH SCHOOL","WY","health","rationale",NA
"IRONDEQUOIT HIGH SCHOOL","NY","health","rationale",NA
"IRONDEQUOIT HIGH SCHOOL","NY","safe/safety","rationale",NA
"IRONDEQUOIT HIGH SCHOOL","NY","respect/disrespect","rationale",NA
"IRONDEQUOIT HIGH SCHOOL","NY","interfere with learning","rationale",NA
"IRONDEQUOIT HIGH SCHOOL","NY","destructive to school property","rationale",NA
"IRONDEQUOIT HIGH SCHOOL","NY","impinge on the rights of others","rationale",NA
"IRONDEQUOIT HIGH SCHOOL","NY","sensitivity","rationale",NA
"CLEARWATER HIGH","MO","modest/modesty","rationale",NA
"CLEARWATER HIGH","MO","health","rationale",NA
"CLEARWATER HIGH","MO","safe/safety","rationale",NA
"CLEARWATER HIGH","MO","disruption/distraction","rationale",NA
"CLEARWATER HIGH","MO","neat","rationale",NA
"CLEARWATER HIGH","MO","clean","rationale",NA
"CLEARWATER HIGH","MO","community standards","rationale",NA
"CLEARWATER HIGH","MO","order","rationale",NA
"HILLDALE HS","OK","respect/disrespect","rationale",NA
"HILLDALE HS","OK","complimented","rationale",NA
"ALVARADO H S","TX","safe/safety","rationale",NA
"ALVARADO H S","TX","disruption/distraction","rationale",NA
"ALVARADO H S","TX","teach grooming and hygiene","rationale",NA
"ALVARADO H S","TX","clean","rationale",NA
"ALVARADO H S","TX","neat","rationale",NA
"SAYRE HS","OK","health","rationale",NA
"SAYRE HS","OK","safe/safety","rationale",NA
"SAYRE HS","OK","disruption/distraction","rationale",NA
"SAYRE HS","OK","morality","rationale",NA
"CHASE HIGH","KS","appropriate/inappropriate","rationale",NA
"CHASE HIGH","KS","conducive to learning","rationale",NA
"CHASE HIGH","KS","common sense","rationale",NA
"CHASE HIGH","KS","decency","rationale",NA
"CHASE HIGH","KS","good taste","rationale",NA
"CHASE HIGH","KS","neat","rationale",NA
"PLAINWELL HIGH SCHOOL","MI","modest/modesty","rationale",NA
"PLAINWELL HIGH SCHOOL","MI","appropriate/inappropriate","rationale",NA
"PLAINWELL HIGH SCHOOL","MI","respect/disrespect","rationale",NA
"PLAINWELL HIGH SCHOOL","MI","interfere with learning","rationale",NA
"PLAINWELL HIGH SCHOOL","MI","clean","rationale",NA
"PLAINWELL HIGH SCHOOL","MI","promiscuous","rationale",NA
"CIMARRON HS","OK","health","rationale",NA
"CIMARRON HS","OK","disruption/distraction","rationale",NA
"CIMARRON HS","OK","conducive to learning","rationale",NA
"CIMARRON HS","OK","undue attention","rationale",NA
"CENTRALIA HIGH","MO","modest/modesty","rationale",NA
"CENTRALIA HIGH","MO","disruption/distraction","rationale",NA
"CENTRALIA HIGH","MO","demoralizing","rationale",NA
"CENTRALIA HIGH","MO","neat","rationale",NA
"CENTRALIA HIGH","MO","clean","rationale",NA
"GUYMON HS","OK",NA,"rationale",NA
"HAMILTON HIGH SCHOOL","AZ","appropriate/inappropriate","rationale",NA
"BATTLE CREEK-IDA GROVE SENIOR HIGH SCHOOL","IA","disruption/distraction","rationale",NA
"BATTLE CREEK-IDA GROVE SENIOR HIGH SCHOOL","IA","performance","rationale",NA
"PALACIOS H S","TX","safe/safety","rationale",NA
"PALACIOS H S","TX","disruption/distraction","rationale",NA
"PALACIOS H S","TX","respect/disrespect","rationale",NA
"PALACIOS H S","TX","interfere with learning","rationale",NA
"PALACIOS H S","TX","teach grooming and hygiene","rationale",NA
"PALACIOS H S","TX","discipline","rationale",NA
"LYONS SENIOR HIGH SCHOOL","NY","appropriate/inappropriate","rationale",NA
"LYONS SENIOR HIGH SCHOOL","NY","safe/safety","rationale",NA
"LYONS SENIOR HIGH SCHOOL","NY","disruption/distraction","rationale",NA
"LYONS SENIOR HIGH SCHOOL","NY","interfere with learning","rationale",NA
"LYONS SENIOR HIGH SCHOOL","NY","pride","rationale",NA
"LYONS SENIOR HIGH SCHOOL","NY","quality of the school","rationale",NA
"LYONS SENIOR HIGH SCHOOL","NY","neat","rationale",NA
"LYONS SENIOR HIGH SCHOOL","NY","clean","rationale",NA
"LYONS SENIOR HIGH SCHOOL","NY","good taste","rationale",NA
"PENTUCKET REGIONAL SR HIGH","MA","appropriate/inappropriate","rationale",NA
"PENTUCKET REGIONAL SR HIGH","MA","safe/safety","rationale",NA
