gameid,quarter,clock,season,season.type,description
21800287,1,1:21,2018-19,Regular Season,[PHX] Holmes Foul: Defense 3 Second (1 PF) (1 FTA) (R Mott)
21800291,3,11:26,2018-19,Regular Season,[MEM] Jackson Jr. Foul: Defense 3 Second (2 PF) (1 FTA) (T Ford)
21800292,4,3:55,2018-19,Regular Season,[UTA] Gobert Foul: Defense 3 Second (4 PF) (1 FTA) (J Capers)
21800293,3,5:18,2018-19,Regular Season,[LAC] Harris Foul: Defense 3 Second (1 PF) (1 FTA) (J Williams)
21800297,4,7:30,2018-19,Regular Season,[CHI] Parker Foul: Defense 3 Second (2 PF) (1 FTA) (D Taylor)
21800303,1,9:04,2018-19,Regular Season,[TOR] Ibaka Foul: Defense 3 Second (1 PF) (1 FTA) (K Lane)
21800305,1,8:57,2018-19,Regular Season,[IND] Turner Foul: Defense 3 Second (1 PF) (1 FTA) (J Williams)
21800306,1,2:46,2018-19,Regular Season,[ATL] Collins Foul: Defense 3 Second (2 PF) (1 FTA) (T Brown)
21800310,2,00:46.8,2018-19,Regular Season,[CHI] Lopez Foul: Defense 3 Second (4 PF) (1 FTA) (N Buchert)
21800312,3,1:29,2018-19,Regular Season,[NOP] Holiday Foul: Defense 3 Second (2 PF) (1 FTA) (B Taylor)
21800325,4,6:50,2018-19,Regular Season,[ATL] Plumlee Foul: Defense 3 Second (1 PF) (1 FTA) (C Washington)
21800325,2,5:13,2018-19,Regular Season,[ATL] Collins Foul: Defense 3 Second (1 PF) (1 FTA) (D Guthrie)
21800325,1,5:55,2018-19,Regular Season,[OKC] Adams Foul: Defense 3 Second (1 PF) (1 FTA) (D Guthrie)
21800327,3,2:24,2018-19,Regular Season,[PHX] Jackson Foul: Defense 3 Second (2 PF) (1 FTA) (B Taylor)
21800328,3,3:22,2018-19,Regular Season,[LAL] Chandler Foul: Defense 3 Second (3 PF) (1 FTA) (S Foster)
21800328,2,1:54,2018-19,Regular Season,[LAL] Chandler Foul: Defense 3 Second (2 PF) (1 FTA) (S Foster)
21800328,2,7:20,2018-19,Regular Season,[LAL] McGee Foul: Defense 3 Second (2 PF) (1 FTA) (S Foster)
21800332,2,5:44,2018-19,Regular Season,[TOR] Ibaka Foul: Defense 3 Second (1 PF) (1 FTA) (N Buchert)
21800339,2,7:27,2018-19,Regular Season,[UTA] Gobert Foul: Defense 3 Second (2 PF) (1 FTA) (J Van Duyne)
21800340,2,4:04,2018-19,Regular Season,[MEM] Jackson Jr. Foul: Defense 3 Second (2 PF) (1 FTA) (B Forte)
21800346,2,6:43,2018-19,Regular Season,[NYK] Knox Foul: Defense 3 Second (1 PF) (1 FTA) (S Corbin)
21800348,3,8:13,2018-19,Regular Season,[MIN] Gibson Foul: Defense 3 Second (2 PF) (1 FTA) (T Brown)
21800353,2,3:35,2018-19,Regular Season,[SAC] Bogdanovic Foul: Defense 3 Second (2 PF) (1 FTA) (B Nansel)
21800356,3,10:15,2018-19,Regular Season,[ORL] Gordon Foul: Defense 3 Second (3 PF) (1 FTA) (C Washington)
21800358,1,8:37,2018-19,Regular Season,[BKN] Allen Foul: Defense 3 Second (1 PF) (1 FTA) (J Goldenberg)
21800362,4,5:38,2018-19,Regular Season,[CHA] Bridges Foul: Defense 3 Second (2 PF) (1 FTA) (R Mott)
21800363,1,4:21,2018-19,Regular Season,[DAL] Finney-Smith Foul: Defense 3 Second (2 PF) (1 FTA) (J Williams)
21800365,3,9:22,2018-19,Regular Season,[BOS] Marc Morris Foul: Defense 3 Second (3 PF) (1 FTA) (M Lindsay)
21800371,2,10:39,2018-19,Regular Season,[TOR] Ibaka Foul: Defense 3 Second (1 PF) (1 FTA) (R Mott)
21800373,1,3:21,2018-19,Regular Season,[CHI] Lopez Foul: Defense 3 Second (2 PF) (1 FTA) (P Fraher)
21800378,1,9:44,2018-19,Regular Season,[HOU] Harden Foul: Defense 3 Second (1 PF) (1 FTA) (B Nansel)
21800386,4,8:35,2018-19,Regular Season,[MIA] Adebayo Foul: Defense 3 Second (4 PF) (1 FTA) (D Taylor)
21800388,3,5:58,2018-19,Regular Season,[TOR] Ibaka Foul: Defense 3 Second (3 PF) (1 FTA) (Z Zarba)
21800392,1,6:15,2018-19,Regular Season,[DET] Leuer Foul: Defense 3 Second (2 PF) (1 FTA) (J Tiven)
21800397,1,3:51,2018-19,Regular Season,[DAL] Kleber Foul: Defense 3 Second (1 PF) (1 FTA) (N Buchert)
21800399,2,4:58,2018-19,Regular Season,[PHX] Daniels Foul: Defense 3 Second (1 PF) (1 FTA) (M Ervin)
21800406,1,1:12,2018-19,Regular Season,[NYK] Robinson Foul: Defense 3 Second (1 PF) (1 FTA) (S Twardoski)
21800410,3,2:39,2018-19,Regular Season,[MEM] Green Foul: Defense 3 Second (3 PF) (1 FTA) (G Petraitis)
21800412,3,1:25,2018-19,Regular Season,[ATL] Huerter Foul: Defense 3 Second (2 PF) (1 FTA) (J Van Duyne)
21800416,1,4:43,2018-19,Regular Season,[HOU] Harden Foul: Defense 3 Second (2 PF) (1 FTA) (B Taylor)
21800419,3,11:37,2018-19,Regular Season,[PHX] Ayton Foul: Defense 3 Second (2 PF) (1 FTA) (T Brothers)
21800421,2,10:26,2018-19,Regular Season,[CHA] Kaminsky Foul: Defense 3 Second (1 PF) (1 FTA) (R Mott)
21800426,3,11:31,2018-19,Regular Season,[DEN] Jokic Foul: Defense 3 Second (2 PF) (1 FTA) (S Twardoski)
21800430,3,11:21,2018-19,Regular Season,[CHA] Zeller Foul: Defense 3 Second (2 PF) (1 FTA) (B Barnaky)
21800431,3,9:24,2018-19,Regular Season,[BOS] Marc Morris Foul: Defense 3 Second (4 PF) (1 FTA) (T Washington)
21800432,2,1:16,2018-19,Regular Season,[HOU] Tucker Foul: Defense 3 Second (3 PF) (1 FTA) (M Smith)
21800434,1,2:03,2018-19,Regular Season,[OKC] Abrines Foul: Defense 3 Second (1 PF) (1 FTA) (K Mauer)
21800435,1,11:05,2018-19,Regular Season,[PHX] Ayton Foul: Defense 3 Second (1 PF) (1 FTA) (N Buchert)
21800437,1,7:32,2018-19,Regular Season,[CLE] Burks Foul: Defense 3 Second (2 PF) (1 FTA) (J Sterling)
21800439,2,11:00,2018-19,Regular Season,[WAS] Mark Morris Foul: Defense 3 Second (2 PF) (1 FTA) (J Williams)
21800440,2,7:48,2018-19,Regular Season,[SAC] Cauley-Stein Foul: Defense 3 Second (2 PF) (1 FTA) (R Garretson)
21800457,3,11:24,2018-19,Regular Season,[PHI] Embiid Foul: Defense 3 Second (2 PF) (1 FTA) (T Brown)
21800464,3,10:09,2018-19,Regular Season,[GSW] Green Foul: Defense 3 Second (2 PF) (1 FTA) (M Lindsay)
21800464,1,1:08,2018-19,Regular Season,[UTA] Favors Foul: Defense 3 Second (1 PF) (1 FTA) (Z Zarba)
21800469,2,3:30,2018-19,Regular Season,[CHA] Zeller Foul: Defense 3 Second (3 PF) (1 FTA) (P Fraher)
21800469,2,9:20,2018-19,Regular Season,[DET] Drummond Foul: Defense 3 Second (1 PF) (1 FTA) (P Fraher)
21800481,4,7:29,2018-19,Regular Season,[TOR] Green Foul: Defense 3 Second (4 PF) (1 FTA) (J Goldenberg)
21800481,3,11:45,2018-19,Regular Season,[TOR] Anunoby Foul: Defense 3 Second (4 PF) (1 FTA) (M Callahan)
21800486,2,5:44,2018-19,Regular Season,[ATL] Len Foul: Defense 3 Second (1 PF) (1 FTA) (N Buchert)
21800488,2,5:11,2018-19,Regular Season,[CHA] Zeller Foul: Defense 3 Second (3 PF) (1 FTA) (J Tiven)
21800489,2,7:49,2018-19,Regular Season,[PHX] Ayton Foul: Defense 3 Second (3 PF) (1 FTA) (B Taylor)
21800493,3,1:11,2018-19,Regular Season,[OKC] Patterson Foul: Defense 3 Second (2 PF) (1 FTA) (T Brown)
21800494,2,7:00,2018-19,Regular Season,[GSW] McKinnie Foul: Defense 3 Second (3 PF) (1 FTA) (L Wood)
21800495,2,8:33,2018-19,Regular Season,[POR] Leonard Foul: Defense 3 Second (3 PF) (1 FTA) (Z Zarba)
21800503,1,9:53,2018-19,Regular Season,[ORL] Vucevic Foul: Defense 3 Second (1 PF) (1 FTA) (J Tiven)
21800504,3,6:58,2018-19,Regular Season,[ATL] Dedmon Foul: Defense 3 Second (1 PF) (1 FTA) (T Brown)
21800508,4,11:50,2018-19,Regular Season,[CLE] Zizic Foul: Defense 3 Second (3 PF) (1 FTA) (M Lindsay)
21800513,1,9:34,2018-19,Regular Season,[NYK] Kornet Foul: Defense 3 Second (1 PF) (1 FTA) (H Workman)
21800516,3,5:43,2018-19,Regular Season,[POR] Nurkic Foul: Defense 3 Second (2 PF) (1 FTA) (E Lewis)
21800516,3,11:19,2018-19,Regular Season,[GSW] Green Foul: Defense 3 Second (3 PF) (1 FTA) (S Twardoski)
21800517,2,10:44,2018-19,Regular Season,[CHA] Hernangomez Foul: Defense 3 Second (1 PF) (1 FTA) (K Lane)
21800521,4,2:29,2018-19,Regular Season,[MIA] Adebayo Foul: Defense 3 Second (5 PF) (1 FTA) (C Washington)
21800521,1,6:11,2018-19,Regular Season,[CLE] Frye Foul: Defense 3 Second (1 PF) (1 FTA) (C Kirkland)
21800526,2,11:23,2018-19,Regular Season,[LAL] Zubac Foul: Defense 3 Second (3 PF) (1 FTA) (S Twardoski)
21800526,1,8:36,2018-19,Regular Season,[LAC] Marjanovic Foul: Defense 3 Second (1 PF) (1 FTA) (S Twardoski)
21800527,2,5:29,2018-19,Regular Season,[MIL] Lopez Foul: Defense 3 Second (3 PF) (1 FTA) (M Smith)
21800527,1,2:10,2018-19,Regular Season,[BKN] Faried Foul: Defense 3 Second (1 PF) (1 FTA) (J Williams)
21800533,2,7:41,2018-19,Regular Season,[DEN] Murray Foul: Defense 3 Second (1 PF) (1 FTA) (M Davis)
21800537,3,9:37,2018-19,Regular Season,[MIN] Gibson Foul: Defense 3 Second (2 PF) (1 FTA) (M Lindsay)
21800541,4,1:39,2018-19,Regular Season,[LAL] McGee Foul: Defense 3 Second (2 PF) (1 FTA) (E Lewis)
21800541,1,1:34,2018-19,Regular Season,[LAL] Chandler Foul: Defense 3 Second (2 PF) (1 FTA) (E Lewis)
21800541,1,5:07,2018-19,Regular Season,[LAL] Chandler Foul: Defense 3 Second (1 PF) (1 FTA) (E Lewis)
21800542,3,5:50,2018-19,Regular Season,[ATL] Len Foul: Defense 3 Second (3 PF) (1 FTA) (J Williams)
21800542,1,3:07,2018-19,Regular Season,[ATL] Carter Foul: Defense 3 Second (1 PF) (1 FTA) (J Van Duyne)
21800542,1,4:45,2018-19,Regular Season,[IND] Young Foul: Defense 3 Second (1 PF) (1 FTA) (S Twardoski)
21800543,1,11:43,2018-19,Regular Season,[CHA] Williams Foul: Defense 3 Second (1 PF) (1 FTA) (M Smith)
21800549,1,3:35,2018-19,Regular Season,[TOR] Ibaka Foul: Defense 3 Second (2 PF) (1 FTA) (M Lindsay)
21800550,4,6:15,2018-19,Regular Season,[MIL] Lopez Foul: Defense 3 Second (2 PF) (1 FTA) (E Lewis)
21800550,2,3:03,2018-19,Regular Season,[MIL] Lopez Foul: Defense 3 Second (1 PF) (1 FTA) (K Lane)
21800550,1,3:49,2018-19,Regular Season,[DET] Drummond Foul: Defense 3 Second (1 PF) (1 FTA) (E Lewis)
21800567,1,8:18,2018-19,Regular Season,[UTA] Gobert Foul: Defense 3 Second (1 PF) (1 FTA) (E Dalen)
21800570,2,1:50,2018-19,Regular Season,[BKN] Harris Foul: Defense 3 Second (1 PF) (1 FTA) (M Lindsay)
21800573,2,3:06,2018-19,Regular Season,[LAC] Gortat Foul: Defense 3 Second (2 PF) (1 FTA) (J Goble)
21800573,1,4:04,2018-19,Regular Season,[PHX] Ayton Foul: Defense 3 Second (1 PF) (1 FTA) (J Goble)
21800577,3,4:29,2018-19,Regular Season,[UTA] Gobert Foul: Defense 3 Second (4 PF) (1 FTA) (M Smith)
21800580,3,7:41,2018-19,Regular Season,[MIL] Lopez Foul: Defense 3 Second (3 PF) (1 FTA) (M Davis)
21800581,1,1:03,2018-19,Regular Season,[SAS] Poeltl Foul: Defense 3 Second (1 PF) (1 FTA) (J Williams)
21800582,2,4:43,2018-19,Regular Season,[POR] Nurkic Foul: Defense 3 Second (2 PF) (1 FTA) (J Van Duyne)
21800583,1,1:54,2018-19,Regular Season,[GSW] Bell Foul: Defense 3 Second (1 PF) (1 FTA) (C Kirkland)
21800585,1,1:47,2018-19,Regular Season,[LAL] Chandler Foul: Defense 3 Second (1 PF) (1 FTA) (J Sterling)
21800591,4,11:05,2018-19,Regular Season,[SAS] Poeltl Foul: Defense 3 Second (2 PF) (1 FTA) (G Petraitis)
21800596,3,6:20,2018-19,Regular Season,[DAL] Doncic Foul: Defense 3 Second (2 PF) (1 FTA) (T Brown)
21800596,2,5:44,2018-19,Regular Season,[LAL] McGee Foul: Defense 3 Second (2 PF) (1 FTA) (M Smith)
21800601,3,6:02,2018-19,Regular Season,[DEN] Jokic Foul: Defense 3 Second (2 PF) (1 FTA) (J Williams)
21800605,2,2:47,2018-19,Regular Season,[NYK] Vonleh Foul: Defense 3 Second (3 PF) (1 FTA) (L Wood)
21800606,4,10:21,2018-19,Regular Season,[LAC] Scott Foul: Defense 3 Second (2 PF) (1 FTA) (C Washington)
21800607,4,8:23,2018-19,Regular Season,[BOS] Williams III Foul: Defense 3 Second (2 PF) (1 FTA) (T Ford)
21800613,2,11:34,2018-19,Regular Season,[DAL] Doncic Foul: Defense 3 Second (2 PF) (1 FTA) (D Collins)
21800616,3,10:21,2018-19,Regular Season,[LAL] McGee Foul: Defense 3 Second (3 PF) (1 FTA) (H Workman)
21800616,1,5:21,2018-19,Regular Season,[LAL] Ball Foul: Defense 3 Second (1 PF) (1 FTA) (M Callahan)
21800616,1,7:18,2018-19,Regular Season,[LAL] McGee Foul: Defense 3 Second (1 PF) (1 FTA) (R Mott)
21800623,1,2:03,2018-19,Regular Season,[IND] McDermott Foul: Defense 3 Second (1 PF) (1 FTA) (K Mauer)
21800625,3,5:47,2018-19,Regular Season,[CLE] Sexton Foul: Defense 3 Second (3 PF) (1 FTA) (R Garretson)
21800631,2,8:10,2018-19,Regular Season,[MIA] Adebayo Foul: Defense 3 Second (2 PF) (1 FTA) (H Workman)
21800635,1,10:17,2018-19,Regular Season,[PHX] Warren Foul: Defense 3 Second (1 PF) (1 FTA) (M Lindsay)
21800641,1,3:05,2018-19,Regular Season,[HOU] Ennis III Foul: Defense 3 Second (1 PF) (1 FTA) (K Mauer)
21800643,1,5:26,2018-19,Regular Season,[DEN] Jokic Foul: Defense 3 Second (1 PF) (1 FTA) (N Buchert)
21800649,2,1:51,2018-19,Regular Season,[SAC] Bjelica Foul: Defense 3 Second (2 PF) (1 FTA) (D Guthrie)
21800653,1,3:59,2018-19,Regular Season,[ATL] Collins Foul: Defense 3 Second (1 PF) (1 FTA) (L Wood)
21800655,3,7:15,2018-19,Regular Season,[DEN] Jokic Foul: Defense 3 Second (4 PF) (1 FTA) (J Sterling)
21800657,2,9:54,2018-19,Regular Season,[DET] Kennard Foul: Defense 3 Second (1 PF) (1 FTA) (T Ford)
21800660,4,10:34,2018-19,Regular Season,[MIL] Ilyasova Foul: Defense 3 Second (2 PF) (1 FTA) (E Lewis)
21800668,2,1:18,2018-19,Regular Season,[PHX] Ayton Foul: Defense 3 Second (2 PF) (1 FTA) (N Buchert)
21800670,3,5:15,2018-19,Regular Season,[LAL] Mykhailiuk Foul: Defense 3 Second (1 PF) (1 FTA) (C Kirkland)
21800674,3,1:07,2018-19,Regular Season,[MIN] Saric Foul: Defense 3 Second (3 PF) (1 FTA) (T Ford)
21800674,3,3:26,2018-19,Regular Season,[SAS] Aldridge Foul: Defense 3 Second (3 PF) (1 FTA) (T Ford)
21800677,2,6:05,2018-19,Regular Season,[POR] Nurkic Foul: Defense 3 Second (2 PF) (1 FTA) (J Sterling)
21800680,4,11:48,2018-19,Regular Season,[SAC] Giles III Foul: Defense 3 Second (4 PF) (1 FTA) (P Fraher)
21800684,2,2:05,2018-19,Regular Season,[MEM] Jackson Jr. Foul: Defense 3 Second (3 PF) (1 FTA) (L Richardson)
21800686,2,2:14,2018-19,Regular Season,[LAL] Ingram Foul: Defense 3 Second (2 PF) (1 FTA) (T Brothers)
21800687,1,9:28,2018-19,Regular Season,[DEN] Beasley Foul: Defense 3 Second (1 PF) (1 FTA) (G Petraitis)
21800689,3,6:43,2018-19,Regular Season,[PHX] Oubre Jr. Foul: Defense 3 Second (3 PF) (1 FTA) (R Acosta)
21800689,2,8:22,2018-19,Regular Season,[PHX] Bridges Foul: Defense 3 Second (1 PF) (1 FTA) (K Lane)
21800695,4,8:34,2018-19,Regular Season,[ATL] Carter Foul: Defense 3 Second (2 PF) (1 FTA) (M Boland)
21800695,1,7:28,2018-19,Regular Season,[ATL] Collins Foul: Defense 3 Second (1 PF) (1 FTA) (M Boland)
21800697,1,6:47,2018-19,Regular Season,[NOP] Randle Foul: Defense 3 Second (1 PF) (1 FTA) (J Van Duyne)
21800702,1,2:14,2018-19,Regular Season,[TOR] Siakam Foul: Defense 3 Second (1 PF) (1 FTA) (M Smith)
21800703,2,6:31,2018-19,Regular Season,[OKC] Patterson Foul: Defense 3 Second (1 PF) (1 FTA) (J Tiven)
21800707,1,5:02,2018-19,Regular Season,[CLE] Zizic Foul: Defense 3 Second (1 PF) (1 FTA) (R Garretson)
21800709,1,4:51,2018-19,Regular Season,[MIA] Whiteside Foul: Defense 3 Second (1 PF) (1 FTA) (D Richardson)
21800720,3,1:51,2018-19,Regular Season,[WAS] Porter Jr. Foul: Defense 3 Second (1 PF) (1 FTA) (T Washington)
21800724,2,5:08,2018-19,Regular Season,[TOR] Ibaka Foul: Defense 3 Second (2 PF) (1 FTA) (C Kirkland)
21800725,3,5:31,2018-19,Regular Season,[MEM] Noah Foul: Defense 3 Second (1 PF) (1 FTA) (K Cutler)
21800727,1,2:49,2018-19,Regular Season,[MIL] Ilyasova Foul: Defense 3 Second (1 PF) (1 FTA) (R Garretson)
21800729,1,10:51,2018-19,Regular Season,[MIN] Gibson Foul: Defense 3 Second (1 PF) (1 FTA) (J Williams)
21800737,2,1:56,2018-19,Regular Season,[HOU] Tucker Foul: Defense 3 Second (2 PF) (1 FTA) (R Garretson)
21800737,2,1:35,2018-19,Regular Season,[ORL] Vucevic Foul: Defense 3 Second (2 PF) (1 FTA) (R Garretson)
21800739,3,2:57,2018-19,Regular Season,[TOR] Anunoby Foul: Defense 3 Second (3 PF) (1 FTA) (M Ervin)
21800739,3,7:12,2018-19,Regular Season,[TOR] Ibaka Foul: Defense 3 Second (4 PF) (1 FTA) (T Brothers)
21800739,3,8:32,2018-19,Regular Season,[TOR] Ibaka Foul: Defense 3 Second (3 PF) (1 FTA) (T Brothers)
21800741,3,3:07,2018-19,Regular Season,[NYK] Knox Foul: Defense 3 Second (3 PF) (1 FTA) (J Orr)
21800741,1,6:37,2018-19,Regular Season,[MIA] Whiteside Foul: Defense 3 Second (2 PF) (1 FTA) (L Richardson)
21800742,2,4:07,2018-19,Regular Season,[WAS] Beal Foul: Defense 3 Second (1 PF) (1 FTA) (M Smith)
21800744,2,10:48,2018-19,Regular Season,[CHA] Hernangomez Foul: Defense 3 Second (3 PF) (1 FTA) (K Fitzgerald)
21800744,1,2:00,2018-19,Regular Season,[CHA] Hernangomez Foul: Defense 3 Second (2 PF) (1 FTA) (K Fitzgerald)
21800750,2,5:16,2018-19,Regular Season,[MIL] Lopez Foul: Defense 3 Second (1 PF) (1 FTA) (J Van Duyne)
21800754,1,6:50,2018-19,Regular Season,[PHX] Bridges Foul: Defense 3 Second (1 PF) (1 FTA) (T Washington)
21800755,3,2:38,2018-19,Regular Season,[LAL] Mykhailiuk Foul: Defense 3 Second (2 PF) (1 FTA) (K Mauer)
21800758,2,3:23,2018-19,Regular Season,[NYK] Vonleh Foul: Defense 3 Second (1 PF) (1 FTA) (M Lindsay)
21800765,2,3:48,2018-19,Regular Season,[IND] Bogdanovic Foul: Defense 3 Second (2 PF) (1 FTA) (D Guthrie)
21800765,2,9:14,2018-19,Regular Season,[ORL] Gordon Foul: Defense 3 Second (1 PF) (1 FTA) (D Guthrie)
21800775,2,6:21,2018-19,Regular Season,[LAC] Marjanovic Foul: Defense 3 Second (2 PF) (1 FTA) (K Scott)
21800782,3,11:33,2018-19,Regular Season,[LAL] Rondo Foul: Defense 3 Second (2 PF) (1 FTA) (M Ervin)
21800786,1,1:47,2018-19,Regular Season,[UTA] Gobert Foul: Defense 3 Second (1 PF) (1 FTA) (L Wood)
21800789,2,9:01,2018-19,Regular Season,[LAC] Harrell Foul: Defense 3 Second (1 PF) (1 FTA) (G Petraitis)
21800789,1,9:14,2018-19,Regular Season,[TOR] Green Foul: Defense 3 Second (1 PF) (1 FTA) (B Taylor)
21800795,3,11:38,2018-19,Regular Season,[SAC] Hield Foul: Defense 3 Second (1 PF) (1 FTA) (T Washington)
21800796,2,4:06,2018-19,Regular Season,[CHA] Zeller Foul: Defense 3 Second (2 PF) (1 FTA) (S Wright)
21800804,3,10:41,2018-19,Regular Season,[DEN] Plumlee Foul: Defense 3 Second (5 PF) (1 FTA) (J Williams)
21800805,3,7:01,2018-19,Regular Season,[NOP] Jackson Foul: Defense 3 Second (3 PF) (1 FTA) (P Fraher)
21800818,3,5:54,2018-19,Regular Season,[PHI] Marjanovic Foul: Defense 3 Second (1 PF) (1 FTA) (M Boland)
21800820,3,8:44,2018-19,Regular Season,[CHI] LaVine Foul: Defense 3 Second (2 PF) (1 FTA) (M Ervin)
21800829,1,9:17,2018-19,Regular Season,[LAC] Temple Foul: Defense 3 Second (1 PF) (1 FTA) (K Fitzgerald)
21800830,2,8:02,2018-19,Regular Season,[WAS] Portis Foul: Defense 3 Second (2 PF) (1 FTA) (L Richardson)
21800835,4,6:21,2018-19,Regular Season,[LAL] James Foul: Defense 3 Second (3 PF) (1 FTA) (D Taylor)
21800843,1,8:01,2018-19,Regular Season,[CHI] Lopez Foul: Defense 3 Second (2 PF) (1 FTA) (Z Zarba)
21800845,3,5:39,2018-19,Regular Season,[MIN] Gibson Foul: Defense 3 Second (1 PF) (1 FTA) (B Forte)
21800846,1,4:21,2018-19,Regular Season,[POR] Nurkic Foul: Defense 3 Second (1 PF) (1 FTA) (M Boland)
21800849,1,1:33,2018-19,Regular Season,[BOS] Hayward Foul: Defense 3 Second (1 PF) (1 FTA) (T Ford)
21800855,1,6:11,2018-19,Regular Season,[BOS] Horford Foul: Defense 3 Second (1 PF) (1 FTA) (T Brothers)
21800858,4,7:10,2018-19,Regular Season,[CHI] Lopez Foul: Defense 3 Second (3 PF) (1 FTA) (H Workman)
21800859,2,7:59,2018-19,Regular Season,[MIA] Johnson Foul: Defense 3 Second (1 PF) (1 FTA) (S Wall)
21800862,3,4:26,2018-19,Regular Season,[GSW] Green Foul: Defense 3 Second (3 PF) (1 FTA) (K Mauer)
21800862,2,8:25,2018-19,Regular Season,[POR] Collins Foul: Defense 3 Second (1 PF) (1 FTA) (R Garretson)
21800866,3,3:43,2018-19,Regular Season,[NOP] Diallo Foul: Defense 3 Second (1 PF) (1 FTA) (K Fitzgerald)
21800869,1,3:05,2018-19,Regular Season,[POR] Kanter Foul: Defense 3 Second (1 PF) (1 FTA) (R Garretson)
21800871,2,9:01,2018-19,Regular Season,[SAC] Bagley III Foul: Defense 3 Second (1 PF) (1 FTA) (M Ayotte)
21800873,2,9:45,2018-19,Regular Season,[CHA] Monk Foul: Defense 3 Second (1 PF) (1 FTA) (D Richardson)
21800874,3,9:16,2018-19,Regular Season,[NOP] Davis Foul: Defense 3 Second (1 PF) (1 FTA) (M Lindsay)
21800874,3,11:14,2018-19,Regular Season,[IND] Bogdanovic Foul: Defense 3 Second (4 PF) (1 FTA) (M Lindsay)
21800874,2,10:07,2018-19,Regular Season,[NOP] Randle Foul: Defense 3 Second (1 PF) (1 FTA) (H Workman)
21800875,2,2:38,2018-19,Regular Season,[ORL] Vucevic Foul: Defense 3 Second (1 PF) (1 FTA) (E Lewis)
21800875,2,6:23,2018-19,Regular Season,[CHI] Lopez Foul: Defense 3 Second (2 PF) (1 FTA) (E Lewis)
21800880,1,4:25,2018-19,Regular Season,[DEN] Jokic Foul: Defense 3 Second (2 PF) (1 FTA) (J Capers)
21800883,3,11:20,2018-19,Regular Season,[PHX] Ayton Foul: Defense 3 Second (1 PF) (1 FTA) (M Lindsay)
21800888,4,4:22,2018-19,Regular Season,[DET] Drummond Foul: Defense 3 Second (6 PF) (1 FTA) (J Williams)
21800888,1,4:18,2018-19,Regular Season,[MIA] Adebayo Foul: Defense 3 Second (1 PF) (1 FTA) (L Richardson)
21800891,4,11:21,2018-19,Regular Season,[MIN] Rose Foul: Defense 3 Second (1 PF) (1 FTA) (J Tiven)
21800891,3,5:42,2018-19,Regular Season,[MIL] Lopez Foul: Defense 3 Second (3 PF) (1 FTA) (H Workman)
21800894,3,11:44,2018-19,Regular Season,[TOR] Siakam Foul: Defense 3 Second (1 PF) (1 FTA) (D Richardson)
21800895,3,1:06,2018-19,Regular Season,[DEN] Harris Foul: Defense 3 Second (4 PF) (1 FTA) (C Kirkland)
21800895,1,7:40,2018-19,Regular Season,[DEN] Jokic Foul: Defense 3 Second (1 PF) (1 FTA) (E Malloy)
21800898,4,4:49,2018-19,Regular Season,[POR] Nurkic Foul: Defense 3 Second (4 PF) (1 FTA) (T Brown)
21800901,1,10:37,2018-19,Regular Season,[PHX] Oubre Jr. Foul: Defense 3 Second (1 PF) (1 FTA) (R Mott)
21800902,3,10:49,2018-19,Regular Season,[MIL] Bledsoe Foul: Defense 3 Second (2 PF) (1 FTA) (M Boland)
21800902,2,4:07,2018-19,Regular Season,[CHI] Selden Foul: Defense 3 Second (1 PF) (1 FTA) (M Boland)
21800906,4,10:58,2018-19,Regular Season,[NOP] Okafor Foul: Defense 3 Second (1 PF) (1 FTA) (M Callahan)
21800907,3,10:36,2018-19,Regular Season,[LAC] Gilgeous-Alexander Foul: Defense 3 Second (1 PF) (1 FTA) (N Buchert)
21800908,3,10:37,2018-19,Regular Season,[ORL] Vucevic Foul: Defense 3 Second (2 PF) (1 FTA) (K Fitzgerald)
21800914,2,1:55,2018-19,Regular Season,[WAS] Portis Foul: Defense 3 Second (2 PF) (1 FTA) (M Lindsay)
21800916,3,4:24,2018-19,Regular Season,[CHI] Lopez Foul: Defense 3 Second (3 PF) (1 FTA) (J Tiven)
21800916,3,6:13,2018-19,Regular Season,[MEM] Conley Foul: Defense 3 Second (3 PF) (1 FTA) (J Tiven)
21800917,2,3:05,2018-19,Regular Season,[SAS] Aldridge Foul: Defense 3 Second (1 PF) (1 FTA) (T Ford)
21800919,4,7:33,2018-19,Regular Season,[UTA] Gobert Foul: Defense 3 Second (4 PF) (1 FTA) (D Collins)
21800922,2,5:23,2018-19,Regular Season,[IND] Bogdanovic Foul: Defense 3 Second (1 PF) (1 FTA) (M Ayotte)
21800925,3,9:31,2018-19,Regular Season,[MIA] Adebayo Foul: Defense 3 Second (3 PF) (1 FTA) (T Brothers)
21800929,1,2:09,2018-19,Regular Season,[BKN] Kurucs Foul: Defense 3 Second (1 PF) (1 FTA) (J Van Duyne)
21800934,1,10:12,2018-19,Regular Season,[LAL] Bullock Foul: Defense 3 Second (1 PF) (1 FTA) (J Capers)
21800935,1,3:55,2018-19,Regular Season,[DET] Griffin Foul: Defense 3 Second (1 PF) (1 FTA) (J Williams)
21800936,3,10:49,2018-19,Regular Season,[ORL] Isaac Foul: Defense 3 Second (2 PF) (1 FTA) (B Adair)
21800937,1,2:08,2018-19,Regular Season,[BKN] Crabbe Foul: Defense 3 Second (1 PF) (1 FTA) (J Goble)
