id,city,station,average,latitude,longitude,state,total19
USW00094185,Burns,BURNS MUNI AP,10.6,43.595,-118.9564,OR,14.7
US1NVWH0002,Reno,RENO 1.4 NNE,10.6,39.5573,-119.8144,NV,14.4
USW00023174,Los Angeles,LOS ANGELES INTL AP,10.6,33.9381,-118.3889,CA,18.7
USW00024121,Elko,ELKO RGNL AP,10.6,40.8289,-115.7886,NV,14.8
USW00093193,Fresno,FRESNO YOSEMITE INTL AP,10.5,36.78,-119.7194,CA,12.4
USC00487760,Riverton,RIVERTON,10.5,43.0306,-108.3744,WY,11.2
US1NMBR0034,Albuquerque,ALBUQUERQUE 4.6 E,10,35.1278,-106.5437,NM,11.9
USW00003170,Eureka,EUREKA AIRPORT,9.9,39.6014,-116.0056,NV,13.7
USW00023188,San Diego,SAN DIEGO LINDBERGH FLD,9.6,32.7336,-117.1831,CA,15.3
USW00024138,Dillon,DILLON AP,9.6,45.2575,-112.5545,MT,8.8
USC00029464,Wittmann,WITTMANN 1SE,9.6,33.7775,-112.5231,AZ,14.7
US1NMBR0148,Albuquerque,ALBUQUERQUE 1.7 SSE,9.6,35.0944,-106.6123,NM,11
USC00290231,Albuquerque,ALBUQUERQUE VALLEY,9.3,35.0217,-106.6939,NM,8.5
USC00297477,Rio Rancho,RIO RANCHO #1,9.2,35.2836,-106.6194,NM,10.2
USW00023066,Grand Junction,GRAND JUNCTION WALKER FLD,9.2,39.1342,-108.54,CO,8.6
USW00024128,Winnemucca,WINNEMUCCA MUNI AP,9,40.9017,-117.8081,NV,10.2
US1NMDA0116,Las Cruces,MESILLA 2.3 E,9,32.2718,-106.7668,NM,8.4
USC00052184,Monte Vista,DEL NORTE 3ENE,8.8,37.6911,-106.3078,CO,12.2
USW00023044,El Paso,EL PASO INTL AP,8.4,31.8111,-106.3758,TX,8.1
USW00024243,Yakima,YAKIMA AIR TERMINAL,8.3,46.5683,-120.5428,WA,8.6
USC00483396,Kemmerer,FONTENELLE DAM,8.2,41.9861,-110.0611,WY,8.5
USC00483031,Greybull,EMBLEM,8.1,44.4972,-108.3906,WY,11.4
USW00023185,Reno,RENO TAHOE INTL AP,8.1,39.4839,-119.7711,NV,11.2
USW00023050,Albuquerque,ALBUQUERQUE INTL AP,8.1,35.0419,-106.6156,NM,8.8
USC00027187,Eloy,ROBSON RCH,8,32.8117,-111.6314,AZ,11.3
USC00297481,Rio Rancho,RIO RANCHO #2,7.9,35.2522,-106.6347,NM,8.3
USW00023194,Winslow,WINSLOW MUNI AP,7.5,35.0281,-110.7208,AZ,7
USW00023183,Phoenix,PHOENIX SKY HARBOR INTL AP,6.9,33.4278,-112.0039,AZ,5.9
USW00023155,Bakersfield,BAKERSFIELD AP,6,35.4344,-119.0542,CA,9.1
USW00023179,Needles,NEEDLES AP,4.6,34.7675,-114.6189,CA,8.5
USW00023169,Las Vegas,LAS VEGAS MCCARRAN AP,4,36.0719,-115.1633,NV,6.9
